ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,1999,1999-09-19,2,24.291,DEN,@,KAN,L 10-26,
2,1999,1999-10-17,6,24.319,DEN,,GNB,W 31-10,
3,1999,1999-10-24,7,24.326,DEN,@,NWE,L 23-24,
4,1999,1999-10-31,8,24.333,DEN,,MIN,L 20-23,
5,1999,2000-01-02,16,25.031,DEN,,SDG,L 6-12,
6,2000,2000-11-26,12,25.360,DEN,@,SEA,W 38-31,
7,2000,2000-12-03,13,26.001,DEN,@,NOR,W 38-23,
8,2000,2000-12-10,14,26.008,DEN,,SEA,W 31-24,
9,2000,2000-12-17,15,26.015,DEN,@,KAN,L 7-20,
10,2000,2000-12-23,16,26.021,DEN,,SFO,W 38-9,
11,2001,2001-09-09,1,26.281,SFO,,ATL,W 16-13,
