ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1994,1994-09-04,1,22.058,SEA,@,WAS,W 28-7,,,,,,,,,,,,,,,
2,1994,1994-09-11,2,22.065,SEA,@,RAI,W 38-9,,,,,,,,,,,,,,,
3,1994,1994-11-06,9,22.121,SEA,,CIN,L 17-20,,,,,,,,,,,,,,,
4,1995,1995-09-03,1,23.057,SEA,,KAN,L 10-34,,,,,,,,,,,,,,,
5,1995,1995-09-10,2,23.064,SEA,@,SDG,L 10-14,,,,,,,,,,,,,,,
6,1995,1995-10-01,4,23.085,SEA,,DEN,W 27-10,,,,,,,,,,,,,,,
7,1995,1995-10-08,5,23.092,SEA,@,OAK,L 14-34,,,,,,,,,,,,,,,
8,1995,1995-10-15,6,23.099,SEA,@,BUF,L 21-27,,,,,,,,,,,,,,,
9,1995,1995-10-22,7,23.106,SEA,,SDG,L 25-35,,,,,,,,,,,,,,,
10,1995,1995-10-29,8,23.113,SEA,@,ARI,L 14-20,,,,,,,,,,,,,,,
11,1995,1995-11-05,9,23.120,SEA,,NYG,W 30-28,,,,,,,,,,,,,,,
12,1995,1995-11-12,10,23.127,SEA,@,JAX,W 47-30,,,,,,,,,,,,,,,
13,1995,1995-11-19,11,23.134,SEA,@,WAS,W 27-20,,,,,,,,,,,,,,,
14,1995,1995-11-26,12,23.141,SEA,,NYJ,L 10-16,,,,,,,,,,,,,,,
15,1995,1995-12-03,13,23.148,SEA,,PHI,W 26-14,,,,,,,,,,,,,,,
16,1995,1995-12-10,14,23.155,SEA,@,DEN,W 31-27,,,,,,,,,,,,,,,
17,1995,1995-12-17,15,23.162,SEA,,OAK,W 44-10,,,,,,,,,,,,,,,
18,1995,1995-12-24,16,23.169,SEA,@,KAN,L 3-26,,,,,,,,,,,,,,,
19,1996,1996-09-01,1,24.055,SEA,@,SDG,L 7-29,,,,,,,,,,,,,,,
20,1996,1996-09-08,2,24.062,SEA,,DEN,L 20-30,,,,,,,,,,,,,,,
21,1996,1996-09-15,3,24.069,SEA,,KAN,L 17-35,,,,,,,,,,,,,,,
22,1996,1996-09-22,4,24.076,SEA,@,TAM,W 17-13,,,,,,,,,,,,,,,
23,1996,1996-09-29,5,24.083,SEA,,GNB,L 10-31,,,,,,,,,,,,,,,
