ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2010,2010-09-26,3,24.139,MIA,,NYJ,L 23-31,,0,0,0,,0,0.0%,
2,2010,2010-10-04,4,24.147,MIA,,NWE,L 14-41,,1,1,12,12.00,0,100.0%,12.00
3,2010,2010-10-17,5,24.160,MIA,@,GNB,W 23-20,,,,,,,0.0%,
4,2010,2010-10-24,6,24.167,MIA,,PIT,L 22-23,,1,1,6,6.00,0,100.0%,6.00
5,2010,2010-10-31,7,24.174,MIA,@,CIN,W 22-14,,1,,,,,0.0%,
6,2010,2010-11-07,8,24.181,MIA,@,BAL,L 10-26,,0,0,0,,0,0.0%,
7,2010,2010-11-28,11,24.202,MIA,@,OAK,W 33-17,,1,1,19,19.00,0,100.0%,19.00
8,2010,2010-12-05,12,24.209,MIA,,CLE,L 10-13,,3,1,9,9.00,0,33.3%,3.00
9,2010,2010-12-12,13,24.216,MIA,@,NYJ,W 10-6,,,,,,,0.0%,
10,2010,2010-12-19,14,24.223,MIA,,BUF,L 14-17,,,,,,,0.0%,
11,2010,2010-12-26,15,24.230,MIA,,DET,L 27-34,,1,0,0,,0,0.0%,0.00
12,2010,2011-01-02,16,24.237,MIA,@,NWE,L 7-38,,2,2,16,8.00,0,100.0%,8.00
13,2011,2011-09-12,1,25.125,MIA,,NWE,L 24-38,,,0,0,,0,0.0%,
14,2011,2011-10-17,5,25.160,MIA,@,NYJ,L 6-24,,,,,,,0.0%,
