ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2010,2010-09-12,1,23.245,DEN,@,JAX,L 17-24,,3,62,20.67,0,1,4,4.00,0,0.0,0,0,0,0,0
2,2010,2010-09-19,2,23.252,DEN,,SEA,W 31-14,,1,11,11.00,0,1,3,3.00,0,0.0,1,0,1,15,0
3,2010,2010-09-26,3,23.259,DEN,,IND,L 13-27,*,0,0,,0,1,0,0.00,0,0.0,2,0,0,0,0
4,2010,2010-10-03,4,23.266,DEN,@,TEN,W 26-20,*,0,0,,0,0,0,,0,0.0,5,0,0,0,0
5,2010,2010-10-10,5,23.273,DEN,@,BAL,L 17-31,,0,0,,0,0,0,,0,0.0,5,1,0,0,0
6,2010,2010-10-17,6,23.280,DEN,,NYJ,L 20-24,*,0,0,,0,0,0,,0,0.0,7,0,0,0,0
7,2010,2010-10-24,7,23.287,DEN,,OAK,L 14-59,*,0,0,,0,0,0,,0,0.0,2,0,0,0,0
8,2010,2010-11-14,9,23.308,DEN,,KAN,W 49-29,*,0,0,,0,0,0,,0,0.0,4,0,0,0,0
9,2010,2010-11-22,10,23.316,DEN,@,SDG,L 14-35,*,0,0,,0,0,0,,0,0.0,4,0,0,0,0
10,2010,2010-11-28,11,23.322,DEN,,STL,L 33-36,*,1,24,24.00,0,0,0,,0,0.0,3,0,0,0,0
11,2010,2010-12-05,12,23.329,DEN,@,KAN,L 6-10,*,1,7,7.00,0,0,0,,0,0.0,8,0,0,0,0
12,2010,2010-12-12,13,23.336,DEN,@,ARI,L 13-43,,2,46,23.00,0,0,0,,0,0.0,3,0,0,0,0
13,2010,2010-12-19,14,23.343,DEN,@,OAK,L 23-39,,0,0,,0,0,0,,0,0.0,1,0,0,0,0
14,2010,2010-12-26,15,23.350,DEN,,HOU,W 24-23,,1,22,22.00,0,0,0,,0,0.0,2,0,0,0,0
15,2010,2011-01-02,16,23.357,DEN,,SDG,L 28-33,*,0,0,,0,0,0,,0,0.0,7,0,0,0,0
16,2012,2012-09-09,1,25.243,SFO,@,GNB,W 30-22,,0,0,,0,0,0,,0,0.0,2,0,0,0,0
17,2012,2012-09-16,2,25.250,SFO,,DET,W 27-19,,0,0,,0,0,0,,0,0.0,1,0,0,0,0
18,2012,2012-09-23,3,25.257,SFO,@,MIN,L 13-24,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
19,2012,2012-09-30,4,25.264,SFO,@,NYJ,W 34-0,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
20,2012,2012-10-07,5,25.271,SFO,,BUF,W 45-3,,0,0,,0,0,0,,0,0.0,1,0,0,0,0
21,2012,2012-10-14,6,25.278,SFO,,NYG,L 3-26,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
22,2012,2012-10-18,7,25.282,SFO,,SEA,W 13-6,,,,,,,,,,,,,,,
23,2012,2012-10-29,8,25.293,SFO,@,ARI,W 24-3,,0,0,,0,0,0,,0,0.0,3,0,0,0,0
24,2012,2012-11-11,9,25.306,SFO,,STL,T 24-24,,0,0,,0,0,0,,0,0.0,3,0,0,0,0
25,2012,2012-11-19,10,25.314,SFO,,CHI,W 32-7,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
26,2012,2012-11-25,11,25.320,SFO,@,NOR,W 31-21,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
27,2012,2012-12-02,12,25.327,SFO,@,STL,L 13-16,,0,0,,0,0,0,,0,0.0,0,1,0,0,0
28,2012,2012-12-09,13,25.334,SFO,,MIA,W 27-13,,0,0,,0,0,0,,0,0.0,1,0,0,0,0
29,2012,2012-12-16,14,25.341,SFO,@,NWE,W 41-34,,0,0,,0,0,0,,0,0.0,0,1,0,0,0
30,2012,2012-12-23,15,25.348,SFO,@,SEA,L 13-42,,,,,,,,,,,,,,,
31,2012,2012-12-30,16,25.355,SFO,,ARI,W 27-13,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
32,2013,2013-09-08,1,26.241,SFO,,GNB,W 34-28,,1,30,30.00,0,0,0,,0,0.0,0,0,0,0,0
33,2013,2013-09-15,2,26.248,SFO,@,SEA,L 3-29,,2,52,26.00,0,0,0,,0,0.0,0,0,0,0,0
34,2013,2013-09-22,3,26.255,SFO,,IND,L 7-27,,,,,,,,,,,,,,,
35,2013,2013-09-26,4,26.259,SFO,@,STL,W 35-11,,,,,,,,,,,,,,,
36,2013,2013-10-06,5,26.269,SFO,,HOU,W 34-3,,0,0,,0,0,0,,0,0.0,1,0,0,0,0
37,2013,2013-10-13,6,26.276,SFO,,ARI,W 32-20,,,,,,,,,,,,,,,
38,2013,2013-10-20,7,26.283,SFO,@,TEN,W 31-17,,0,0,,0,0,0,,0,0.0,1,0,0,0,0
39,2013,2013-10-27,8,26.290,SFO,@,JAX,W 42-10,,,,,,,,,,,,,,,
40,2013,2013-11-10,9,26.304,SFO,,CAR,L 9-10,,,,,,,,,,,,,,,
41,2013,2013-12-15,14,26.339,SEA,@,NYG,W 23-0,,0,0,,0,0,0,,0,0.0,2,0,0,0,0
42,2013,2013-12-22,15,26.346,SEA,,ARI,L 10-17,,0,0,,0,0,0,,0,0.0,1,0,0,0,0
43,2014,2014-09-07,1,27.240,SFO,@,DAL,W 28-17,,0,0,,0,0,0,,0,0.0,3,0,1,0,0
44,2014,2014-09-14,2,27.247,SFO,,CHI,L 20-28,*,0,0,,0,0,0,,0,0.0,2,0,0,0,0
45,2014,2014-09-21,3,27.254,SFO,@,ARI,L 14-23,*,0,0,,0,0,0,,0,0.0,2,0,0,0,0
46,2014,2014-09-28,4,27.261,SFO,,PHI,W 26-21,*,0,0,,0,0,0,,0,0.0,3,0,1,0,0
47,2014,2014-10-05,5,27.268,SFO,,KAN,W 22-17,*,0,0,,0,0,0,,0,0.0,3,0,1,2,0
48,2014,2014-10-13,6,27.276,SFO,@,STL,W 31-17,*,0,0,,0,0,0,,0,0.0,4,1,0,0,0
49,2014,2014-10-19,7,27.282,SFO,@,DEN,L 17-42,*,0,0,,0,0,0,,0,0.0,2,0,0,0,0
50,2014,2014-11-02,8,27.296,SFO,,STL,L 10-13,*,0,0,,0,0,0,,0,0.0,1,0,1,10,0
51,2014,2014-11-09,9,27.303,SFO,@,NOR,W 27-24,*,0,0,,0,2,7,3.50,0,0.0,6,0,0,0,0
52,2014,2014-11-16,10,27.310,SFO,@,NYG,W 16-10,*,0,0,,0,2,8,4.00,0,0.0,6,0,0,0,0
53,2014,2014-11-23,11,27.317,SFO,,WAS,W 17-13,*,0,0,,0,4,8,2.00,0,0.0,4,0,0,0,0
54,2014,2014-11-27,12,27.321,SFO,,SEA,L 3-19,*,0,0,,0,2,12,6.00,0,0.0,2,1,0,0,0
55,2014,2014-12-07,13,27.331,SFO,@,OAK,L 13-24,*,0,0,,0,0,0,,0,0.0,2,1,0,0,0
56,2014,2014-12-14,14,27.338,SFO,@,SEA,L 7-17,*,0,0,,0,0,0,,0,0.0,4,1,0,0,0
57,2014,2014-12-20,15,27.344,SFO,,SDG,L 35-38,*,2,60,30.00,0,0,0,,0,0.0,5,0,1,0,0
58,2015,2015-09-13,1,28.246,TEN,@,TAM,W 42-14,*,0,0,,0,0,0,,0,0.0,2,0,0,0,0
59,2015,2015-09-20,2,28.253,TEN,@,CLE,L 14-28,*,0,0,,0,0,0,,0,0.0,1,1,0,0,0
60,2015,2015-09-27,3,28.260,TEN,,IND,L 33-35,*,0,0,,0,0,0,,0,0.0,4,0,1,27,0
61,2015,2015-10-11,4,28.274,TEN,,BUF,L 13-14,*,0,0,,0,0,0,,0,0.0,2,0,0,0,0
62,2015,2015-10-18,5,28.281,TEN,,MIA,L 10-38,*,0,0,,0,0,0,,0,0.0,0,0,0,0,0
63,2015,2015-11-08,8,28.302,TEN,@,NOR,W 34-28,*,0,0,,0,0,0,,0,0.0,1,1,0,0,0
64,2015,2015-11-19,10,28.313,TEN,@,JAX,L 13-19,*,0,0,,0,0,0,,0,0.0,3,0,0,0,0
65,2015,2015-11-29,11,28.323,TEN,,OAK,L 21-24,*,0,0,,0,0,0,,0,0.0,4,1,0,0,0
66,2015,2015-12-06,12,28.330,TEN,,JAX,W 42-39,*,0,0,,0,2,11,5.50,0,0.0,2,0,0,0,0
67,2015,2015-12-13,13,28.337,TEN,@,NYJ,L 8-30,*,0,0,,0,0,0,,0,0.0,3,1,0,0,0
68,2015,2015-12-20,14,28.344,TEN,@,NWE,L 16-33,*,0,0,,0,1,6,6.00,0,0.0,1,0,0,0,0
69,2015,2015-12-27,15,28.351,TEN,,HOU,L 6-34,*,0,0,,0,0,0,,0,0.0,2,0,0,0,0
70,2015,2016-01-03,16,28.358,TEN,@,IND,L 24-30,*,0,0,,0,0,0,,0,0.0,1,0,0,0,0
71,2016,2016-09-11,1,29.245,TEN,,MIN,L 16-25,*,0,0,,0,0,0,,0,0.0,3,0,0,0,0
72,2016,2016-09-18,2,29.252,TEN,@,DET,W 16-15,*,0,0,,0,0,0,,0,0.0,5,0,1,3,0
73,2016,2016-09-25,3,29.259,TEN,,OAK,L 10-17,*,0,0,,0,0,0,,0,0.0,4,3,0,0,0
74,2016,2016-10-02,4,29.266,TEN,@,HOU,L 20-27,*,0,0,,0,0,0,,0,0.0,3,2,1,0,0
75,2016,2016-10-09,5,29.273,TEN,@,MIA,W 30-17,*,0,0,,0,0,0,,0,0.0,1,0,0,0,0
76,2016,2016-10-16,6,29.280,TEN,,CLE,W 28-26,,0,0,,0,0,0,,0,0.0,6,0,0,0,0
77,2016,2016-10-23,7,29.287,TEN,,IND,L 26-34,*,0,0,,0,0,0,,0,0.0,4,0,0,0,0
78,2016,2016-11-06,9,29.301,TEN,@,SDG,L 35-43,*,0,0,,0,0,0,,0,0.0,5,0,0,0,0
79,2016,2016-11-13,10,29.308,TEN,,GNB,W 47-25,*,0,0,,0,0,0,,0,0.0,2,0,1,0,0
80,2016,2016-11-20,11,29.315,TEN,@,IND,L 17-24,,0,0,,0,0,0,,0,0.0,1,0,0,0,0
81,2016,2016-11-27,12,29.322,TEN,@,CHI,W 27-21,*,0,0,,0,0,0,,0,0.0,3,0,0,0,0
