ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1995,1995-09-04,1,22.022,DAL,@,NYG,W 35-0,,9,46,5.11,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
2,1995,1995-09-10,2,22.028,DAL,,DEN,W 31-21,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
3,1995,1995-09-24,4,22.042,DAL,,ARI,W 34-20,,8,79,9.88,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,1,6
4,1995,1995-10-01,5,22.049,DAL,@,WAS,L 23-27,,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,0,
5,1995,1995-10-08,6,22.056,DAL,,GNB,W 34-24,,1,10,10.00,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
6,1995,1995-10-15,7,22.063,DAL,@,SDG,W 23-9,,8,21,2.63,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
7,1995,1995-10-29,8,22.077,DAL,@,ATL,W 28-13,,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,0,
8,1995,1995-11-06,9,22.085,DAL,,PHI,W 34-12,,4,3,0.75,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
9,1995,1995-11-12,10,22.091,DAL,,SFO,L 20-38,,1,2,2.00,0,1,1,24,24.00,0,100.0%,24.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
10,1995,1995-11-23,12,22.102,DAL,,KAN,W 24-12,,11,44,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
11,1995,1995-12-25,16,22.134,DAL,@,ARI,W 37-13,,5,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
12,1996,1996-09-02,1,23.020,DAL,@,CHI,L 6-22,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
13,1996,1996-09-08,2,23.026,DAL,,NYG,W 27-0,,7,38,5.43,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
14,1996,1996-09-15,3,23.033,DAL,,IND,L 24-25,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,,,,,0,
15,1996,1996-09-22,4,23.040,DAL,@,BUF,L 7-10,,0,0,,0,0,0,0,,0,0.0%,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
16,1996,1996-09-30,5,23.048,DAL,@,PHI,W 23-19,,7,27,3.86,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
17,1996,1996-10-13,6,23.061,DAL,,ARI,W 17-3,,3,9,3.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
18,1996,1996-10-20,7,23.068,DAL,,ATL,W 32-28,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
19,1996,1996-10-27,8,23.075,DAL,@,MIA,W 29-10,,8,48,6.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
20,1996,1996-11-03,9,23.082,DAL,,PHI,L 21-31,,3,-3,-1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
21,1996,1996-11-10,10,23.089,DAL,@,SFO,W 20-17,,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
22,1996,1996-11-18,11,23.097,DAL,,GNB,W 21-6,,4,29,7.25,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
23,1996,1996-11-24,12,23.103,DAL,@,NYG,L 6-20,,1,8,8.00,0,4,3,27,9.00,0,75.0%,6.75,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
24,1996,1996-11-28,13,23.107,DAL,,WAS,W 21-10,,13,46,3.54,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
25,1996,1996-12-08,14,23.117,DAL,@,ARI,W 10-6,,3,8,2.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
26,1996,1996-12-15,15,23.124,DAL,,NWE,W 12-6,,4,15,3.75,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
27,1996,1996-12-22,16,23.131,DAL,@,WAS,L 10-37,,15,40,2.67,0,6,2,14,7.00,0,33.3%,2.33,0,0,,0,0,0,,0,,,,0,0,,0,0,0
28,1997,1997-08-31,1,24.018,DAL,@,PIT,W 37-7,,5,16,3.20,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
29,1997,1997-09-07,2,24.025,DAL,@,ARI,L 22-25,,8,43,5.38,0,5,3,10,3.33,0,60.0%,2.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
30,1997,1997-09-15,3,24.033,DAL,,PHI,W 21-20,,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,0,
31,1997,1997-09-28,4,24.046,DAL,,CHI,W 27-3,,6,23,3.83,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
32,1997,1997-10-05,5,24.053,DAL,@,NYG,L 17-20,,8,28,3.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
33,1997,1997-10-13,6,24.061,DAL,@,WAS,L 16-21,,8,35,4.38,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
34,1997,1997-10-19,7,24.067,DAL,,JAX,W 26-22,,4,16,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
35,1997,1997-10-26,8,24.074,DAL,@,PHI,L 12-13,,2,6,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
36,1997,1997-11-02,9,24.081,DAL,@,SFO,L 10-17,,17,54,3.18,0,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
37,1997,1997-11-09,10,24.088,DAL,,ARI,W 24-6,,16,53,3.31,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,1,6
38,1997,1997-11-16,11,24.095,DAL,,WAS,W 17-14,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
39,1997,1997-11-23,12,24.102,DAL,@,GNB,L 17-45,,3,15,5.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
40,1997,1997-11-27,13,24.106,DAL,,TEN,L 14-27,,2,12,6.00,0,9,7,56,8.00,0,77.8%,6.22,0,0,,0,0,0,,,,,,0,0,,0,0,0
41,1997,1997-12-08,14,24.117,DAL,,CAR,L 13-23,,19,75,3.95,0,4,3,33,11.00,0,75.0%,8.25,0,0,,0,0,0,,,,,,0,0,,0,0,0
42,1997,1997-12-14,15,24.123,DAL,@,CIN,L 24-31,,16,53,3.31,1,8,6,44,7.33,0,75.0%,5.50,0,0,,0,0,0,,,,,,0,0,,0,1,6
43,1997,1997-12-21,16,24.130,DAL,,NYG,L 7-20,,6,39,6.50,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
44,1998,1998-09-06,1,25.024,DAL,,ARI,W 38-10,,6,9,1.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
45,1998,1998-09-13,2,25.031,DAL,@,DEN,L 23-42,,4,33,8.25,0,2,2,4,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
46,1998,1998-09-21,3,25.039,DAL,@,NYG,W 31-7,,21,60,2.86,1,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
47,1998,1998-09-27,4,25.045,DAL,,OAK,L 12-13,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
48,1998,1998-10-04,5,25.052,DAL,@,WAS,W 31-10,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
49,1998,1998-10-11,6,25.059,DAL,,CAR,W 27-20,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
50,1998,1998-10-18,7,25.066,DAL,@,CHI,L 12-13,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
51,1998,1998-11-02,8,25.081,DAL,@,PHI,W 34-0,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
52,1998,1998-11-08,9,25.087,DAL,,NYG,W 16-6,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
53,1998,1998-11-15,10,25.094,DAL,@,ARI,W 35-28,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
54,1998,1998-11-22,11,25.101,DAL,,SEA,W 30-22,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
55,1998,1998-11-26,12,25.105,DAL,,MIN,L 36-46,,4,8,2.00,0,2,2,43,21.50,0,100.0%,21.50,0,0,,0,0,0,,0,0,,,4,103,25.75,0,0,0
56,1998,1998-12-06,13,25.115,DAL,@,NOR,L 3-22,,2,2,1.00,0,5,3,26,8.67,0,60.0%,5.20,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
57,1998,1998-12-13,14,25.122,DAL,@,KAN,L 17-20,,0,0,,0,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
58,1998,1998-12-20,15,25.129,DAL,,PHI,W 13-9,,3,16,5.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
59,1998,1998-12-27,16,25.136,DAL,,WAS,W 23-7,,23,90,3.91,0,3,3,19,6.33,0,100.0%,6.33,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
60,1999,1999-09-20,2,26.038,DAL,,ATL,W 24-7,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
