ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
21,2014,2014-10-05,5,24.013,JAX,,PIT,L 9-17,,3,6,2.00,0,2,2,-1,-0.50,0,100.0%,-0.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
22,2014,2014-10-12,6,24.020,JAX,@,TEN,L 14-16,*,5,22,4.40,0,3,3,14,4.67,0,100.0%,4.67,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
23,2014,2014-10-19,7,24.027,JAX,,CLE,W 24-6,*,22,127,5.77,1,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,1,0
24,2014,2014-10-26,8,24.034,JAX,,MIA,L 13-27,*,18,108,6.00,0,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,1,0
25,2014,2014-11-02,9,24.041,JAX,@,CIN,L 23-33,*,17,94,5.53,1,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,0,0
26,2014,2014-11-09,10,24.048,JAX,,DAL,L 17-31,*,15,60,4.00,2,3,2,10,5.00,0,66.7%,3.33,0,0,,0,0,0,,0,0,,,0,0,,0,2,12,0.0,1,0
27,2014,2014-11-23,11,24.062,JAX,@,IND,L 3-23,*,14,25,1.79,0,5,4,47,11.75,0,80.0%,9.40,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
28,2014,2014-11-30,12,24.069,JAX,,NYG,W 25-24,*,11,44,4.00,0,4,3,10,3.33,0,75.0%,2.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
29,2014,2014-12-07,13,24.076,JAX,,HOU,L 13-27,*,10,30,3.00,0,2,0,0,,0,0.0%,0.00,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0.0,0,0
30,2015,2015-09-13,1,24.356,JAX,,CAR,L 9-20,,5,19,3.80,0,2,2,26,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
31,2015,2015-09-20,2,24.363,JAX,,MIA,W 23-20,,1,9,9.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
32,2015,2015-10-18,6,25.026,JAX,,HOU,L 20-31,,7,19,2.71,0,3,3,19,6.33,0,100.0%,6.33,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
33,2015,2015-10-25,7,25.033,JAX,,BUF,W 34-31,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
34,2015,2015-11-08,8,25.047,JAX,@,NYJ,L 23-28,,1,2,2.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
35,2015,2015-11-15,9,25.054,JAX,@,BAL,W 22-20,,1,1,1.00,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
36,2015,2015-11-19,10,25.058,JAX,,TEN,W 19-13,,7,27,3.86,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
37,2015,2015-11-29,11,25.068,JAX,,SDG,L 25-31,,3,23,7.67,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
38,2015,2015-12-06,12,25.075,JAX,@,TEN,L 39-42,,3,21,7.00,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,0,,,2,54,27.00,0,0,0,0.0,0,0
39,2015,2015-12-13,13,25.082,JAX,,IND,W 51-16,,14,75,5.36,1,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,0,0
40,2015,2015-12-20,14,25.089,JAX,,ATL,L 17-23,*,14,41,2.93,0,10,8,46,5.75,0,80.0%,4.60,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
41,2015,2015-12-27,15,25.096,JAX,@,NOR,L 27-38,*,6,20,3.33,0,7,5,50,10.00,0,71.4%,7.14,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
42,2015,2016-01-03,16,25.103,JAX,@,HOU,L 6-30,*,5,9,1.80,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
43,2016,2016-09-11,1,25.355,JAX,,GNB,L 23-27,,3,7,2.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
44,2016,2016-09-18,2,25.362,JAX,@,SDG,L 14-38,,1,7,7.00,0,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
45,2016,2016-09-25,3,26.003,JAX,,BAL,L 17-19,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
46,2016,2016-10-02,4,26.010,JAX,,IND,W 30-27,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
47,2016,2016-10-16,5,26.024,JAX,@,CHI,W 17-16,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
48,2016,2016-10-23,6,26.031,JAX,,OAK,L 16-33,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
49,2016,2016-10-27,7,26.035,JAX,@,TEN,L 22-36,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
50,2016,2016-11-06,8,26.045,JAX,@,KAN,L 14-19,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
51,2016,2016-11-13,9,26.052,JAX,,HOU,L 21-24,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
52,2016,2016-11-20,10,26.059,JAX,@,DET,L 19-26,,3,21,7.00,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
53,2016,2016-11-27,11,26.066,JAX,@,BUF,L 21-28,,13,39,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,1,13,13.00,0,0,0,0.0,0,0
54,2016,2016-12-04,12,26.073,JAX,,DEN,L 10-20,*,17,53,3.12,0,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
55,2016,2017-01-01,16,26.101,JAX,@,IND,L 20-24,,4,17,4.25,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
