ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2006,2006-09-17,2,21.271,TEN,@,SDG,L 7-40,,8,22,2.75,0,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0
2,2006,2006-09-24,3,21.278,TEN,@,MIA,L 10-13,,1,2,2.00,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0
3,2006,2006-10-01,4,21.285,TEN,,DAL,L 14-45,,9,39,4.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0
4,2006,2006-10-08,5,21.292,TEN,@,IND,L 13-14,,8,48,6.00,0,4,3,7,2.33,0,75.0%,1.75,1,14,14.00,0,0,0
5,2006,2006-10-29,7,21.313,TEN,,HOU,W 28-22,,7,35,5.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
6,2006,2006-11-05,8,21.320,TEN,@,JAX,L 7-37,,7,25,3.57,0,3,2,1,0.50,0,66.7%,0.33,0,0,,0,0,0
7,2006,2006-11-12,9,21.327,TEN,,BAL,L 26-27,,0,0,,0,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0
8,2006,2006-11-19,10,21.334,TEN,@,PHI,W 31-13,,8,17,2.13,0,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0
9,2006,2006-11-26,11,21.341,TEN,,NYG,W 24-21,,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
10,2006,2006-12-03,12,21.348,TEN,,IND,W 20-17,,4,35,8.75,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0
11,2006,2006-12-17,14,21.362,TEN,,JAX,W 24-17,,0,0,,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0
12,2006,2006-12-24,15,22.004,TEN,@,BUF,W 30-29,,6,16,2.67,0,3,3,17,5.67,0,100.0%,5.67,0,0,,0,0,0
13,2006,2006-12-31,16,22.011,TEN,,NWE,L 23-40,,2,4,2.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
14,2007,2007-09-09,1,22.263,TEN,@,JAX,W 13-10,*,18,66,3.67,0,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0
15,2007,2007-09-16,2,22.270,TEN,,IND,L 20-22,*,15,64,4.27,1,0,0,0,,0,0.0%,,0,0,,0,1,6
16,2007,2007-09-24,3,22.278,TEN,@,NOR,W 31-14,*,17,50,2.94,1,1,1,10,10.00,0,100.0%,10.00,0,0,,0,1,6
17,2007,2007-10-07,4,22.291,TEN,,ATL,W 20-13,*,12,32,2.67,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
18,2007,2007-10-14,5,22.298,TEN,@,TAM,L 10-13,*,25,64,2.56,1,6,2,9,4.50,0,33.3%,1.50,0,0,,0,1,6
19,2007,2007-10-21,6,22.305,TEN,@,HOU,W 38-36,*,27,104,3.85,1,6,4,22,5.50,0,66.7%,3.67,0,0,,0,1,6
20,2007,2007-10-28,7,22.312,TEN,,OAK,W 13-9,*,25,133,5.32,0,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0
21,2007,2007-11-04,8,22.319,TEN,,CAR,W 20-7,*,31,100,3.23,1,1,1,1,1.00,0,100.0%,1.00,0,0,,0,1,6
22,2007,2007-11-11,9,22.326,TEN,,JAX,L 13-28,*,8,12,1.50,0,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0
23,2007,2007-11-19,10,22.334,TEN,@,DEN,L 20-34,*,13,42,3.23,0,2,2,22,11.00,0,100.0%,11.00,0,0,,0,0,0
24,2007,2007-11-25,11,22.340,TEN,@,CIN,L 6-35,*,8,27,3.38,0,2,2,-1,-0.50,0,100.0%,-0.50,0,0,,0,0,0
25,2007,2007-12-02,12,22.347,TEN,,HOU,W 28-20,*,12,60,5.00,1,1,1,7,7.00,0,100.0%,7.00,0,0,,0,1,6
26,2007,2007-12-09,13,22.354,TEN,,SDG,L 17-23,*,30,113,3.77,1,2,2,24,12.00,0,100.0%,12.00,0,0,,0,1,6
27,2007,2007-12-16,14,22.361,TEN,@,KAN,W 26-17,*,23,95,4.13,0,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0
28,2007,2007-12-23,15,23.003,TEN,,NYJ,W 10-6,*,23,103,4.48,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
29,2007,2007-12-30,16,23.010,TEN,@,IND,W 16-10,*,16,45,2.81,0,0,0,0,,0,0.0%,,0,0,,0,0,0
30,2008,2008-09-07,1,23.262,TEN,,JAX,W 17-10,,15,40,2.67,1,1,0,0,,0,0.0%,0.00,0,0,,0,1,6
31,2008,2008-09-14,2,23.269,TEN,@,CIN,W 24-7,,18,59,3.28,1,0,0,0,,0,0.0%,,0,0,,0,1,6
32,2008,2008-09-21,3,23.276,TEN,,HOU,W 31-12,*,16,49,3.06,2,0,0,0,,0,0.0%,,0,0,,0,2,12
33,2008,2008-09-28,4,23.283,TEN,,MIN,W 30-17,,11,13,1.18,1,0,0,0,,0,0.0%,,0,0,,0,1,6
34,2008,2008-10-05,5,23.290,TEN,@,BAL,W 13-10,,3,4,1.33,0,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0
35,2008,2008-10-19,6,23.304,TEN,@,KAN,W 34-10,,17,149,8.76,3,1,1,7,7.00,0,100.0%,7.00,0,0,,0,3,18
36,2008,2008-10-27,7,23.312,TEN,,IND,W 31-21,,10,13,1.30,2,2,1,1,1.00,0,50.0%,0.50,0,0,,0,2,12
37,2008,2008-11-02,8,23.318,TEN,,GNB,W 19-16,,8,77,9.63,0,0,0,0,,0,0.0%,,0,0,,0,0,0
38,2008,2008-11-09,9,23.325,TEN,@,CHI,W 21-14,,10,14,1.40,1,1,1,6,6.00,0,100.0%,6.00,0,0,,0,1,6
39,2008,2008-11-16,10,23.332,TEN,@,JAX,W 24-14,,14,52,3.71,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
40,2008,2008-11-23,11,23.339,TEN,,NYJ,L 13-34,,1,-1,-1.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
41,2008,2008-11-27,12,23.343,TEN,@,DET,W 47-10,,23,106,4.61,2,1,0,0,,0,0.0%,0.00,0,0,,0,2,12
42,2008,2008-12-07,13,23.353,TEN,,CLE,W 28-9,,24,99,4.13,1,1,1,2,2.00,0,100.0%,2.00,0,0,,0,1,6
43,2008,2008-12-14,14,23.360,TEN,@,HOU,L 12-13,,8,26,3.25,0,0,0,0,,0,0.0%,,0,0,,0,0,0
44,2008,2008-12-21,15,24.001,TEN,,PIT,W 31-14,,15,48,3.20,1,0,0,0,,0,0.0%,,0,0,,0,1,6
45,2008,2008-12-28,16,24.008,TEN,@,IND,L 0-23,*,7,25,3.57,0,0,0,0,,0,0.0%,,0,0,,0,0,0
46,2009,2009-09-10,1,24.264,TEN,@,PIT,L 10-13,,8,28,3.50,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0
47,2009,2009-09-20,2,24.274,TEN,,HOU,L 31-34,,6,25,4.17,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
48,2009,2009-09-27,3,24.281,TEN,@,NYJ,L 17-24,,7,27,3.86,1,0,0,0,,0,0.0%,,0,0,,0,1,6
49,2009,2009-10-04,4,24.288,TEN,@,JAX,L 17-37,,2,2,1.00,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0
50,2009,2009-10-11,5,24.295,TEN,,IND,L 9-31,,10,51,5.10,0,0,0,0,,0,0.0%,,0,0,,0,0,0
51,2009,2009-10-18,6,24.302,TEN,@,NWE,L 0-59,,6,15,2.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0
52,2009,2009-11-01,7,24.316,TEN,,JAX,W 30-13,,13,47,3.62,0,0,0,0,,0,0.0%,,0,0,,0,0,0
53,2009,2009-11-08,8,24.323,TEN,@,SFO,W 34-27,,4,3,0.75,0,0,0,0,,0,0.0%,,0,0,,0,0,0
54,2009,2009-11-15,9,24.330,TEN,,BUF,W 41-17,,3,6,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
55,2009,2009-11-23,10,24.338,TEN,@,HOU,W 20-17,,2,4,2.00,1,0,0,0,,0,0.0%,,0,0,,0,1,6
56,2009,2009-12-06,12,24.351,TEN,@,IND,L 17-27,,2,13,6.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0
57,2009,2009-12-20,14,25.000,TEN,,MIA,W 27-24,,0,0,,0,2,1,2,2.00,0,50.0%,1.00,0,0,,0,0,0
58,2009,2010-01-03,16,25.014,TEN,@,SEA,W 17-13,,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
