ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2004,2004-09-12,1,23.346,BUF,,JAX,L 10-13,,,,,,,0.0%,,,,,,,
2,2004,2004-09-19,2,23.353,BUF,@,OAK,L 10-13,,,,,,,0.0%,,,,,,,
3,2004,2004-10-03,3,24.001,BUF,,NWE,L 17-31,,,,,,,0.0%,,,,,,,
4,2004,2004-10-10,4,24.008,BUF,@,NYJ,L 14-16,,2,2,20,10.00,0,100.0%,10.00,0,0,,0,0,0
5,2004,2004-10-17,5,24.015,BUF,,MIA,W 20-13,*,1,,,,,0.0%,,,,,,,
6,2004,2004-10-24,6,24.022,BUF,@,BAL,L 6-20,*,,,,,,0.0%,,,,,,,
7,2004,2004-10-31,7,24.029,BUF,,ARI,W 38-14,,2,2,21,10.50,1,100.0%,10.50,0,0,,0,1,6
8,2004,2004-11-07,8,24.036,BUF,,NYJ,W 22-17,*,,,,,,0.0%,,,,,,,
9,2004,2004-11-14,9,24.043,BUF,@,NWE,L 6-29,*,3,1,3,3.00,0,33.3%,1.00,0,0,,0,0,0
10,2004,2004-11-21,10,24.050,BUF,,STL,W 37-17,,,,,,,0.0%,,,,,,,
11,2004,2004-11-28,11,24.057,BUF,@,SEA,W 38-9,,3,2,22,11.00,0,66.7%,7.33,0,0,,0,0,0
12,2004,2004-12-05,12,24.064,BUF,@,MIA,W 42-32,*,4,4,32,8.00,1,100.0%,8.00,0,0,,0,1,6
13,2005,2005-10-16,6,25.014,BUF,,NYJ,W 27-17,,,0,0,,0,0.0%,,0,0,,0,0,0
14,2005,2005-10-23,7,25.021,BUF,@,OAK,L 17-38,,0,0,0,,0,0.0%,,0,0,,0,0,0
15,2005,2005-10-30,8,25.028,BUF,@,NWE,L 16-21,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
16,2005,2005-11-13,9,25.042,BUF,,KAN,W 14-3,,,0,0,,0,0.0%,,0,0,,0,0,0
17,2005,2005-11-20,10,25.049,BUF,@,SDG,L 10-48,,2,2,12,6.00,0,100.0%,6.00,0,0,,0,0,0
18,2005,2005-11-27,11,25.056,BUF,,CAR,L 9-13,*,0,0,0,,0,0.0%,,0,0,,0,0,0
19,2005,2005-12-04,12,25.063,BUF,@,MIA,L 23-24,*,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0
20,2005,2005-12-11,13,25.070,BUF,,NWE,L 7-35,*,,0,0,,0,0.0%,,0,0,,0,0,0
21,2005,2005-12-17,14,25.076,BUF,,DEN,L 17-28,,,0,0,,0,0.0%,,0,0,,0,0,0
22,2005,2005-12-24,15,25.083,BUF,@,CIN,W 37-27,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
23,2005,2006-01-01,16,25.091,BUF,@,NYJ,L 26-30,*,,0,0,,0,0.0%,,1,0,0.00,0,0,0
24,2006,2006-09-07,1,25.340,PIT,,MIA,W 28-17,,,0,0,,0,0.0%,,0,0,,0,0,0
25,2007,2007-09-10,1,26.343,ARI,@,SFO,L 17-20,,,0,0,,0,0.0%,,0,0,,0,0,0
26,2007,2007-09-16,2,26.349,ARI,,SEA,W 23-20,,,0,0,,0,0.0%,,0,0,,0,0,0
27,2007,2007-09-23,3,26.356,ARI,@,BAL,L 23-26,,,0,0,,0,0.0%,,0,0,,0,0,0
28,2007,2007-09-30,4,26.363,ARI,,PIT,W 21-14,,,0,0,,0,0.0%,,0,0,,0,0,0
29,2007,2007-10-07,5,27.005,ARI,@,STL,W 34-31,,,0,0,,0,0.0%,,0,0,,0,0,0
30,2007,2007-10-14,6,27.012,ARI,,CAR,L 10-25,,0,0,0,,0,0.0%,,0,0,,0,0,0
31,2007,2007-10-21,7,27.019,ARI,@,WAS,L 19-21,,0,0,0,,0,0.0%,,0,0,,0,0,0
32,2007,2007-11-04,8,27.033,ARI,@,TAM,L 10-17,,,0,0,,0,0.0%,,0,0,,0,0,0
33,2007,2007-12-16,14,27.075,ARI,@,NOR,L 24-31,,,0,0,,0,0.0%,,0,0,,0,0,0
34,2007,2007-12-23,15,27.082,ARI,,ATL,W 30-27,,0,0,0,,0,0.0%,,0,0,,0,0,0
