ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1967,1967-12-10,13,26.348,NYG,,DET,L 7-30,0,16,,0
2,1970,1970-09-19,1,29.266,NYG,,CHI,L 16-24,,,,
3,1970,1970-09-27,2,29.274,NYG,@,DAL,L 10-28,,,,
4,1970,1970-10-04,3,29.281,NYG,@,NOR,L 10-14,,,,
5,1970,1970-11-29,11,29.337,NYG,@,WAS,W 27-24,,,,
6,1970,1970-12-06,12,29.344,NYG,,BUF,W 20-6,,,,
7,1970,1970-12-13,13,29.351,NYG,@,STL,W 34-17,,,,
8,1970,1970-12-20,14,29.358,NYG,,RAM,L 3-31,,,,
