ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1973,1973-12-09,13,24.165,CHI,@,DET,L 7-40,,,,
2,1973,1973-12-16,14,24.172,CHI,,GNB,L 0-21,,,,
3,1974,1974-09-15,1,25.080,CHI,,DET,W 17-9,,,,
4,1974,1974-09-22,2,25.087,CHI,,NYJ,L 21-23,,,,
5,1974,1974-09-29,3,25.094,CHI,@,MIN,L 7-11,,,,
6,1974,1974-10-06,4,25.101,CHI,,NOR,W 24-10,1,0,0.00,0
7,1974,1974-10-13,5,25.108,CHI,@,ATL,L 10-13,,,,
8,1974,1974-10-21,6,25.116,CHI,,GNB,W 10-9,,,,
9,1974,1974-11-03,8,25.129,CHI,,MIN,L 0-17,,,,
10,1974,1974-11-10,9,25.136,CHI,@,GNB,L 3-20,,,,
11,1974,1974-11-17,10,25.143,CHI,,SFO,L 0-34,,,,
12,1974,1974-12-15,14,25.171,CHI,@,WAS,L 0-42,,,,
