ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2013,2013-09-08,1,23.320,GNB,@,SFO,L 28-34,,,,,,,,,,,0.0%,,,,,,,,,,
2,2013,2013-09-15,2,23.327,GNB,,WAS,W 38-20,,,,,,,,,,,0.0%,,,,,,,,,,
3,2013,2013-09-22,3,23.334,GNB,@,CIN,L 30-34,,13,103,7.92,1,3,3,23,7.67,0,100.0%,7.67,0,0,,0,1,6,0.0,1,0
4,2013,2013-10-06,4,23.348,GNB,,DET,W 22-9,,3,1,0.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
5,2013,2013-10-13,5,23.355,GNB,@,BAL,W 19-17,,1,-3,-3.00,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,1,0
6,2013,2013-10-20,6,23.362,GNB,,CLE,W 31-13,,2,6,3.00,0,1,0,0,,0,0.0%,0.00,1,26,26.00,0,0,0,0.0,0,0
7,2013,2013-10-27,7,24.004,GNB,@,MIN,W 44-31,,0,0,,0,0,0,0,,0,0.0%,,2,34,17.00,0,0,0,0.0,0,0
8,2013,2013-11-04,8,24.012,GNB,,CHI,L 20-27,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0
9,2013,2013-11-10,9,24.018,GNB,,PHI,L 13-27,,,,,,,,,,,0.0%,,,,,,,,,,
10,2013,2013-11-17,10,24.025,GNB,@,NYG,L 13-27,,,,,,,,,,,0.0%,,,,,,,,,,
11,2013,2013-11-24,11,24.032,GNB,,MIN,T 26-26,,0,0,,0,0,0,0,,0,0.0%,,1,22,22.00,0,0,0,0.0,0,0
