ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,2001,2001-09-23,1,24.167,ARI,,DEN,L 17-38,,0,0,0,,0,0.0%,,0,0,,0,3,37,12.33,0,0,0
2,2001,2001-09-30,2,24.174,ARI,,ATL,L 14-34,,1,,,,,0.0%,,,,,,,,,,,
3,2001,2001-10-07,3,24.181,ARI,@,PHI,W 21-20,,1,0,0,,0,0.0%,0.00,0,0,,0,3,24,8.00,0,0,0
4,2001,2001-10-14,4,24.188,ARI,@,CHI,L 13-20,,0,0,0,,0,0.0%,,0,0,,0,3,29,9.67,0,0,0
5,2001,2001-10-21,5,24.195,ARI,,KAN,W 24-16,,0,0,0,,0,0.0%,,0,0,,0,3,14,4.67,0,0,0
6,2001,2001-10-28,6,24.202,ARI,@,DAL,L 3-17,,0,0,0,,0,0.0%,,0,0,,0,3,21,7.00,0,0,0
7,2001,2001-11-04,7,24.209,ARI,,PHI,L 7-21,,0,0,0,,0,0.0%,,0,0,,0,3,46,15.33,0,0,0
8,2001,2001-11-11,8,24.216,ARI,,NYG,L 10-17,,0,0,0,,0,0.0%,,0,0,,0,1,12,12.00,0,0,0
9,2001,2001-11-18,9,24.223,ARI,,DET,W 45-38,,1,1,3,3.00,0,100.0%,3.00,0,0,,0,2,38,19.00,0,0,0
10,2001,2001-11-25,10,24.230,ARI,@,SDG,W 20-17,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,2,25,12.50,0,0,0
11,2001,2001-12-02,11,24.237,ARI,@,OAK,W 34-31,,2,2,17,8.50,0,100.0%,8.50,0,0,,0,3,87,29.00,0,0,0
12,2001,2001-12-09,12,24.244,ARI,,WAS,L 10-20,,0,0,0,,0,0.0%,,2,46,23.00,0,2,6,3.00,0,0,0
13,2001,2001-12-15,13,24.250,ARI,@,NYG,L 13-17,,1,0,0,,0,0.0%,0.00,0,0,,0,6,73,12.17,0,0,0
14,2001,2001-12-23,14,24.258,ARI,,DAL,W 17-10,*,6,4,14,3.50,0,66.7%,2.33,0,0,,0,3,27,9.00,0,0,0
15,2001,2001-12-30,15,24.265,ARI,@,CAR,W 30-7,,1,0,0,,0,0.0%,0.00,0,0,,0,1,9,9.00,0,0,0
16,2001,2002-01-06,16,24.272,ARI,@,WAS,L 17-20,*,1,1,2,2.00,0,100.0%,2.00,0,0,,0,2,13,6.50,0,0,0
17,2002,2002-09-08,1,25.152,ARI,@,WAS,L 23-31,,0,0,0,,0,0.0%,,0,0,,0,3,24,8.00,0,0,0
18,2002,2002-09-15,2,25.159,ARI,@,SEA,W 24-13,,0,0,0,,0,0.0%,,0,0,,0,2,-2,-1.00,0,0,0
19,2002,2002-09-22,3,25.166,ARI,,SDG,L 15-23,,0,0,0,,0,0.0%,,0,0,,0,1,6,6.00,0,0,0
20,2002,2002-09-29,4,25.173,ARI,,NYG,W 21-7,,0,0,0,,0,0.0%,,0,0,,0,3,11,3.67,0,0,0
21,2002,2002-10-06,5,25.180,ARI,@,CAR,W 16-13,,0,0,0,,0,0.0%,,0,0,,0,2,0,0.00,0,0,0
22,2002,2002-10-20,6,25.194,ARI,,DAL,W 9-6,,0,0,0,,0,0.0%,,0,0,,0,4,40,10.00,0,0,0
23,2002,2002-10-27,7,25.201,ARI,@,SFO,L 28-38,,0,0,0,,0,0.0%,,0,0,,0,4,24,6.00,0,0,0
24,2002,2002-11-03,8,25.208,ARI,,STL,L 14-27,,0,0,0,,0,0.0%,,0,0,,0,1,4,4.00,0,0,0
25,2002,2002-11-10,9,25.215,ARI,,SEA,L 6-27,,1,0,0,,0,0.0%,0.00,0,0,,0,2,22,11.00,0,0,0
26,2002,2002-11-17,10,25.222,ARI,@,PHI,L 14-38,,2,2,17,8.50,0,100.0%,8.50,0,0,,0,0,0,,0,0,0
27,2002,2002-11-24,11,25.229,ARI,,OAK,L 20-41,,3,3,25,8.33,1,100.0%,8.33,0,0,,0,1,12,12.00,0,1,6
28,2002,2002-12-01,12,25.236,ARI,@,KAN,L 0-49,,3,0,0,,0,0.0%,0.00,0,0,,0,2,8,4.00,0,0,0
29,2002,2002-12-08,13,25.243,ARI,,DET,W 23-20,,0,0,0,,0,0.0%,,0,0,,0,4,8,2.00,0,0,0
30,2002,2002-12-15,14,25.250,ARI,@,STL,L 28-30,,0,0,0,,0,0.0%,,0,0,,0,1,22,22.00,0,0,0
31,2002,2002-12-21,15,25.256,ARI,,SFO,L 14-17,,,,,,,0.0%,,,,,,,,,,,
32,2002,2002-12-29,16,25.264,ARI,@,DEN,L 7-37,,0,0,0,,0,0.0%,,0,0,,0,1,3,3.00,0,0,0
