ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1997,1997-09-28,5,23.238,NYJ,@,CIN,W 31-14
2,1997,1997-10-05,6,23.245,NYJ,@,IND,W 16-12
3,1997,1997-10-12,7,23.252,NYJ,,MIA,L 20-31
4,1997,1997-10-19,8,23.259,NYJ,,NWE,W 24-19
5,1997,1997-11-02,9,23.273,TAM,@,IND,W 31-28
6,1997,1997-11-09,10,23.280,NYJ,@,MIA,L 17-24
7,1997,1997-11-16,11,23.287,NYJ,@,CHI,W 23-15
8,1997,1997-11-23,12,23.294,NYJ,,MIN,W 23-21
9,1997,1997-11-30,13,23.301,NYJ,@,BUF,L 10-20
10,1997,1997-12-07,14,23.308,NYJ,,IND,L 14-22
11,1997,1997-12-14,15,23.315,NYJ,,TAM,W 31-0
12,1997,1997-12-21,16,23.322,NYJ,@,DET,L 10-13
