ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1987,1987-10-18,5,23.101,BUF,,NYG,W 6-3,,9,80,8.89,0,,,0,0
2,1988,1988-09-04,1,24.057,BUF,,MIN,W 13-10,,,,,,,,,
3,1988,1988-10-02,5,24.085,BUF,@,CHI,L 3-24,,,,,,,,,
4,1988,1988-10-17,7,24.100,BUF,@,NYJ,W 37-14,,,,,,,,,
5,1988,1988-10-23,8,24.106,BUF,,NWE,W 23-20,,,,,,,,,
6,1988,1988-10-30,9,24.113,BUF,,GNB,W 28-0,,,,,,,,,
7,1988,1988-11-06,10,24.120,BUF,@,SEA,W 13-3,,,,,,,,,
8,1988,1988-11-14,11,24.128,BUF,@,MIA,W 31-6,,,,,,,,,
9,1988,1988-11-20,12,24.134,BUF,,NYJ,W 9-6,,,,,,,,,
10,1988,1988-11-27,13,24.141,BUF,@,CIN,L 21-35,,,,,,,,,
11,1988,1988-12-04,14,24.148,BUF,@,TAM,L 5-10,,,,,,,,,
12,1988,1988-12-11,15,24.155,BUF,,RAI,W 37-21,,,,,,,,,
13,1988,1988-12-18,16,24.162,BUF,@,IND,L 14-17,,,,,,,,,
14,1989,1989-09-10,1,25.063,BUF,@,MIA,W 27-24,,0,0,,0,,,,
15,1989,1989-09-18,2,25.071,BUF,,DEN,L 14-28,,0,0,,0,,,,
16,1989,1989-09-24,3,25.077,BUF,@,HOU,W 47-41,,1,6,6.00,0,,,0,0
17,1989,1989-10-01,4,25.084,BUF,,NWE,W 31-10,,1,39,39.00,1,,,1,6
18,1989,1989-10-08,5,25.091,BUF,@,IND,L 14-37,,1,11,11.00,0,,,0,0
19,1989,1989-10-16,6,25.099,BUF,,RAM,W 23-20,,2,21,10.50,0,,,0,0
20,1989,1989-10-22,7,25.105,BUF,,NYJ,W 34-3,,1,20,20.00,0,,,0,0
21,1989,1989-10-29,8,25.112,BUF,,MIA,W 31-17,,2,36,18.00,0,,,0,0
22,1989,1989-11-05,9,25.119,BUF,@,ATL,L 28-30,,3,55,18.33,1,,,1,6
23,1989,1989-11-12,10,25.126,BUF,,IND,W 30-7,,3,41,13.67,0,,,0,0
24,1989,1989-11-19,11,25.133,BUF,@,NWE,L 24-33,,1,15,15.00,0,,,0,0
25,1989,1989-11-26,12,25.140,BUF,,CIN,W 24-7,,0,0,,0,,,,
26,1989,1989-12-04,13,25.148,BUF,@,SEA,L 16-17,,2,26,13.00,0,,,0,0
27,1989,1989-12-10,14,25.154,BUF,,NOR,L 19-22,,2,40,20.00,0,,,0,0
28,1989,1989-12-17,15,25.161,BUF,@,SFO,L 10-21,,0,0,,0,,,,
29,1989,1989-12-23,16,25.167,BUF,@,NYJ,W 37-0,,1,31,31.00,0,,,0,0
30,1990,1990-09-09,1,26.062,BUF,,IND,W 26-10,,7,78,11.14,0,,,0,0
31,1990,1990-09-16,2,26.069,BUF,@,MIA,L 7-30,,0,0,,0,,,,
32,1990,1990-09-24,3,26.077,BUF,@,NYJ,W 30-7,,3,60,20.00,1,,,1,6
33,1990,1990-09-30,4,26.083,BUF,,DEN,W 29-28,,0,0,,0,,,,
34,1990,1990-10-07,5,26.090,BUF,,RAI,W 38-24,,1,15,15.00,1,,,1,6
35,1990,1990-10-21,6,26.104,BUF,,NYJ,W 30-27,,0,0,,0,,,,
36,1990,1990-10-28,7,26.111,BUF,@,NWE,W 27-10,,5,72,14.40,1,,,1,6
37,1990,1990-11-04,8,26.118,BUF,@,CLE,W 42-0,,1,7,7.00,0,,,0,0
38,1990,1990-11-11,9,26.125,BUF,,PHO,W 45-14,,2,40,20.00,1,,,1,6
39,1990,1990-11-18,10,26.132,BUF,,NWE,W 14-0,,0,0,,0,,,,
40,1990,1990-11-26,11,26.140,BUF,@,HOU,L 24-27,,2,23,11.50,1,,,1,6
41,1990,1990-12-02,12,26.146,BUF,,PHI,W 30-23,,1,4,4.00,0,,,0,0
42,1990,1990-12-09,13,26.153,BUF,@,IND,W 31-7,,2,27,13.50,0,,,0,0
43,1990,1990-12-15,14,26.159,BUF,@,NYG,W 17-13,,4,37,9.25,0,,,0,0
44,1990,1990-12-23,15,26.167,BUF,,MIA,W 24-14,,2,33,16.50,0,,,0,0
45,1990,1990-12-30,16,26.174,BUF,@,WAS,L 14-29,,4,68,17.00,0,,,0,0
46,1991,1991-09-01,1,27.054,BUF,,MIA,W 35-31,,0,0,,0,,,,
47,1991,1991-09-08,2,27.061,BUF,,PIT,W 52-34,,2,22,11.00,0,,,0,0
48,1991,1991-09-15,3,27.068,BUF,@,NYJ,W 23-20,,3,41,13.67,0,,,0,0
49,1991,1991-09-22,4,27.075,BUF,@,TAM,W 17-10,,3,38,12.67,1,,,1,6
50,1991,1991-09-29,5,27.082,BUF,,CHI,W 35-20,,3,40,13.33,0,,,0,0
51,1991,1991-10-07,6,27.090,BUF,@,KAN,L 6-33,,3,18,6.00,0,,,0,0
52,1991,1991-10-13,7,27.096,BUF,,IND,W 42-6,,3,34,11.33,1,,,1,6
53,1991,1991-10-21,8,27.104,BUF,,CIN,W 35-16,,1,17,17.00,0,,,0,0
54,1991,1991-11-03,9,27.117,BUF,,NWE,W 22-17,,4,38,9.50,0,,,0,0
55,1991,1991-11-10,10,27.124,BUF,@,GNB,W 34-24,,1,8,8.00,0,,,0,0
56,1991,1991-11-18,11,27.132,BUF,@,MIA,W 41-27,,2,11,5.50,0,,,0,0
57,1991,1991-11-24,12,27.138,BUF,@,NWE,L 13-16,,5,49,9.80,0,,,0,0
58,1991,1991-12-01,13,27.145,BUF,,NYJ,W 24-13,,2,15,7.50,0,,,0,0
59,1991,1991-12-08,14,27.152,BUF,@,RAI,W 30-27,,10,57,5.70,1,,,1,6
60,1991,1991-12-15,15,27.159,BUF,@,IND,W 35-7,,0,0,,0,,,,
61,1991,1991-12-22,16,27.166,BUF,,DET,L 14-17,,2,46,23.00,0,,,0,0
62,1992,1992-09-06,1,28.059,BUF,,RAM,W 40-7,1,1,8,8.00,0,100.0%,8.00,0,0
63,1992,1992-10-26,7,28.109,BUF,@,NYJ,W 24-20,,0,0,,0,0.0%,,,
64,1992,1992-11-01,8,28.115,BUF,,NWE,W 16-7,,0,0,,0,0.0%,,,
65,1992,1992-11-08,9,28.122,BUF,,PIT,W 28-20,5,5,59,11.80,0,100.0%,11.80,0,0
66,1992,1992-11-16,10,28.130,BUF,@,MIA,W 26-20,4,2,11,5.50,0,50.0%,2.75,0,0
67,1992,1992-11-22,11,28.136,BUF,,ATL,W 41-14,1,1,3,3.00,0,100.0%,3.00,0,0
68,1992,1992-11-29,12,28.143,BUF,@,IND,L 13-16,1,1,2,2.00,0,100.0%,2.00,0,0
69,1992,1992-12-06,13,28.150,BUF,,NYJ,L 17-24,2,2,13,6.50,0,100.0%,6.50,0,0
70,1992,1992-12-12,14,28.156,BUF,,DEN,W 27-17,2,2,14,7.00,0,100.0%,7.00,0,0
71,1992,1992-12-20,15,28.164,BUF,@,NOR,W 20-16,,0,0,,0,0.0%,,,
72,1992,1992-12-27,16,28.171,BUF,@,HOU,L 3-27,,0,0,,0,0.0%,,,
73,1993,1993-11-15,9,29.129,BUF,@,PIT,L 0-23,,0,0,,0,0.0%,,,
74,1993,1993-11-21,10,29.135,BUF,,IND,W 23-9,1,1,13,13.00,1,100.0%,13.00,1,6
75,1993,1993-11-28,11,29.142,BUF,@,KAN,L 7-23,,0,0,,0,0.0%,,,
76,1993,1993-12-05,12,29.149,BUF,,RAI,L 24-25,1,0,0,,0,0.0%,0.00,,
77,1993,1993-12-12,13,29.156,BUF,@,PHI,W 10-7,,0,0,,0,0.0%,,,
78,1993,1993-12-19,14,29.163,BUF,@,MIA,W 47-34,2,2,22,11.00,0,100.0%,11.00,0,0
79,1993,1993-12-26,15,29.170,BUF,,NYJ,W 16-14,,0,0,,0,0.0%,,,
80,1993,1994-01-02,16,29.177,BUF,@,IND,W 30-10,,0,0,,0,0.0%,,,
