ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2009,2009-09-27,3,24.358,JAX,@,HOU,W 31-24,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,1
2,2009,2009-10-04,4,25.000,JAX,,TEN,W 37-17,,3,3,14,4.67,0,100.0%,4.67,1,3,3.00,0,0,0,,0,0,0,0.0,0,0
3,2009,2009-10-11,5,25.007,JAX,@,SEA,L 0-41,,2,1,2,2.00,0,50.0%,1.00,0,0,,0,0,0,,0,0,0,0.0,0,0
4,2009,2009-10-18,6,25.014,JAX,,STL,W 23-20,,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,0,0,0.0,0,0
5,2009,2009-11-01,7,25.028,JAX,@,TEN,L 13-30,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
6,2009,2009-11-08,8,25.035,JAX,,KAN,W 24-21,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
7,2009,2009-11-15,9,25.042,JAX,@,NYJ,W 24-22,,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,0.0,0,0
8,2009,2009-11-22,10,25.049,JAX,,BUF,W 18-15,,,,,,,0.0%,,,,,,,,,,,,,,
9,2009,2009-11-29,11,25.056,JAX,@,SFO,L 3-20,,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0,0.0,0,0
10,2009,2009-12-06,12,25.063,JAX,,HOU,W 23-18,,3,3,74,24.67,0,100.0%,24.67,0,0,,0,0,0,,0,0,0,0.0,0,0
11,2009,2009-12-13,13,25.070,JAX,,MIA,L 10-14,,1,,,,,0.0%,,,,,,,,,,,,,,
12,2009,2009-12-17,14,25.074,JAX,,IND,L 31-35,,2,1,6,6.00,0,50.0%,3.00,0,0,,0,1,16,16.00,0,0,0,0.0,0,0
13,2009,2009-12-27,15,25.084,JAX,@,NWE,L 7-35,,3,2,12,6.00,0,66.7%,4.00,0,0,,0,0,0,,0,0,0,0.0,0,0
14,2009,2010-01-03,16,25.091,JAX,@,CLE,L 17-23,,10,8,69,8.63,2,80.0%,6.90,0,0,,0,1,3,3.00,0,2,12,0.0,0,0
15,2010,2010-09-12,1,25.343,JAX,,DEN,W 24-17,,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0,0.0,0,0
16,2010,2010-09-19,2,25.350,JAX,@,SDG,L 13-38,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
17,2010,2010-09-26,3,25.357,JAX,,PHI,L 3-28,,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,0.0,0,0
18,2010,2010-10-03,4,25.364,JAX,,IND,W 31-28,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
19,2010,2010-10-10,5,26.006,JAX,@,BUF,W 36-26,,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,0.0,0,0
20,2010,2010-10-18,6,26.014,JAX,,TEN,L 3-30,,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,0.0,0,0
21,2010,2010-10-24,7,26.020,JAX,@,KAN,L 20-42,,4,3,25,8.33,0,75.0%,6.25,0,0,,0,0,0,,0,0,0,0.0,0,0
22,2010,2010-10-31,8,26.027,JAX,@,DAL,W 35-17,,,,,,,0.0%,,,,,,,,,,,,,,
23,2010,2010-11-14,9,26.041,JAX,,HOU,W 31-24,*,5,4,79,19.75,1,80.0%,15.80,0,0,,0,0,0,,0,1,6,0.0,0,0
24,2010,2010-11-21,10,26.048,JAX,,CLE,W 24-20,*,4,3,27,9.00,0,75.0%,6.75,0,0,,0,0,0,,0,0,0,0.0,0,0
25,2010,2010-11-28,11,26.055,JAX,@,NYG,L 20-24,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,1
