ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1950,1950-09-29,3,23.163,DET,@,NYY,L 21-44,0,0,,0,2,61,30.50,0
2,1950,1950-10-08,4,23.172,DET,,SFO,W 24-7,2,8,4.00,0,0,0,,0
3,1950,1950-10-29,7,23.193,DET,@,RAM,L 24-65,1,-8,-8.00,0,0,0,,0
