ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2006,2006-09-17,2,23.086,CAR,@,MIN,L 13-16,,,,,,,,,,,0.0%,
2,2006,2006-09-24,3,23.093,CAR,@,TAM,W 26-24,,0,0,,0,,0,0,,0,0.0%,
3,2006,2006-10-15,6,23.114,CAR,@,BAL,W 23-21,,1,1,1.00,0,0,0,0,,0,0.0%,
4,2006,2006-10-22,7,23.121,CAR,@,CIN,L 14-17,,0,0,,0,,0,0,,0,0.0%,
5,2006,2006-11-26,11,23.156,CAR,@,WAS,L 13-17,,2,16,8.00,0,0,0,0,,0,0.0%,
6,2006,2006-12-04,12,23.164,CAR,@,PHI,L 24-27,,4,9,2.25,0,0,0,0,,0,0.0%,
7,2006,2006-12-10,13,23.170,CAR,,NYG,L 13-27,,0,0,,0,,0,0,,0,0.0%,
8,2006,2006-12-17,14,23.177,CAR,,PIT,L 3-37,,1,-3,-3.00,0,1,1,6,6.00,0,100.0%,6.00
9,2006,2006-12-24,15,23.184,CAR,@,ATL,W 10-3,,,,,,,,,,,0.0%,
