ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1965,1965-11-28,11,22.136,RAM,,GNB,W 21-10,2,22,11.00,0,0,0
2,1965,1965-12-05,12,22.143,RAM,@,STL,W 27-3,4,86,21.50,1,1,6
3,1966,1966-09-11,1,23.058,RAM,@,ATL,W 19-14,3,31,10.33,0,0,0
4,1966,1966-09-25,3,23.072,RAM,@,GNB,L 13-24,7,62,8.86,0,0,0
5,1966,1966-09-30,4,23.077,RAM,,SFO,W 34-3,3,29,9.67,0,0,0
6,1966,1966-10-09,5,23.086,RAM,@,DET,W 14-7,2,20,10.00,0,0,0
7,1966,1966-10-16,6,23.093,RAM,@,MIN,L 7-35,4,44,11.00,0,0,0
8,1966,1966-10-23,7,23.100,RAM,@,CHI,L 10-17,1,21,21.00,0,0,0
9,1966,1966-10-30,8,23.107,RAM,,BAL,L 3-17,1,20,20.00,0,0,0
10,1966,1966-11-06,9,23.114,RAM,@,SFO,L 13-21,2,28,14.00,0,0,0
11,1966,1966-11-20,11,23.128,RAM,,MIN,W 21-6,4,35,8.75,0,0,0
12,1966,1966-11-27,12,23.135,RAM,@,BAL,W 23-7,1,11,11.00,0,0,0
13,1966,1966-12-04,13,23.142,RAM,,DET,W 23-3,1,13,13.00,0,0,0
14,1967,1967-09-17,1,24.064,RAM,@,NOR,W 27-13,1,7,7.00,0,0,0
15,1967,1967-09-22,2,24.069,RAM,,MIN,W 39-3,2,50,25.00,1,1,6
16,1967,1967-10-01,3,24.078,RAM,@,DAL,W 35-13,2,36,18.00,0,0,0
17,1967,1967-10-15,5,24.092,RAM,@,BAL,T 24-24,6,74,12.33,0,0,0
18,1967,1967-10-22,6,24.099,RAM,,WAS,T 28-28,4,62,15.50,0,0,0
19,1967,1967-10-29,7,24.106,RAM,@,CHI,W 28-17,1,28,28.00,0,0,0
20,1967,1967-11-05,8,24.113,RAM,@,SFO,W 17-7,2,19,9.50,0,0,0
21,1967,1967-11-12,9,24.120,RAM,,PHI,W 33-17,2,42,21.00,0,0,0
22,1967,1967-11-19,10,24.127,RAM,@,ATL,W 31-3,3,38,12.67,1,1,6
23,1967,1967-11-23,11,24.131,RAM,@,DET,W 31-7,3,28,9.33,1,1,6
24,1967,1967-12-03,12,24.141,RAM,,ATL,W 20-3,4,38,9.50,0,0,0
25,1967,1967-12-09,13,24.147,RAM,,GNB,W 27-24,2,14,7.00,0,0,0
26,1967,1967-12-17,14,24.155,RAM,,BAL,W 34-10,5,51,10.20,1,1,6
27,1968,1968-09-16,1,25.063,RAM,@,STL,W 24-13,1,16,16.00,0,0,0
28,1968,1968-09-22,2,25.069,RAM,,PIT,W 45-10,5,66,13.20,0,0,0
29,1968,1968-09-29,3,25.076,RAM,@,CLE,W 24-6,5,52,10.40,0,0,0
30,1968,1968-10-06,4,25.083,RAM,,SFO,W 24-10,3,29,9.67,0,0,0
31,1968,1968-10-13,5,25.090,RAM,@,GNB,W 16-14,2,27,13.50,0,0,0
32,1968,1968-10-20,6,25.097,RAM,,ATL,W 27-14,7,111,15.86,1,1,6
33,1968,1968-10-27,7,25.104,RAM,@,BAL,L 10-27,2,19,9.50,0,0,0
34,1968,1968-11-03,8,25.111,RAM,,DET,W 10-7,1,21,21.00,0,0,0
35,1968,1968-11-17,10,25.125,RAM,@,SFO,T 20-20,5,37,7.40,2,2,12
36,1968,1968-11-24,11,25.132,RAM,,NYG,W 24-21,1,9,9.00,0,0,0
37,1968,1968-12-15,14,25.153,RAM,,BAL,L 24-28,3,30,10.00,0,0,0
38,1969,1969-09-21,1,26.068,RAM,@,BAL,W 27-20,4,54,13.50,1,1,6
39,1969,1969-09-28,2,26.075,RAM,,ATL,W 17-7,2,16,8.00,0,0,0
40,1969,1969-10-05,3,26.082,RAM,,NOR,W 36-17,2,11,5.50,1,1,6
41,1969,1969-10-12,4,26.089,RAM,@,SFO,W 27-21,5,71,14.20,1,1,6
42,1969,1969-10-19,5,26.096,RAM,,GNB,W 34-21,4,36,9.00,0,0,0
43,1969,1969-10-26,6,26.103,RAM,@,CHI,W 9-7,1,19,19.00,0,0,0
44,1969,1969-11-02,7,26.110,RAM,@,ATL,W 38-6,3,63,21.00,0,0,0
45,1969,1969-11-16,9,26.124,RAM,@,PHI,W 23-17,1,3,3.00,1,1,6
46,1969,1969-11-23,10,26.131,RAM,,DAL,W 24-23,2,23,11.50,0,0,0
47,1969,1969-11-30,11,26.138,RAM,@,WAS,W 24-13,6,55,9.17,1,1,6
48,1969,1969-12-07,12,26.145,RAM,,MIN,L 13-20,2,30,15.00,0,0,0
49,1969,1969-12-14,13,26.152,RAM,@,DET,L 0-28,3,24,8.00,0,0,0
50,1969,1969-12-21,14,26.159,RAM,,BAL,L 7-13,2,26,13.00,0,0,0
51,1970,1970-09-18,1,27.065,RAM,,STL,W 34-13,2,19,9.50,1,1,6
52,1970,1970-09-27,2,27.074,RAM,@,BUF,W 19-0,1,3,3.00,0,0,0
53,1970,1970-10-04,3,27.081,RAM,,SDG,W 37-10,,,,,,
54,1970,1970-10-11,4,27.088,RAM,,SFO,L 6-20,1,8,8.00,0,0,0
55,1970,1970-10-18,5,27.095,RAM,@,GNB,W 31-21,1,12,12.00,0,0,0
56,1970,1970-10-26,6,27.103,RAM,@,MIN,L 3-13,2,16,8.00,0,0,0
57,1970,1970-11-01,7,27.109,RAM,@,NOR,W 30-17,6,124,20.67,0,0,0
58,1970,1970-11-08,8,27.116,RAM,,ATL,T 10-10,2,19,9.50,0,0,0
59,1970,1970-11-15,9,27.123,RAM,,NYJ,L 20-31,3,53,17.67,0,0,0
60,1970,1970-11-22,10,27.130,RAM,@,ATL,W 17-7,,,,,,
61,1970,1970-11-29,11,27.137,RAM,@,SFO,W 30-13,3,30,10.00,0,0,0
62,1970,1970-12-06,12,27.144,RAM,,NOR,W 34-16,5,52,10.40,1,1,6
