ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1980,1980-09-07,1,22.195,NYJ,,BAL,L 14-17,,,,
2,1980,1980-09-14,2,22.202,NYJ,@,BUF,L 10-20,,,,
3,1980,1980-09-21,3,22.209,NYJ,,SFO,L 27-37,,,,
4,1980,1980-09-28,4,22.216,NYJ,@,BAL,L 21-35,,,,
5,1980,1980-10-05,5,22.223,NYJ,,NWE,L 11-21,,,,
6,1980,1980-10-12,6,22.230,NYJ,@,ATL,W 14-7,,,,
7,1980,1980-10-19,7,22.237,NYJ,,SEA,L 17-27,,,,
8,1980,1980-10-27,8,22.245,NYJ,,MIA,W 17-14,,,,
9,1980,1980-11-02,9,22.251,NYJ,@,NWE,L 21-34,,,,
10,1980,1980-11-09,10,22.258,NYJ,,BUF,L 24-31,,,,
11,1980,1980-11-16,11,22.265,NYJ,@,DEN,L 24-31,,,,
12,1980,1980-11-23,12,22.272,NYJ,,HOU,W 31-28,,,,
13,1980,1980-11-30,13,22.279,NYJ,@,RAM,L 13-38,1,19,19.00,0
14,1980,1980-12-07,14,22.286,NYJ,@,CLE,L 14-17,,,,
15,1980,1980-12-14,15,22.293,NYJ,,NOR,L 20-21,,,,
16,1980,1980-12-20,16,22.299,NYJ,@,MIA,W 24-17,,,,
17,1981,1981-09-06,1,23.193,NYJ,@,BUF,L 0-31,,,,
18,1981,1981-09-13,2,23.200,NYJ,,CIN,L 30-31,,,,
19,1981,1981-09-20,3,23.207,NYJ,@,PIT,L 10-38,,,,
20,1981,1981-09-27,4,23.214,NYJ,,HOU,W 33-17,,,,
21,1981,1981-10-04,5,23.221,NYJ,@,MIA,T 28-28,,,,
22,1981,1981-10-11,6,23.228,NYJ,,NWE,W 28-24,,,,
23,1981,1981-10-18,7,23.235,NYJ,,BUF,W 33-14,,,,
24,1981,1981-10-25,8,23.242,NYJ,,SEA,L 3-19,,,,
25,1981,1981-11-01,9,23.249,NYJ,@,NYG,W 26-7,,,,
26,1981,1981-11-08,10,23.256,NYJ,@,BAL,W 41-14,,,,
27,1981,1981-11-15,11,23.263,NYJ,@,NWE,W 17-6,,,,
28,1981,1981-11-22,12,23.270,NYJ,,MIA,W 16-15,,,,
29,1981,1981-11-29,13,23.277,NYJ,,BAL,W 25-0,,,,
30,1981,1981-12-06,14,23.284,NYJ,@,SEA,L 23-27,,,,
31,1981,1981-12-12,15,23.290,NYJ,@,CLE,W 14-13,,,,
32,1981,1981-12-20,16,23.298,NYJ,,GNB,W 28-3,,,,
33,1982,1982-11-21,3,24.269,NYJ,,BAL,W 37-0,,,,
34,1982,1982-11-28,4,24.276,NYJ,,GNB,W 15-13,,,,
35,1982,1982-12-06,5,24.284,NYJ,@,DET,W 28-13,,,,
36,1982,1982-12-12,6,24.290,NYJ,,TAM,W 32-17,,,,
37,1982,1982-12-18,7,24.296,NYJ,@,MIA,L 19-20,,,,
38,1982,1982-12-26,8,24.304,NYJ,@,MIN,W 42-14,,,,
39,1982,1983-01-02,9,24.311,NYJ,@,KAN,L 13-37,,,,
40,1983,1983-09-04,1,25.191,NYJ,@,SDG,W 41-29,,,,
41,1983,1983-09-11,2,25.198,NYJ,,SEA,L 10-17,,,,
42,1983,1983-09-18,3,25.205,NYJ,@,NWE,L 13-23,,,,
43,1983,1983-09-25,4,25.212,NYJ,,RAM,W 27-24,,,,
44,1983,1983-10-03,5,25.220,NYJ,@,BUF,W 34-10,,,,
45,1983,1983-10-09,6,25.226,NYJ,@,CLE,L 7-10,,,,
46,1983,1983-10-16,7,25.233,NYJ,,MIA,L 14-32,,,,
47,1983,1983-10-23,8,25.240,NYJ,,ATL,L 21-27,,,,
48,1983,1983-10-30,9,25.247,NYJ,@,SFO,W 27-13,,,,
49,1983,1983-11-06,10,25.254,NYJ,,BAL,L 14-17,,,,
