ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2005,2005-09-11,1,23.179,ARI,@,NYG,L 19-42,,,,,,,,,,,
2,2005,2005-09-18,2,23.186,ARI,,STL,L 12-17,,,,,,,,,,,
3,2005,2005-09-25,3,23.193,ARI,@,SEA,L 12-37,,,,,,,,,,,
4,2005,2005-10-02,4,23.200,ARI,,SFO,W 31-14,,,,,,,,,,,
5,2005,2005-10-09,5,23.207,ARI,,CAR,L 20-24,*,,,,,,,,,,
6,2005,2005-11-06,8,23.235,ARI,,SEA,L 19-33,,,,,,,,,,,
7,2005,2005-11-13,9,23.242,ARI,@,DET,L 21-29,,,,,,,,,,,
8,2005,2005-11-20,10,23.249,ARI,@,STL,W 38-28,*,,,,,,,,,,
9,2005,2005-11-27,11,23.256,ARI,,JAX,L 17-24,*,,,,,,,,,,
10,2005,2005-12-04,12,23.263,ARI,@,SFO,W 17-10,*,0,0,,0,0.0,,,1,13,0
11,2005,2005-12-24,15,23.283,ARI,,PHI,W 27-21,,1,4,4.00,0,0.0,,,0,0,0
12,2005,2006-01-01,16,23.291,ARI,@,IND,L 13-17,*,,,,,,,,,,
13,2006,2006-09-10,1,24.178,ARI,,SFO,W 34-27,,,,,,,,,,,
14,2006,2006-09-17,2,24.185,ARI,@,SEA,L 10-21,*,,,,,,,,,,
15,2006,2006-10-01,4,24.199,ARI,@,ATL,L 10-32,*,,,,,,,,,,
16,2006,2006-10-08,5,24.206,ARI,,KAN,L 20-23,*,,,,,,,,,,
17,2006,2006-10-16,6,24.214,ARI,,CHI,L 23-24,*,,,,,,,,,,
18,2006,2006-10-22,7,24.220,ARI,@,OAK,L 9-22,*,,,,,,,,,,
19,2006,2006-10-29,8,24.227,ARI,@,GNB,L 14-31,*,,,,,,,,,,
20,2006,2006-11-12,9,24.241,ARI,,DAL,L 10-27,*,,,,,,,,,,
21,2006,2006-11-19,10,24.248,ARI,,DET,W 17-10,,,,,,,,,,,
22,2006,2006-11-26,11,24.255,ARI,@,MIN,L 26-31,,,,,,,,,,,
23,2006,2006-12-03,12,24.262,ARI,@,STL,W 34-20,,,,,,,,,,,
24,2006,2006-12-10,13,24.269,ARI,,SEA,W 27-21,,,,,,,,,,,
25,2006,2006-12-17,14,24.276,ARI,,DEN,L 20-37,,,,,,,,,,,
26,2006,2006-12-24,15,24.283,ARI,@,SFO,W 26-20,,,,,,,,,,,
27,2006,2006-12-31,16,24.290,ARI,@,SDG,L 20-27,*,,,,,,,,,,
28,2007,2007-09-10,1,25.178,ARI,@,SFO,L 17-20,*,,,,,,,,,,
29,2007,2007-09-16,2,25.184,ARI,,SEA,W 23-20,*,,,,,,,,,,
30,2007,2007-09-23,3,25.191,ARI,@,BAL,L 23-26,*,,,,,,,,,,
31,2007,2007-09-30,4,25.198,ARI,,PIT,W 21-14,*,,,,,,,,,,
32,2007,2007-10-07,5,25.205,ARI,@,STL,W 34-31,*,,,,,,,,,,
33,2007,2007-10-14,6,25.212,ARI,,CAR,L 10-25,*,,,,,,,,,,
34,2007,2007-10-21,7,25.219,ARI,@,WAS,L 19-21,*,,,,,,,,,,
35,2007,2007-11-04,8,25.233,ARI,@,TAM,L 10-17,*,,,,,,,,,,
36,2007,2007-11-11,9,25.240,ARI,,DET,W 31-21,*,,,,,,,,,,
37,2007,2007-11-18,10,25.247,ARI,@,CIN,W 35-27,*,,,,,,,,,,
38,2007,2007-11-25,11,25.254,ARI,,SFO,L 31-37,*,,,,,,,,,,
39,2008,2008-09-07,1,26.175,ARI,@,SFO,W 23-13,*,0,0,,0,0.0,2,0,0,0,0
40,2008,2008-09-14,2,26.182,ARI,,MIA,W 31-10,*,0,0,,0,0.0,1,0,0,0,0
41,2008,2008-09-21,3,26.189,ARI,@,WAS,L 17-24,*,0,0,,0,0.0,4,1,0,0,0
42,2008,2008-09-28,4,26.196,ARI,@,NYJ,L 35-56,*,0,0,,0,0.0,5,0,0,0,0
43,2008,2008-10-05,5,26.203,ARI,,BUF,W 41-17,*,0,0,,0,0.0,2,0,1,1,0
44,2008,2008-10-12,6,26.210,ARI,,DAL,W 30-24,*,0,0,,0,0.0,0,1,0,0,0
45,2008,2008-10-26,7,26.224,ARI,@,CAR,L 23-27,*,0,0,,0,0.0,3,1,0,0,0
46,2008,2008-11-02,8,26.231,ARI,@,STL,W 34-13,*,0,0,,0,0.0,2,1,0,0,0
47,2008,2008-11-16,10,26.245,ARI,@,SEA,W 26-20,,,,,,,,,,,
48,2008,2008-11-23,11,26.252,ARI,,NYG,L 29-37,*,0,0,,0,0.0,5,1,0,0,0
49,2008,2008-11-27,12,26.256,ARI,@,PHI,L 20-48,,0,0,,0,0.0,0,0,0,0,0
50,2008,2008-12-21,15,26.280,ARI,@,NWE,L 7-47,,0,0,,0,0.0,2,0,0,0,0
51,2008,2008-12-28,16,26.287,ARI,,SEA,W 34-21,,,,,,,,,,,
