ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,sacks,tackles_solo,tackles_assists
1,2009,2009-11-19,10,25.244,CAR,,MIA,L 17-24,,0,0,0,,0,0.0%,,0.0,0,0
2,2009,2009-11-29,11,25.254,CAR,@,NYJ,L 6-17,,,0,0,,0,0.0%,,0.0,0,1
3,2009,2009-12-06,12,25.261,CAR,,TAM,W 16-6,,1,1,6,6.00,0,100.0%,6.00,0.0,0,0
4,2009,2009-12-13,13,25.268,CAR,@,NWE,L 10-20,,0,0,0,,0,0.0%,,0.0,0,0
5,2009,2009-12-20,14,25.275,CAR,,MIN,W 26-7,,,,,,,0.0%,,,,
6,2009,2009-12-27,15,25.282,CAR,@,NYG,W 41-9,,,,,,,0.0%,,,,
7,2009,2010-01-03,16,25.289,CAR,,NOR,W 23-10,,1,0,0,,0,0.0%,0.00,0.0,0,0
8,2010,2010-09-12,1,26.176,CAR,@,NYG,L 18-31,,0,0,0,,0,0.0%,,0.0,0,0
9,2012,2012-09-09,1,28.173,SEA,@,ARI,L 16-20,,2,1,15,15.00,0,50.0%,7.50,0.0,0,0
10,2012,2012-09-24,3,28.188,SEA,,GNB,W 14-12,,1,1,10,10.00,0,100.0%,10.00,0.0,0,0
11,2012,2012-10-28,8,28.222,SEA,@,DET,L 24-28,,3,2,17,8.50,0,66.7%,5.67,0.0,0,0
12,2012,2012-11-04,9,28.229,SEA,,MIN,W 30-20,*,0,0,0,,0,0.0%,,0.0,0,0
