ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1977,1977-09-18,1,22.279,KAN,@,NWE,L 17-21,2,9,4.50,0,0,0,,0,0,0,,0,0,0
2,1977,1977-09-25,2,22.286,KAN,,SDG,L 7-23,0,0,,0,0,0,,0,1,15,15.00,0,0,0
3,1977,1977-10-03,3,22.294,KAN,,OAK,L 28-37,1,9,9.00,0,0,0,,0,0,0,,0,0,0
4,1977,1977-10-09,4,22.300,KAN,@,DEN,L 7-23,8,30,3.75,0,0,0,,0,0,0,,0,0,0
5,1977,1977-10-16,5,22.307,KAN,,BAL,L 6-17,9,20,2.22,0,6,86,14.33,0,0,0,,0,0,0
6,1977,1977-10-23,6,22.314,KAN,@,SDG,W 21-16,8,29,3.63,0,1,15,15.00,0,0,0,,0,0,0
7,1977,1977-10-30,7,22.321,KAN,@,CLE,L 7-44,5,7,1.40,0,2,5,2.50,0,0,0,,0,0,0
8,1977,1977-11-06,8,22.328,KAN,,GNB,W 20-10,3,9,3.00,0,0,0,,0,0,0,,0,0,0
9,1977,1977-11-13,9,22.335,KAN,@,CHI,L 27-28,6,29,4.83,0,2,13,6.50,0,2,31,15.50,0,0,0
10,1977,1977-11-20,10,22.342,KAN,,DEN,L 7-14,6,43,7.17,0,2,17,8.50,0,0,0,,0,0,0
11,1977,1977-11-27,11,22.349,KAN,@,HOU,L 20-34,4,13,3.25,0,1,9,9.00,0,0,0,,0,0,0
12,1977,1977-12-04,12,22.356,KAN,,CIN,L 7-27,4,16,4.00,0,1,47,47.00,1,0,0,,0,1,6
13,1977,1977-12-11,13,22.363,KAN,,SEA,L 31-34,7,24,3.43,1,0,0,,0,0,0,,0,1,6
14,1977,1977-12-18,14,23.005,KAN,@,OAK,L 20-21,3,28,9.33,1,2,14,7.00,0,0,0,,0,1,6
15,1978,1978-09-03,1,23.264,KAN,@,CIN,W 24-23,26,106,4.08,0,2,14,7.00,0,0,0,,0,0,0
16,1978,1978-09-10,2,23.271,KAN,,HOU,L 17-20,9,35,3.89,0,1,2,2.00,0,0,0,,0,0,0
17,1978,1978-09-17,3,23.278,KAN,@,NYG,L 10-26,17,58,3.41,0,0,0,,0,0,0,,0,0,0
18,1978,1978-09-24,4,23.285,KAN,,DEN,L 17-23,9,29,3.22,0,0,0,,0,0,0,,0,0,0
19,1978,1978-10-01,5,23.292,KAN,@,BUF,L 13-28,,,,,,,,,,,,,,
20,1978,1978-10-08,6,23.299,KAN,,TAM,L 13-30,7,23,3.29,0,1,-6,-6.00,0,0,0,,0,0,0
21,1978,1978-10-15,7,23.306,KAN,@,OAK,L 6-28,2,3,1.50,0,0,0,,0,0,0,,0,0,0
22,1978,1978-10-22,8,23.313,KAN,,CLE,W 17-3,7,14,2.00,0,1,3,3.00,0,0,0,,0,0,0
23,1978,1978-10-29,9,23.320,KAN,@,PIT,L 24-27,,,,,,,,,,,,,,
24,1978,1978-11-12,11,23.334,KAN,@,SDG,L 23-29,,,,,,,,,,,,,,
25,1978,1978-11-19,12,23.341,KAN,,SEA,L 10-13,3,9,3.00,0,0,0,,0,0,0,,0,0,0
26,1978,1978-11-26,13,23.348,KAN,,SDG,W 23-0,1,2,2.00,0,0,0,,0,0,0,,0,0,0
27,1978,1978-12-17,16,24.004,KAN,@,SEA,L 19-23,2,19,9.50,0,0,0,,0,0,0,,0,0,0
