ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1950,1950-09-17,1,24.110,RAM,,CHI,L 20-24,1,0,0.00,0,0,0,,0
2,1950,1950-10-07,4,24.130,RAM,@,PHI,L 20-56,0,0,,0,1,2,2.00,0
3,1950,1950-10-15,5,24.138,RAM,@,DET,W 30-28,1,3,3.00,0,0,0,,0
4,1950,1950-10-22,6,24.145,RAM,,BAL,W 70-27,3,22,7.33,1,0,0,,0
5,1950,1950-11-12,9,24.166,RAM,@,GNB,W 45-14,1,4,4.00,0,0,0,,0
6,1950,1950-12-03,12,24.187,RAM,,GNB,W 51-14,1,2,2.00,0,0,0,,0
7,1951,1951-10-21,4,25.144,CRD,@,WAS,L 3-7,3,8,2.67,0,0,0,,0
8,1951,1951-10-28,5,25.151,CRD,,PIT,L 14-28,5,8,1.60,0,0,0,,0
9,1951,1951-11-04,6,25.158,CRD,,CLE,L 17-34,4,10,2.50,1,0,0,,0
10,1951,1951-11-11,7,25.165,CRD,@,RAM,L 21-45,4,6,1.50,0,0,0,,0
11,1951,1951-11-18,8,25.172,CRD,@,SFO,W 27-21,8,28,3.50,0,0,0,,0
12,1951,1951-12-02,10,25.186,CRD,@,CLE,L 28-49,8,48,6.00,0,1,-4,-4.00,0
13,1951,1951-12-09,11,25.193,CRD,,WAS,L 17-20,12,75,6.25,0,0,0,,0
14,1952,1952-10-12,3,26.135,CRD,@,WAS,W 17-6,7,19,2.71,0,0,0,,0
15,1952,1952-10-26,5,26.149,CRD,,PIT,L 28-34,7,21,3.00,0,0,0,,0
16,1952,1952-11-09,7,26.163,CRD,@,CLE,L 13-28,2,2,1.00,0,0,0,,0
17,1952,1952-11-30,10,26.184,CRD,,PHI,W 28-22,4,6,1.50,0,0,0,,0
18,1952,1952-12-07,11,26.191,CRD,,CLE,L 0-10,4,10,2.50,0,0,0,,0
