ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2013,2013-09-08,1,24.308,NOR,,ATL,W 23-17,,,,,,,0.0%,,,,,,,,,,
2,2013,2013-09-30,4,24.330,NOR,,MIA,W 38-17,*,2,1,18,18.00,0,50.0%,9.00,0,0,,0,0,0,0.0,0,0
3,2013,2013-10-06,5,24.336,NOR,@,CHI,W 26-18,*,1,1,35,35.00,0,100.0%,35.00,0,0,,0,0,0,0.0,0,0
4,2013,2013-10-13,6,24.343,NOR,@,NWE,L 27-30,*,4,1,7,7.00,0,25.0%,1.75,0,0,,0,0,0,0.0,0,0
5,2013,2013-10-27,7,24.357,NOR,,BUF,W 35-17,,,,,,,0.0%,,,,,,,,,,
6,2013,2013-11-03,8,24.364,NOR,@,NYJ,L 20-26,,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
7,2013,2013-11-10,9,25.006,NOR,,DAL,W 49-17,,,,,,,0.0%,,,,,,,,,,
8,2013,2013-11-17,10,25.013,NOR,,SFO,W 23-20,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,0.0,0,0
9,2014,2014-09-28,4,25.328,NOR,@,DAL,L 17-38,,,,,,,0.0%,,,,,,,,,,
10,2014,2014-11-09,9,26.005,NOR,,SFO,L 24-27,,,,,,,0.0%,,,,,,,,,,
11,2014,2014-11-24,11,26.020,NOR,,BAL,L 27-34,,5,3,42,14.00,0,60.0%,8.40,0,0,,0,0,0,0.0,0,0
12,2014,2014-11-30,12,26.026,NOR,@,PIT,W 35-32,*,2,2,17,8.50,1,100.0%,8.50,0,0,,0,1,6,0.0,0,0
13,2014,2014-12-07,13,26.033,NOR,,CAR,L 10-41,,4,4,45,11.25,0,100.0%,11.25,0,0,,0,0,0,0.0,0,0
14,2014,2014-12-15,14,26.041,NOR,@,CHI,W 31-15,,4,4,43,10.75,0,100.0%,10.75,0,0,,0,0,0,0.0,1,0
15,2014,2014-12-21,15,26.047,NOR,,ATL,L 14-30,,6,3,44,14.67,0,50.0%,7.33,1,4,4.00,0,0,0,0.0,2,0
16,2014,2014-12-28,16,26.054,NOR,@,TAM,W 23-20,*,2,1,24,24.00,0,50.0%,12.00,0,0,,0,0,0,0.0,0,0
17,2015,2016-01-03,16,27.060,STL,@,SFO,L 16-19,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
