ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1985,1985-09-23,3,23.277,SEA,,RAM,L 24-35,,5,6,83.33,64,1,0,150.7,0,0,10.67,14.00,0,0,,0
2,1985,1985-09-29,4,23.283,SEA,@,KAN,L 7-28,,8,23,34.78,81,0,1,27.6,0,0,3.52,1.57,4,14,3.50,0
3,1985,1985-11-10,10,23.325,SEA,@,NOR,W 27-3,,0,0,,0,0,0,,0,,,,0,0,,0
4,1985,1985-11-17,11,23.332,SEA,,NWE,L 13-20,,0,0,,0,0,0,,0,,,,0,0,,0
5,1985,1985-11-25,12,23.340,SEA,@,SFO,L 6-19,,6,11,54.55,73,0,1,37.3,1,9,6.64,2.55,0,0,,0
6,1985,1985-12-01,13,23.346,SEA,,KAN,W 24-6,,0,0,,0,0,0,,0,,,,2,-7,-3.50,0
7,1985,1985-12-08,14,23.353,SEA,,CLE,W 31-13,,0,0,,0,0,0,,0,,,,1,-3,-3.00,0
8,1985,1985-12-15,15,23.360,SEA,@,RAI,L 3-13,,0,0,,0,0,0,,0,,,,0,0,,0
9,1985,1985-12-20,16,24.000,SEA,,DEN,L 24-27,,0,0,,0,0,0,,0,,,,0,0,,0
10,1986,1986-09-07,1,24.261,SEA,,PIT,W 30-0,,0,0,,0,0,0,,0,,,,0,0,,0
11,1986,1986-09-14,2,24.268,SEA,,KAN,W 23-17,,0,0,,0,0,0,,0,,,,0,0,,0
12,1986,1986-09-21,3,24.275,SEA,@,NWE,W 38-31,,0,0,,0,0,0,,0,,,,0,0,,0
13,1986,1986-09-28,4,24.282,SEA,@,WAS,L 14-19,,0,0,,0,0,0,,0,,,,0,0,,0
14,1986,1986-10-06,5,24.290,SEA,,SDG,W 33-7,,0,0,,0,0,0,,0,,,,0,0,,0
15,1986,1986-10-12,6,24.296,SEA,@,RAI,L 10-14,,0,0,,0,0,0,,0,,,,0,0,,0
16,1986,1986-10-19,7,24.303,SEA,,NYG,W 17-12,,0,0,,0,0,0,,0,,,,0,0,,0
17,1986,1986-10-26,8,24.310,SEA,@,DEN,L 13-20,,4,4,100.00,71,1,0,158.3,0,0,17.75,22.75,0,0,,0
18,1986,1986-11-02,9,24.317,SEA,,NYJ,L 7-38,*,25,44,56.82,274,1,2,64.0,1,3,6.23,4.64,1,12,12.00,0
19,1986,1986-11-09,10,24.324,SEA,@,KAN,L 7-27,*,13,26,50.00,140,1,0,79.0,3,31,5.38,6.15,0,0,,0
20,1986,1986-11-16,11,24.331,SEA,@,CIN,L 7-34,,0,2,0.00,0,0,1,0.0,0,0,0.00,-22.50,0,0,,0
21,1986,1986-11-23,12,24.338,SEA,,PHI,W 24-20,,0,0,,0,0,0,,0,,,,0,0,,0
22,1986,1986-11-27,13,24.342,SEA,@,DAL,W 31-14,,0,0,,0,0,0,,0,,,,0,0,,0
23,1986,1986-12-08,14,24.353,SEA,,RAI,W 37-0,,0,0,,0,0,0,,0,,,,2,-4,-2.00,0
24,1986,1986-12-14,15,24.359,SEA,@,SDG,W 34-24,,0,0,,0,0,0,,0,,,,0,0,,0
25,1986,1986-12-20,16,25.000,SEA,,DEN,W 41-16,,0,0,,0,0,0,,0,,,,0,0,,0
26,1990,1990-12-30,16,29.010,BUF,@,WAS,L 14-29,,8,15,53.33,106,2,2,76.0,1,9,7.07,3.73,0,0,,0
27,1993,1993-12-19,14,31.364,BUF,@,MIA,W 47-34,,,,,,,,,,,,,,,,
28,1994,1994-09-11,2,32.265,SDG,,CIN,W 27-10,,0,0,,0,0,0,,0,,,,1,-2,-2.00,0
29,1994,1994-09-18,3,32.272,SDG,@,SEA,W 24-10,,0,0,,0,0,0,,0,,,,0,0,,0
30,1994,1994-09-25,4,32.279,SDG,@,RAI,W 26-24,,0,0,,0,0,0,,0,,,,0,0,,0
31,1994,1994-10-09,5,32.293,SDG,,KAN,W 20-6,,0,0,,0,0,0,,0,,,,0,0,,0
32,1994,1994-10-16,6,32.300,SDG,@,NOR,W 36-22,,0,0,,0,0,0,,0,,,,0,0,,0
33,1994,1994-10-23,7,32.307,SDG,,DEN,L 15-20,,2,6,33.33,20,0,0,43.7,0,0,3.33,3.33,0,0,,0
34,1994,1994-10-30,8,32.314,SDG,,SEA,W 35-15,,11,14,78.57,125,2,1,113.7,0,0,8.93,8.57,2,-5,-2.50,0
35,1994,1994-11-06,9,32.321,SDG,@,ATL,L 9-10,*,22,38,57.89,207,0,0,73.0,4,28,5.45,5.45,1,5,5.00,0
36,1994,1994-11-13,10,32.328,SDG,@,KAN,W 14-13,,0,0,,0,0,0,,0,,,,0,0,,0
