ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2003,2003-09-07,1,23.048,ATL,@,DAL,W 27-13,*,4,2,11,5.50,0,50.0%,2.75,5,36,7.20,0,0,0,,0,0,0,0.0,,
2,2003,2003-09-14,2,23.055,ATL,,WAS,L 31-33,*,2,2,25,12.50,0,100.0%,12.50,1,3,3.00,0,0,0,,0,0,0,0.0,,
3,2003,2003-09-21,3,23.062,ATL,,TAM,L 10-31,*,0,0,0,,0,0.0%,,3,6,2.00,0,0,0,,0,0,0,0.0,,
4,2003,2003-09-28,4,23.069,ATL,@,CAR,L 3-23,,1,0,0,,0,0.0%,0.00,2,12,6.00,0,0,0,,0,0,0,0.0,,
5,2003,2003-10-05,5,23.076,ATL,,MIN,L 26-39,,1,,,,,0.0%,,,,,,,,,,,,,,
6,2003,2003-10-13,6,23.084,ATL,@,STL,L 0-36,*,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0,0.0,,
7,2003,2003-10-19,7,23.090,ATL,,NOR,L 17-45,*,1,0,0,,0,0.0%,0.00,1,4,4.00,0,0,0,,0,0,0,0.0,,
8,2003,2003-11-02,8,23.104,ATL,,PHI,L 16-23,,2,2,5,2.50,0,100.0%,2.50,1,1,1.00,0,0,0,,0,0,0,0.0,,
9,2003,2003-11-09,9,23.111,ATL,@,NYG,W 27-7,*,4,2,4,2.00,1,50.0%,1.00,0,0,,0,0,0,,0,1,6,0.0,,
10,2003,2003-11-16,10,23.118,ATL,@,NOR,L 20-23,*,,,,,,0.0%,,,,,,,,,,,,,,
11,2003,2003-11-23,11,23.125,ATL,,TEN,L 31-38,*,4,2,23,11.50,0,50.0%,5.75,0,0,,0,0,0,,0,0,0,0.0,,
12,2003,2003-11-30,12,23.132,ATL,@,HOU,L 13-17,,6,5,22,4.40,0,83.3%,3.67,6,19,3.17,0,0,0,,0,0,0,0.0,,
13,2003,2003-12-07,13,23.139,ATL,,CAR,W 20-14,*,4,3,11,3.67,0,75.0%,2.75,6,24,4.00,0,0,0,,0,0,0,0.0,,
14,2003,2003-12-14,14,23.146,ATL,@,IND,L 7-38,*,0,0,0,,0,0.0%,,1,9,9.00,0,0,0,,0,0,0,0.0,,
15,2003,2003-12-20,15,23.152,ATL,@,TAM,W 30-28,*,1,1,16,16.00,0,100.0%,16.00,3,16,5.33,0,0,0,,0,0,0,0.0,,
16,2003,2003-12-28,16,23.160,ATL,,JAX,W 21-14,,3,1,1,1.00,1,33.3%,0.33,9,38,4.22,0,0,0,,0,1,6,0.0,,
17,2004,2004-09-12,1,24.053,ATL,@,SFO,W 21-19,*,2,1,2,2.00,0,50.0%,1.00,0,0,,0,0,0,,0,0,0,0.0,,
18,2004,2004-09-19,2,24.060,ATL,,STL,W 34-17,*,4,4,78,19.50,1,100.0%,19.50,1,3,3.00,0,0,0,,0,1,6,0.0,,
19,2004,2004-09-26,3,24.067,ATL,,ARI,W 6-3,*,3,3,25,8.33,0,100.0%,8.33,0,0,,0,0,0,,0,0,0,0.0,,
20,2004,2004-10-03,4,24.074,ATL,@,CAR,W 27-10,*,3,1,18,18.00,0,33.3%,6.00,1,3,3.00,0,0,0,,0,0,0,0.0,,
21,2004,2004-10-10,5,24.081,ATL,,DET,L 10-17,*,1,1,-1,-1.00,0,100.0%,-1.00,3,21,7.00,0,0,0,,0,0,0,0.0,,
22,2004,2004-10-17,6,24.088,ATL,,SDG,W 21-20,,2,2,31,15.50,0,100.0%,15.50,0,0,,0,0,0,,0,0,0,0.0,,
23,2004,2004-10-24,7,24.095,ATL,@,KAN,L 10-56,*,4,2,8,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,0,0,0.0,,
24,2004,2004-10-31,8,24.102,ATL,@,DEN,W 41-28,*,3,2,14,7.00,0,66.7%,4.67,0,0,,0,0,0,,0,0,0,0.0,,
25,2004,2004-11-14,9,24.116,ATL,,TAM,W 24-14,*,0,0,0,,0,0.0%,,1,3,3.00,0,0,0,,0,0,0,0.0,,
26,2004,2004-11-21,10,24.123,ATL,@,NYG,W 14-10,*,3,2,22,11.00,0,66.7%,7.33,0,0,,0,0,0,,0,0,0,0.0,,
27,2004,2004-12-05,12,24.137,ATL,@,TAM,L 0-27,*,3,2,2,1.00,0,66.7%,0.67,2,7,3.50,0,1,31,31.00,0,0,0,0.0,,
28,2004,2004-12-12,13,24.144,ATL,,OAK,W 35-10,*,3,2,21,10.50,0,66.7%,7.00,1,2,2.00,0,0,0,,0,0,0,0.0,,
29,2005,2005-09-12,1,25.053,ATL,,PHI,W 14-10,*,2,1,1,1.00,0,50.0%,0.50,0,0,,0,0,0,,0,0,0,0.0,,
30,2005,2005-09-18,2,25.059,ATL,@,SEA,L 18-21,*,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,0,0,0.0,,
31,2005,2005-09-25,3,25.066,ATL,@,BUF,W 24-16,*,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,0.0,,
32,2005,2005-10-02,4,25.073,ATL,,MIN,W 30-10,*,1,0,0,,0,0.0%,0.00,1,5,5.00,0,0,0,,0,0,0,0.0,,
33,2005,2005-10-09,5,25.080,ATL,,NWE,L 28-31,,1,1,2,2.00,1,100.0%,2.00,0,0,,0,0,0,,0,1,6,0.0,,
34,2005,2005-10-16,6,25.087,ATL,@,NOR,W 34-31,*,2,2,11,5.50,1,100.0%,5.50,1,4,4.00,0,0,0,,0,1,6,0.0,,
