ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1989,1989-09-10,1,23.108,CIN,@,CHI,L 14-17,,,,,,,,
2,1989,1989-09-17,2,23.115,CIN,,PIT,W 41-10,0,0,,0,1.0,0,0,0
3,1989,1989-09-25,3,23.123,CIN,,CLE,W 21-14,,,,,,,,
4,1989,1989-10-01,4,23.129,CIN,@,KAN,W 21-17,,,,,,,,
5,1989,1989-10-15,6,23.143,CIN,,MIA,L 13-20,,,,,,,,
6,1989,1989-10-29,8,23.157,CIN,,TAM,W 56-23,,,,,,,,
7,1989,1989-11-05,9,23.164,CIN,@,RAI,L 7-28,,,,,,,,
8,1989,1989-11-13,10,23.172,CIN,@,HOU,L 24-26,,,,,,,,
9,1989,1989-11-19,11,23.178,CIN,,DET,W 42-7,,,,,,,,
10,1989,1989-11-26,12,23.185,CIN,@,BUF,L 7-24,,,,,,,,
11,1989,1989-12-03,13,23.192,CIN,@,CLE,W 21-0,,,,,,,,
12,1989,1989-12-10,14,23.199,CIN,,SEA,L 17-24,,,,,,,,
13,1989,1989-12-17,15,23.206,CIN,,HOU,W 61-7,0,0,,0,0.5,0,0,0
14,1989,1989-12-25,16,23.214,CIN,@,MIN,L 21-29,0,0,,0,1.0,0,0,0
15,1990,1990-09-09,1,24.107,CIN,,NYJ,W 25-20,,,,,,,,
16,1990,1990-09-16,2,24.114,CIN,@,SDG,W 21-16,,,,,,,,
17,1990,1990-09-23,3,24.121,CIN,,NWE,W 41-7,0,0,,0,1.0,0,0,0
18,1990,1990-10-01,4,24.129,CIN,@,SEA,L 16-31,,,,,,,,
19,1990,1990-10-07,5,24.135,CIN,@,RAM,W 34-31,0,0,,0,1.0,0,0,0
20,1990,1990-10-14,6,24.142,CIN,@,HOU,L 17-48,,,,,,,,
21,1990,1990-10-22,7,24.150,CIN,@,CLE,W 34-13,0,0,,0,1.5,0,0,0
22,1990,1990-10-28,8,24.156,CIN,@,ATL,L 17-38,,,,,,,,
23,1990,1990-11-04,9,24.163,CIN,,NOR,L 7-21,,,,,,,,
24,1990,1990-11-18,10,24.177,CIN,,PIT,W 27-3,,,,,,,,
25,1990,1990-11-25,11,24.184,CIN,,IND,L 20-34,,,,,,,,
26,1990,1990-12-02,12,24.191,CIN,@,PIT,W 16-12,,,,,,,,
27,1990,1990-12-09,13,24.198,CIN,,SFO,L 17-20,0,0,,0,1.0,0,0,0
28,1990,1990-12-16,14,24.205,CIN,@,RAI,L 7-24,,,,,,,,
29,1990,1990-12-23,15,24.212,CIN,,HOU,W 40-20,,,,,,,,
30,1990,1990-12-30,16,24.219,CIN,,CLE,W 21-14,,,,,,,,
31,1991,1991-09-01,1,25.099,CIN,@,DEN,L 14-45,,,,,,,,
32,1991,1991-09-08,2,25.106,CIN,,HOU,L 7-30,,,,,,,,
33,1991,1991-09-15,3,25.113,CIN,@,CLE,L 13-14,0,0,,0,1.0,0,0,0
34,1991,1991-09-22,4,25.120,CIN,,WAS,L 27-34,,,,,,,,
35,1991,1991-10-06,5,25.134,CIN,,SEA,L 7-13,,,,,,,,
36,1991,1991-10-13,6,25.141,CIN,@,DAL,L 23-35,,,,,,,,
37,1991,1991-10-21,7,25.149,CIN,@,BUF,L 16-35,,,,,,,,
38,1991,1991-10-27,8,25.155,CIN,@,HOU,L 3-35,,,,,,,,
39,1991,1991-11-03,9,25.162,CIN,,CLE,W 23-21,,,,,,,,
40,1991,1991-11-10,10,25.169,CIN,,PIT,L 27-33,,,,,,,,
41,1991,1991-11-17,11,25.176,CIN,@,PHI,L 10-17,,,,,,,,
42,1991,1991-11-24,12,25.183,CIN,,RAI,L 14-38,,,,,,,,
43,1991,1991-12-01,13,25.190,CIN,,NYG,W 27-24,,,,,,,,
44,1991,1991-12-09,14,25.198,CIN,@,MIA,L 13-37,,,,,,,,
45,1991,1991-12-15,15,25.204,CIN,@,PIT,L 10-17,,,,,,,,
46,1991,1991-12-22,16,25.211,CIN,,NWE,W 29-7,0,0,,0,1.0,0,0,0
47,1992,1992-09-20,3,26.118,SEA,@,NWE,W 10-6,0,0,,0,1.0,0,0,0
48,1992,1992-10-04,5,26.132,SEA,@,SDG,L 6-17,,,,,,,,
49,1992,1992-10-11,6,26.139,SEA,@,DAL,L 0-27,,,,,,,,
50,1992,1992-10-18,7,26.146,SEA,,RAI,L 0-19,,,,,,,,
51,1992,1992-10-25,8,26.153,SEA,@,NYG,L 10-23,0,0,,0,1.0,0,0,0
52,1992,1992-11-08,9,26.167,SEA,,WAS,L 3-16,,,,,,,,
53,1992,1992-11-15,10,26.174,SEA,@,RAI,L 3-20,,,,,,,,
54,1992,1992-11-22,11,26.181,SEA,,KAN,L 14-24,,,,,,,,
55,1992,1992-11-30,12,26.189,SEA,,DEN,W 16-13,,,,,,,,
56,1992,1992-12-06,13,26.195,SEA,@,PIT,L 14-20,,,,,,,,
57,1992,1992-12-13,14,26.202,SEA,,PHI,L 17-20,0,0,,0,0.0,1,0,0
58,1992,1992-12-20,15,26.209,SEA,@,DEN,L 6-10,,,,,,,,
59,1992,1992-12-27,16,26.216,SEA,,SDG,L 14-31,0,0,,0,1.0,0,0,0
60,1993,1993-09-05,1,27.103,SEA,@,SDG,L 12-18,0,0,,0,,,,
61,1993,1993-09-12,2,27.110,SEA,,RAI,L 13-17,0,0,,0,1.0,0,0,0
62,1993,1993-09-19,3,27.117,SEA,@,NWE,W 17-14,0,0,,0,,,,
63,1993,1993-09-26,4,27.124,SEA,@,CIN,W 19-10,0,0,,0,1.5,0,0,0
64,1993,1993-10-03,5,27.131,SEA,,SDG,W 31-14,0,0,,0,,,,
65,1993,1993-10-17,6,27.145,SEA,@,DET,L 10-30,0,0,,0,,,,
66,1993,1993-10-24,7,27.152,SEA,,NWE,W 10-9,0,0,,0,,,,
67,1993,1993-10-31,8,27.159,SEA,@,DEN,L 17-28,0,0,,0,,,,
68,1993,1993-11-07,9,27.166,SEA,@,HOU,L 14-24,0,0,,0,,,,
69,1993,1993-11-14,10,27.173,SEA,,CLE,W 22-5,0,0,,0,,,,
70,1993,1993-11-28,11,27.187,SEA,,DEN,L 9-17,0,0,,0,1.0,0,0,0
71,1993,1993-12-05,12,27.194,SEA,,KAN,L 16-31,0,0,,0,,,,
72,1993,1993-12-12,13,27.201,SEA,@,RAI,L 23-27,0,0,,0,,,,
73,1993,1993-12-19,14,27.208,SEA,,PHO,L 27-30,0,0,,0,,,,
