ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2014,2014-09-08,1,22.289,DET,,NYG,W 35-14,,0,0,0.0,0,0
2,2014,2014-09-14,2,22.295,DET,@,CAR,L 7-24,,,,,,
3,2014,2014-09-21,3,22.302,DET,,GNB,W 19-7,,,,,,
4,2014,2014-09-28,4,22.309,DET,@,NYJ,W 24-17,,0,0,0.0,0,2
5,2014,2014-10-05,5,22.316,DET,,BUF,L 14-17,,,,,,
6,2014,2014-10-12,6,22.323,DET,@,MIN,W 17-3,,,,,,
7,2014,2014-10-19,7,22.330,DET,,NOR,W 24-23,,,,,,
8,2014,2014-10-26,8,22.337,DET,@,ATL,W 22-21,,,,,,
9,2014,2014-11-09,9,22.351,DET,,MIA,W 20-16,,,,,,
10,2014,2014-11-16,10,22.358,DET,@,ARI,L 6-14,,,,,,
11,2014,2014-11-23,11,23.000,DET,@,NWE,L 9-34,,0,0,0.0,0,0
12,2014,2014-11-27,12,23.004,DET,,CHI,W 34-17,,,,,,
13,2015,2015-09-27,3,23.308,DET,,DEN,L 12-24,,0,0,0.0,0,1
14,2015,2015-10-05,4,23.316,DET,@,SEA,L 10-13,,1,6,0.0,1,0
15,2015,2015-10-11,5,23.322,DET,,ARI,L 17-42,*,0,0,0.0,0,0
16,2015,2015-10-18,6,23.329,DET,,CHI,W 37-34,*,0,0,0.0,4,0
17,2015,2015-10-25,7,23.336,DET,,MIN,L 19-28,*,0,0,1.0,5,1
18,2015,2015-11-01,8,23.343,DET,@,KAN,L 10-45,*,0,0,0.0,1,0
19,2015,2015-11-15,9,23.357,DET,@,GNB,W 18-16,*,0,0,1.0,2,2
20,2015,2015-11-22,10,23.364,DET,,OAK,W 18-13,*,0,0,0.0,3,0
21,2015,2015-11-26,11,24.003,DET,,PHI,W 45-14,*,0,0,0.0,1,1
22,2015,2015-12-03,12,24.010,DET,,GNB,L 23-27,*,0,0,0.0,2,1
23,2015,2015-12-13,13,24.020,DET,@,STL,L 14-21,*,0,0,0.0,0,0
24,2015,2015-12-21,14,24.028,DET,@,NOR,W 35-27,*,0,0,0.0,1,0
25,2015,2015-12-27,15,24.034,DET,,SFO,W 32-17,*,0,0,0.0,0,0
26,2015,2016-01-03,16,24.041,DET,@,CHI,W 24-20,*,0,0,0.0,3,0
27,2016,2016-09-11,1,24.293,SDG,@,KAN,L 27-33,,0,0,1.0,1,0
28,2016,2016-09-18,2,24.300,SDG,,JAX,W 38-14,,0,0,0.0,2,0
29,2016,2016-09-25,3,24.307,SDG,@,IND,L 22-26,,1,6,0.0,0,0
30,2016,2016-10-02,4,24.314,SDG,,NOR,L 34-35,,0,0,0.0,1,0
31,2016,2016-10-09,5,24.321,SDG,@,OAK,L 31-34,,0,0,0.0,0,0
32,2016,2016-10-13,6,24.325,SDG,,DEN,W 21-13,,0,0,0.0,1,0
33,2016,2016-10-23,7,24.335,SDG,@,ATL,W 33-30,,0,0,0.0,0,0
34,2017,2017-10-15,6,25.326,DET,@,NOR,L 38-52,,0,0,0.0,0,0
