ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,def_int,def_int_yds,def_int_td
1,2001,2001-09-09,1,23.046,SEA,@,CLE,W 9-6,,,,
2,2001,2001-09-23,2,23.060,SEA,,PHI,L 3-27,,,,
3,2001,2001-09-30,3,23.067,SEA,@,OAK,L 14-38,,,,
4,2001,2001-10-07,4,23.074,SEA,,JAX,W 24-15,,,,
5,2001,2001-10-28,6,23.095,SEA,,MIA,L 20-24,,,,
6,2001,2001-11-04,7,23.102,SEA,@,WAS,L 14-27,,,,
7,2001,2001-11-11,8,23.109,SEA,,OAK,W 34-27,,,,
8,2001,2001-11-18,9,23.116,SEA,@,BUF,W 23-20,*,,,
9,2001,2001-12-16,13,23.144,SEA,,DAL,W 29-3,,,,
10,2001,2002-01-06,16,23.165,SEA,,KAN,W 21-18,,,,
11,2002,2002-09-08,1,24.045,SEA,@,OAK,L 17-31,,,,
12,2002,2002-09-15,2,24.052,SEA,,ARI,L 13-24,,,,
13,2002,2002-09-22,3,24.059,SEA,@,NYG,L 6-9,,,,
14,2002,2002-09-29,4,24.066,SEA,,MIN,W 48-23,,,,
15,2002,2002-10-14,5,24.081,SEA,,SFO,L 21-28,,,,
16,2002,2002-10-20,6,24.087,SEA,@,STL,L 20-37,,,,
17,2002,2002-10-27,7,24.094,SEA,@,DAL,W 17-14,,,,
18,2002,2002-11-03,8,24.101,SEA,,WAS,L 3-14,,,,
19,2002,2002-11-10,9,24.108,SEA,@,ARI,W 27-6,,1,3,0
20,2002,2002-11-17,10,24.115,SEA,,DEN,L 9-31,*,,,
21,2002,2002-11-24,11,24.122,SEA,,KAN,W 39-32,,,,
22,2002,2002-12-01,12,24.129,SEA,@,SFO,L 24-31,,,,
23,2002,2002-12-08,13,24.136,SEA,,PHI,L 20-27,,,,
24,2002,2002-12-15,14,24.143,SEA,@,ATL,W 30-24,,,,
25,2002,2002-12-22,15,24.150,SEA,,STL,W 30-10,,,,
26,2002,2002-12-29,16,24.157,SEA,@,SDG,W 31-28,,,,
27,2003,2003-09-07,1,25.044,GNB,,MIN,L 25-30,,,,
28,2003,2003-09-14,2,25.051,GNB,,DET,W 31-6,,,,
29,2003,2003-10-05,5,25.072,GNB,,SEA,W 35-13,,,,
30,2003,2003-10-12,6,25.079,GNB,,KAN,L 34-40,,,,
31,2003,2003-11-27,12,25.125,GNB,@,DET,L 14-22,,,,
32,2003,2003-12-07,13,25.135,GNB,,CHI,W 34-21,,,,
33,2003,2003-12-14,14,25.142,GNB,@,SDG,W 38-21,,,,
34,2003,2003-12-22,15,25.150,GNB,@,OAK,W 41-7,,,,
35,2003,2003-12-28,16,25.156,GNB,,DEN,W 31-3,,,,
36,2004,2004-10-31,8,26.098,GNB,@,WAS,W 28-14,,,,
37,2004,2004-11-07,8,26.105,CAR,,OAK,L 24-27,,,,
38,2004,2004-11-21,10,26.119,CAR,,ARI,W 35-10,,,,
39,2004,2004-11-28,11,26.126,CAR,,TAM,W 21-14,,,,
40,2004,2004-12-05,12,26.133,CAR,@,NOR,W 32-21,,,,
41,2004,2004-12-18,14,26.146,CAR,@,ATL,L 31-34,,,,
42,2004,2004-12-26,15,26.154,CAR,@,TAM,W 37-20,,,,
