ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
28,2008,2008-12-14,14,24.156,HOU,,TEN,W 13-12,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,15,7.50,0,,0,0,0.0,0,0
29,2008,2008-12-21,15,24.163,HOU,@,OAK,L 16-27,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,2,30,15.00,0,,0,0,0.0,0,0
30,2008,2008-12-28,16,24.170,HOU,,CHI,W 31-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,16,8.00,0,,0,0,0.0,0,0
31,2009,2009-09-13,1,25.064,HOU,,NYJ,L 7-24,,1,0,0,,0,0.0%,0.00,0,0,,0,5,118,23.60,0,0,0,,0,,0,0,0.0,1,0
32,2009,2009-09-20,2,25.071,HOU,@,TEN,W 34-31,*,4,2,73,36.50,1,50.0%,18.25,0,0,,0,2,50,25.00,0,2,14,7.00,0,,1,6,0.0,0,0
33,2009,2009-09-27,3,25.078,HOU,,JAX,L 24-31,,3,2,23,11.50,1,66.7%,7.67,0,0,,0,6,152,25.33,0,1,13,13.00,0,,1,6,0.0,0,0
34,2009,2009-10-04,4,25.085,HOU,,OAK,W 29-6,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,1,95,95.00,1,7,60,8.57,0,,1,6,0.0,0,0
35,2009,2009-10-11,5,25.092,HOU,@,ARI,L 21-28,,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,5,100,20.00,0,,0,0,0.0,0,0
36,2009,2009-10-18,6,25.099,HOU,@,CIN,W 28-17,,2,2,29,14.50,1,100.0%,14.50,0,0,,0,0,0,,0,5,47,9.40,0,,1,6,0.0,1,0
37,2009,2009-10-25,7,25.106,HOU,,SFO,W 24-21,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,5,26,5.20,0,,0,0,0.0,0,0
38,2009,2009-11-01,8,25.113,HOU,@,BUF,W 31-10,,1,1,36,36.00,0,100.0%,36.00,1,17,17.00,0,1,22,22.00,0,4,73,18.25,0,,0,0,0.0,0,0
39,2009,2009-11-08,9,25.120,HOU,@,IND,L 17-20,,5,4,67,16.75,0,80.0%,13.40,1,5,5.00,0,5,113,22.60,0,0,0,,0,,0,0,0.0,0,0
40,2009,2009-11-29,11,25.141,HOU,,IND,L 27-35,,4,3,27,9.00,1,75.0%,6.75,0,0,,0,1,29,29.00,0,2,8,4.00,0,,1,6,0.0,0,0
41,2009,2009-12-13,13,25.155,HOU,,SEA,W 34-7,,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,5,56,11.20,0,,0,0,0.0,0,0
42,2009,2009-12-20,14,25.162,HOU,@,STL,W 16-13,,5,3,17,5.67,0,60.0%,3.40,1,0,0.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
43,2009,2009-12-27,15,25.169,HOU,@,MIA,W 27-20,,4,2,79,39.50,1,50.0%,19.75,0,0,,0,3,59,19.67,0,2,-2,-1.00,0,,1,6,0.0,0,0
44,2009,2010-01-03,16,25.176,HOU,,NWE,W 34-27,,6,5,65,13.00,1,83.3%,10.83,0,0,,0,0,0,,0,1,31,31.00,0,,1,6,0.0,0,0
45,2010,2010-09-12,1,26.063,HOU,,IND,W 34-24,*,6,2,29,14.50,0,33.3%,4.83,0,0,,0,2,46,23.00,0,1,39,39.00,0,,0,0,0.0,0,0
46,2010,2010-09-19,2,26.070,HOU,@,WAS,W 30-27,,9,6,53,8.83,1,66.7%,5.89,0,0,,0,0,0,,0,4,28,7.00,0,,1,6,0.0,0,0
47,2010,2010-09-26,3,26.077,HOU,,DAL,L 13-27,*,5,5,51,10.20,0,100.0%,10.20,0,0,,0,0,0,,0,2,12,6.00,0,,0,0,0.0,0,0
48,2010,2010-10-03,4,26.084,HOU,@,OAK,W 31-24,*,3,1,12,12.00,0,33.3%,4.00,0,0,,0,0,0,,0,2,18,9.00,0,,0,0,0.0,0,0
49,2010,2010-10-17,6,26.098,HOU,,KAN,W 35-31,,4,4,45,11.25,0,100.0%,11.25,0,0,,0,1,30,30.00,0,1,0,0.00,0,,0,0,0.0,0,0
50,2010,2010-11-01,7,26.113,HOU,@,IND,L 17-30,,5,2,6,3.00,0,40.0%,1.20,0,0,,0,7,172,24.57,0,2,10,5.00,0,,0,0,0.0,0,0
51,2010,2010-11-07,8,26.119,HOU,,SDG,L 23-29,,5,4,41,10.25,0,80.0%,8.20,0,0,,0,5,122,24.40,0,0,0,,0,,0,0,0.0,0,0
52,2010,2010-11-14,9,26.126,HOU,@,JAX,L 24-31,,2,1,5,5.00,0,50.0%,2.50,0,0,,0,2,40,20.00,0,0,0,,0,,0,0,0.0,0,0
53,2010,2010-11-21,10,26.133,HOU,@,NYJ,L 27-30,*,2,0,0,,0,0.0%,0.00,1,10,10.00,0,6,84,14.00,0,1,9,9.00,0,,0,0,0.0,0,0
54,2010,2010-11-28,11,26.140,HOU,,TEN,W 20-0,,3,2,13,6.50,0,66.7%,4.33,0,0,,0,0,0,,0,5,23,4.60,0,,0,0,0.0,0,0
55,2010,2010-12-02,12,26.144,HOU,@,PHI,L 24-34,,2,2,20,10.00,1,100.0%,10.00,0,0,,0,0,0,,0,1,-3,-3.00,0,,1,6,0.0,0,0
56,2010,2010-12-13,13,26.155,HOU,,BAL,L 28-34,,9,5,52,10.40,1,55.6%,5.78,0,0,,0,0,0,,0,4,16,4.00,0,1,1,8,0.0,0,0
57,2010,2010-12-19,14,26.161,HOU,@,TEN,L 17-31,*,9,7,50,7.14,0,77.8%,5.56,0,0,,0,0,0,,0,1,12,12.00,0,,0,0,0.0,0,0
58,2010,2010-12-26,15,26.168,HOU,@,DEN,L 23-24,*,7,5,115,23.00,0,71.4%,16.43,1,-3,-3.00,0,0,0,,0,2,14,7.00,0,,0,0,0.0,0,0
59,2010,2011-01-02,16,26.175,HOU,,JAX,W 34-17,*,7,5,70,14.00,0,71.4%,10.00,0,0,,0,0,0,,0,3,26,8.67,0,,0,0,0.0,0,0
60,2011,2011-09-11,1,27.062,HOU,,IND,W 34-7,,3,3,43,14.33,0,100.0%,14.33,0,0,,0,0,0,,0,3,91,30.33,1,,0,6,0.0,1,0
61,2011,2011-09-18,2,27.069,HOU,@,MIA,W 23-13,*,4,3,48,16.00,0,75.0%,12.00,0,0,,0,0,0,,0,2,36,18.00,0,,0,0,0.0,0,0
62,2011,2011-09-25,3,27.076,HOU,@,NOR,L 33-40,,2,1,0,0.00,0,50.0%,0.00,0,0,,0,0,0,,0,2,5,2.50,0,,0,0,0.0,0,0
63,2011,2011-10-02,4,27.083,HOU,,PIT,W 17-10,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,3,17,5.67,0,,0,0,0.0,0,0
64,2011,2011-10-09,5,27.090,HOU,,OAK,L 20-25,*,11,1,9,9.00,0,9.1%,0.82,0,0,,0,0,0,,0,5,33,6.60,0,,0,0,0.0,1,0
65,2011,2011-10-16,6,27.097,HOU,@,BAL,L 14-29,*,7,4,76,19.00,1,57.1%,10.86,0,0,,0,0,0,,0,1,4,4.00,0,,1,6,0.0,0,0
66,2011,2011-10-23,7,27.104,HOU,@,TEN,W 41-7,*,4,2,27,13.50,0,50.0%,6.75,1,-4,-4.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
67,2011,2011-10-30,8,27.111,HOU,,JAX,W 24-14,*,5,3,59,19.67,0,60.0%,11.80,0,0,,0,0,0,,0,5,56,11.20,0,,0,0,0.0,0,0
68,2011,2011-11-06,9,27.118,HOU,,CLE,W 30-12,*,4,2,28,14.00,0,50.0%,7.00,0,0,,0,0,0,,0,2,56,28.00,0,,0,0,0.0,0,0
69,2011,2011-11-13,10,27.125,HOU,@,TAM,W 37-9,*,3,2,87,43.50,1,66.7%,29.00,1,2,2.00,0,0,0,,0,4,10,2.50,0,,1,6,0.0,0,0
70,2011,2011-11-27,11,27.139,HOU,@,JAX,W 20-13,,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,7,91,13.00,0,,0,0,0.0,0,0
71,2011,2011-12-04,12,27.146,HOU,,ATL,W 17-10,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,3,10,3.33,0,,0,0,0.0,0,0
72,2011,2011-12-11,13,27.153,HOU,@,CIN,W 20-19,*,6,3,39,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,4,30,7.50,0,,0,0,0.0,0,0
73,2011,2011-12-18,14,27.160,HOU,,CAR,L 13-28,*,2,1,24,24.00,0,50.0%,12.00,0,0,,0,0,0,,0,5,63,12.60,0,,0,0,0.0,0,0
74,2011,2011-12-22,15,27.164,HOU,@,IND,L 16-19,*,2,2,27,13.50,0,100.0%,13.50,1,15,15.00,0,0,0,,0,3,16,5.33,0,,0,0,0.0,0,0
75,2011,2012-01-01,16,27.174,HOU,,TEN,L 22-23,,7,3,35,11.67,0,42.9%,5.00,1,4,4.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
76,2012,2012-09-10,1,28.061,BAL,,CIN,W 44-13,*,3,3,46,15.33,0,100.0%,15.33,0,0,,0,0,0,,0,1,9,9.00,0,,0,0,0.0,0,0
77,2012,2012-09-16,2,28.067,BAL,@,PHI,L 23-24,*,2,1,21,21.00,1,50.0%,10.50,0,0,,0,0,0,,0,3,34,11.33,0,,1,6,0.0,0,0
78,2012,2012-09-23,3,28.074,BAL,,NWE,W 31-30,,4,3,86,28.67,0,75.0%,21.50,0,0,,0,0,0,,0,2,19,9.50,0,,0,0,0.0,0,0
79,2012,2012-09-27,4,28.078,BAL,,CLE,W 23-16,,7,2,17,8.50,0,28.6%,2.43,0,0,,0,0,0,,0,1,0,0.00,0,,0,0,0.0,0,0
80,2012,2012-10-07,5,28.088,BAL,@,KAN,W 9-6,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,1,10,10.00,0,,0,0,0.0,0,0
81,2012,2012-10-14,6,28.095,BAL,,DAL,W 31-29,,3,2,15,7.50,0,66.7%,5.00,0,0,,0,3,159,53.00,1,0,0,,0,,0,6,0.0,0,0
82,2012,2012-10-21,7,28.102,BAL,@,HOU,L 13-43,,2,2,17,8.50,0,100.0%,8.50,0,0,,0,6,196,32.67,0,0,0,,0,,0,0,0.0,0,0
83,2012,2012-11-04,8,28.116,BAL,@,CLE,W 25-15,,2,0,0,,0,0.0%,0.00,0,0,,0,4,80,20.00,0,2,7,3.50,0,,0,0,0.0,0,0
84,2012,2012-11-11,9,28.123,BAL,,OAK,W 55-20,,3,2,54,27.00,0,66.7%,18.00,1,6,6.00,0,1,105,105.00,1,3,36,12.00,0,,0,6,0.0,0,0
85,2012,2012-11-18,10,28.130,BAL,@,PIT,W 13-10,,4,2,1,0.50,0,50.0%,0.25,0,0,,0,2,58,29.00,0,2,66,33.00,1,,0,6,0.0,0,0
86,2012,2012-11-25,11,28.137,BAL,@,SDG,W 16-13,,7,5,50,10.00,0,71.4%,7.14,0,0,,0,2,46,23.00,0,7,61,8.71,0,,0,0,0.0,0,0
87,2012,2012-12-02,12,28.144,BAL,,PIT,L 20-23,,3,1,5,5.00,0,33.3%,1.67,0,0,,0,3,74,24.67,0,0,0,,0,,0,0,0.0,0,0
88,2012,2012-12-09,13,28.151,BAL,@,WAS,L 28-31,,1,0,0,,0,0.0%,0.00,0,0,,0,5,145,29.00,0,3,25,8.33,0,,0,0,0.0,0,0
89,2012,2012-12-16,14,28.158,BAL,,DEN,L 17-34,,4,3,51,17.00,0,75.0%,12.75,0,0,,0,4,112,28.00,0,4,12,3.00,0,,0,0,0.0,0,0
90,2012,2012-12-23,15,28.165,BAL,,NYG,W 33-14,,3,1,7,7.00,0,33.3%,2.33,0,0,,0,2,51,25.50,0,7,56,8.00,0,,0,0,0.0,0,0
91,2012,2012-12-30,16,28.172,BAL,@,CIN,L 17-23,*,5,3,36,12.00,0,60.0%,7.20,0,0,,0,6,141,23.50,0,1,6,6.00,0,,0,0,0.0,0,0
92,2013,2013-09-05,1,29.056,BAL,@,DEN,L 27-49,,4,3,24,8.00,0,75.0%,6.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
93,2013,2013-10-13,6,29.094,BAL,,GNB,L 17-19,,2,2,42,21.00,1,100.0%,21.00,0,0,,0,4,102,25.50,0,1,0,0.00,0,,1,6,0.0,0,0
94,2013,2013-10-20,7,29.101,BAL,@,PIT,L 16-19,*,8,4,32,8.00,0,50.0%,4.00,0,0,,0,3,81,27.00,0,0,0,,0,,0,0,0.0,0,0
95,2013,2013-11-03,8,29.115,BAL,@,CLE,L 18-24,*,9,4,27,6.75,0,44.4%,3.00,0,0,,0,2,45,22.50,0,0,0,,0,,0,0,0.0,1,0
96,2013,2013-11-10,9,29.122,BAL,,CIN,W 20-17,*,2,2,17,8.50,0,100.0%,8.50,0,0,,0,2,41,20.50,0,0,0,,0,,0,0,0.0,0,0
97,2013,2013-11-17,10,29.129,BAL,@,CHI,L 20-23,*,2,2,18,9.00,0,100.0%,9.00,1,4,4.00,0,2,39,19.50,0,1,3,3.00,0,,0,0,0.0,0,0
98,2013,2013-11-24,11,29.136,BAL,,NYJ,W 19-3,*,6,4,103,25.75,1,66.7%,17.17,0,0,,0,2,38,19.00,0,5,108,21.60,0,,1,6,0.0,0,0
99,2013,2013-11-28,12,29.140,BAL,,PIT,W 22-20,*,7,4,53,13.25,0,57.1%,7.57,0,0,,0,2,104,52.00,0,2,19,9.50,0,,0,0,0.0,0,0
100,2013,2013-12-08,13,29.150,BAL,,MIN,W 29-26,*,7,4,37,9.25,0,57.1%,5.29,1,-4,-4.00,0,4,152,38.00,1,4,44,11.00,0,,0,6,0.0,1,0
101,2013,2013-12-16,14,29.158,BAL,@,DET,W 18-16,*,9,6,80,13.33,0,66.7%,8.89,0,0,,0,2,60,30.00,0,1,24,24.00,0,,0,0,0.0,0,0
102,2013,2013-12-22,15,29.164,BAL,,NWE,L 7-41,,4,1,11,11.00,0,25.0%,2.75,0,0,,0,2,61,30.50,0,4,36,9.00,0,,0,0,0.0,0,0
103,2013,2013-12-29,16,29.171,BAL,@,CIN,L 17-34,*,8,1,11,11.00,0,12.5%,1.38,0,0,,0,6,169,28.17,0,1,3,3.00,0,,0,0,0.0,1,0
104,2014,2014-09-07,1,30.058,BAL,,CIN,L 16-23,,7,2,16,8.00,0,28.6%,2.29,0,0,,0,4,109,27.25,0,2,2,1.00,0,,0,0,0.0,0,0
105,2014,2014-09-11,2,30.062,BAL,,PIT,W 26-6,,1,1,4,4.00,0,100.0%,4.00,1,2,2.00,0,0,0,,0,2,47,23.50,0,,0,0,0.0,0,0
106,2014,2014-09-21,3,30.072,BAL,@,CLE,W 23-21,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
107,2014,2014-09-28,4,30.079,BAL,,CAR,W 38-10,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,1,18,18.00,0,,0,0,0.0,0,0
108,2014,2014-10-05,5,30.086,BAL,@,IND,L 13-20,,1,1,30,30.00,0,100.0%,30.00,0,0,,0,2,51,25.50,0,1,0,0.00,0,,0,0,0.0,0,0
109,2014,2014-10-12,6,30.093,BAL,@,TAM,W 48-17,,1,0,0,,0,0.0%,0.00,0,0,,0,2,81,40.50,0,2,15,7.50,0,,0,0,0.0,0,0
110,2014,2014-10-19,7,30.100,BAL,,ATL,W 29-7,,0,0,0,,0,0.0%,,0,0,,0,2,56,28.00,0,5,25,5.00,0,,0,0,0.0,0,0
111,2014,2014-10-26,8,30.107,BAL,@,CIN,L 24-27,,1,0,0,,0,0.0%,0.00,0,0,,0,5,122,24.40,0,0,0,,0,,0,0,0.0,0,0
112,2014,2014-11-02,9,30.114,BAL,@,PIT,L 23-43,,0,0,0,,0,0.0%,,0,0,,0,4,188,47.00,1,3,32,10.67,0,,0,6,0.0,0,0
113,2014,2014-11-09,10,30.121,BAL,,TEN,W 21-7,,0,0,0,,0,0.0%,,0,0,,0,1,27,27.00,0,4,24,6.00,0,,0,0,0.0,0,0
114,2014,2014-11-24,11,30.136,BAL,@,NOR,W 34-27,,0,0,0,,0,0.0%,,1,3,3.00,0,2,52,26.00,0,2,0,0.00,0,,0,0,0.0,0,0
115,2014,2014-11-30,12,30.142,BAL,,SDG,L 33-34,,2,2,35,17.50,0,100.0%,17.50,0,0,,0,4,133,33.25,0,1,10,10.00,0,,0,0,0.0,0,0
116,2014,2014-12-07,13,30.149,BAL,@,MIA,W 28-13,,1,1,18,18.00,0,100.0%,18.00,1,11,11.00,0,0,0,,0,2,8,4.00,0,,0,0,0.0,0,0
117,2014,2014-12-14,14,30.156,BAL,,JAX,W 20-12,,0,0,0,,0,0.0%,,0,0,,0,1,16,16.00,0,3,49,16.33,0,,0,0,0.0,0,0
118,2014,2014-12-21,15,30.163,BAL,@,HOU,L 13-25,,2,2,28,14.00,0,100.0%,14.00,0,0,,0,4,122,30.50,0,1,45,45.00,0,,0,0,0.0,0,0
119,2014,2014-12-28,16,30.170,BAL,,CLE,W 20-10,,0,0,0,,0,0.0%,,0,0,,0,1,21,21.00,0,1,0,0.00,0,,0,0,0.0,0,0
120,2015,2015-09-13,1,31.064,SDG,,DET,W 33-28,,0,0,0,,0,0.0%,,0,0,,0,1,24,24.00,0,0,0,,0,,0,0,0.0,0,0
121,2015,2015-10-12,5,31.093,SDG,,PIT,L 20-24,,0,0,0,,0,0.0%,,0,0,,0,1,30,30.00,0,2,5,2.50,0,,0,0,0.0,0,0
122,2015,2015-10-18,6,31.099,SDG,@,GNB,L 20-27,,0,0,0,,0,0.0%,,0,0,,0,3,55,18.33,0,2,-7,-3.50,0,,0,0,0.0,0,0
123,2015,2015-10-25,7,31.106,SDG,,OAK,L 29-37,,0,0,0,,0,0.0%,,0,0,,0,4,84,21.00,0,0,0,,0,,0,0,0.0,0,0
124,2015,2015-11-01,8,31.113,SDG,@,BAL,L 26-29,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,-2,-2.00,0,,0,0,0.0,0,0
125,2015,2015-11-08,9,31.120,PIT,,OAK,W 38-35,,0,0,0,,0,0.0%,,0,0,,0,4,83,20.75,0,2,2,1.00,0,,0,0,0.0,0,0
126,2015,2015-11-15,10,31.127,PIT,,CLE,W 30-9,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,0,0.00,0,,0,0,0.0,0,0
127,2015,2015-11-29,11,31.141,PIT,@,SEA,L 30-39,,0,0,0,,0,0.0%,,0,0,,0,4,118,29.50,0,2,17,8.50,0,,0,0,0.0,0,0
128,2015,2015-12-06,12,31.148,PIT,,IND,W 45-10,,0,0,0,,0,0.0%,,0,0,,0,1,19,19.00,0,1,0,0.00,0,,0,0,0.0,0,0
