ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1961,1961-11-12,10,23.203,BOS,@,HOU,L 15-27,0,0,,0,1,21,21.00,0,0,0,,0
2,1961,1961-12-03,12,23.224,BOS,@,DEN,W 28-24,1,4,4.00,0,0,0,,0,1,0,0.00,0
3,1961,1961-12-09,13,23.230,BOS,@,OAK,W 35-21,2,1,0.50,0,0,0,,0,0,0,,0
4,1961,1961-12-17,14,23.238,BOS,@,SDG,W 41-0,7,9,1.29,0,0,0,,0,0,0,,0
