ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1978,1978-09-03,1,22.175,DET,,GNB,L 7-13,0,0,,0,0,0,,0,0,0,,0,1,16,16.00,0,0,0
2,1978,1978-09-09,2,22.181,DET,@,TAM,W 15-7,3,29,9.67,1,0,0,,0,0,0,,0,3,30,10.00,0,1,6
3,1978,1978-09-17,3,22.189,DET,,CHI,L 0-19,1,12,12.00,0,0,0,,0,2,47,23.50,0,1,0,0.00,0,0,0
4,1978,1978-09-24,4,22.196,DET,@,SEA,L 16-28,0,0,,0,0,0,,0,4,120,30.00,0,0,0,,0,0,0
5,1978,1978-10-01,5,22.203,DET,@,GNB,L 14-35,2,20,10.00,0,0,0,,0,2,43,21.50,0,0,0,,0,0,0
6,1978,1978-10-08,6,22.210,DET,,WAS,L 19-21,3,35,11.67,0,0,0,,0,2,40,20.00,0,4,19,4.75,0,0,0
7,1978,1978-10-15,7,22.217,DET,@,ATL,L 0-14,3,42,14.00,0,0,0,,0,1,29,29.00,0,0,0,,0,0,0
8,1978,1978-10-22,8,22.224,DET,,SDG,W 31-14,2,8,4.00,2,0,0,,0,1,31,31.00,0,2,45,22.50,0,2,12
9,1978,1978-10-29,9,22.231,DET,@,CHI,W 21-17,2,10,5.00,1,1,10,10.00,0,1,0,0.00,0,1,10,10.00,0,1,6
10,1978,1978-11-05,10,22.238,DET,@,MIN,L 7-17,1,7,7.00,0,0,0,,0,0,10,,0,1,3,3.00,0,0,0
11,1978,1978-11-12,11,22.245,DET,,TAM,W 34-23,1,12,12.00,0,1,-3,-3.00,0,1,26,26.00,0,3,38,12.67,0,0,0
12,1980,1980-10-05,5,24.207,DET,@,ATL,L 28-43,3,40,13.33,0,0,0,,0,0,0,,0,0,0,,0,0,0
13,1980,1980-10-12,6,24.214,DET,,NOR,W 24-13,,,,,,,,,,,,,,,,,,
14,1980,1980-10-19,7,24.221,DET,@,CHI,L 7-24,2,33,16.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
15,1980,1980-10-26,8,24.228,DET,@,KAN,L 17-20,2,22,11.00,0,1,-4,-4.00,0,0,0,,0,0,0,,0,0,0
16,1980,1980-11-02,9,24.235,DET,,SFO,W 17-13,1,19,19.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
17,1980,1980-11-09,10,24.242,DET,@,MIN,L 0-34,2,12,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
18,1980,1980-11-16,11,24.249,DET,,BAL,L 9-10,1,11,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
19,1980,1980-11-23,12,24.256,DET,@,TAM,W 24-10,,,,,,,,,,,,,,,,,,
20,1980,1980-11-27,13,24.260,DET,,CHI,L 17-23,,,,,,,,,,,,,,,,,,
21,1980,1980-12-14,15,24.277,DET,,TAM,W 27-14,,,,,,,,,,,,,,,,,,
22,1980,1980-12-21,16,24.284,DET,,GNB,W 24-3,,,,,,,,,,,,,,,,,,
