ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1973,1973-09-16,1,22.248,KAN,,RAM,L 13-23,1,6,6.00,1,0,0,,0,1,6
2,1973,1973-09-23,2,22.255,KAN,@,NWE,W 10-7,,,,,,,,,,
3,1973,1973-09-30,3,22.262,KAN,,OAK,W 16-3,,,,,,,,,,
4,1973,1973-10-07,4,22.269,KAN,,DEN,W 16-14,,,,,,,,,,
5,1973,1973-10-14,5,22.276,KAN,@,GNB,T 10-10,,,,,,,,,,
6,1973,1973-10-21,6,22.283,KAN,@,CIN,L 6-14,,,,,,,,,,
7,1973,1973-10-29,7,22.291,KAN,@,BUF,L 14-23,,,,,,,,,,
8,1973,1973-11-04,8,22.297,KAN,@,SDG,W 19-0,1,48,48.00,0,0,0,,0,0,0
9,1973,1973-11-12,9,22.305,KAN,,CHI,W 19-7,,,,,,,,,,
10,1973,1973-11-18,10,22.311,KAN,,HOU,W 38-14,1,5,5.00,1,0,0,,0,1,6
11,1973,1973-11-25,11,22.318,KAN,@,DEN,L 10-14,2,23,11.50,0,1,9,9.00,0,0,0
12,1973,1973-12-02,12,22.325,KAN,,CLE,T 20-20,1,14,14.00,0,1,1,1.00,0,0,0
13,1973,1973-12-08,13,22.331,KAN,@,OAK,L 7-37,1,17,17.00,0,0,0,,0,0,0
14,1973,1973-12-16,14,22.339,KAN,,SDG,W 33-6,1,11,11.00,0,0,0,,0,0,0
15,1975,1975-11-02,7,24.295,CHI,,MIA,L 13-46,,,,,,,,,,
16,1975,1975-11-09,8,24.302,CHI,,GNB,W 27-14,,,,,,,,,,
17,1975,1975-11-16,9,24.309,CHI,@,SFO,L 3-31,,,,,,,,,,
18,1975,1975-11-23,10,24.316,CHI,@,RAM,L 10-38,,,,,,,,,,
19,1975,1975-11-30,11,24.323,CHI,@,GNB,L 7-28,,,,,,,,,,
20,1975,1975-12-07,12,24.330,CHI,,DET,W 25-21,,,,,,,,,,
21,1975,1975-12-14,13,24.337,CHI,,STL,L 20-34,,,,,,,,,,
22,1975,1975-12-21,14,24.344,CHI,@,NOR,W 42-17,,,,,,,,,,
23,1977,1977-10-09,4,26.271,TAM,,WAS,L 0-10,1,21,21.00,0,0,0,,0,0,0
24,1977,1977-10-16,5,26.278,TAM,@,SEA,L 23-30,,,,,,,,,,
25,1977,1977-10-23,6,26.285,TAM,,GNB,L 0-13,,,,,,,,,,
