ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1998,1998-09-06,1,21.186,PIT,@,BAL,W 20-13,,0,0,,0,1,1,17,17.00,0,100.0%,17.00,0,0,,0,0,0
2,1998,1998-09-13,2,21.193,PIT,,CHI,W 17-12,,0,0,,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0
3,1998,1998-09-20,3,21.200,PIT,@,MIA,L 0-21,,1,2,2.00,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0
4,1998,1998-09-27,4,21.207,PIT,,SEA,W 13-10,,1,10,10.00,1,1,1,8,8.00,0,100.0%,8.00,0,0,,0,1,6
5,1998,1998-10-11,5,21.221,PIT,@,CIN,L 20-25,,,,,,,,,,,0.0%,,,,,,,
6,1998,1998-10-18,6,21.228,PIT,,BAL,W 16-6,,2,3,1.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0
7,1998,1998-10-26,7,21.236,PIT,@,KAN,W 20-13,,1,3,3.00,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0
8,1998,1998-11-01,8,21.242,PIT,,TEN,L 31-41,,,,,,,,,,,0.0%,,,,,,,
9,1998,1998-11-09,9,21.250,PIT,,GNB,W 27-20,,1,5,5.00,1,1,1,11,11.00,0,100.0%,11.00,0,0,,0,1,6
10,1998,1998-11-15,10,21.256,PIT,@,TEN,L 14-23,,0,0,,0,2,2,38,19.00,1,100.0%,19.00,0,0,,0,1,6
11,1998,1998-12-13,14,21.284,PIT,@,TAM,L 3-16,,1,7,7.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
12,1998,1998-12-20,15,21.291,PIT,,CIN,L 24-25,,0,0,,0,3,1,0,0.00,0,33.3%,0.00,0,0,,0,0,0
13,1999,1999-10-10,5,22.220,PIT,@,BUF,L 21-24,,,,,,,,,,,0.0%,,,,,,,
14,1999,1999-10-17,6,22.227,PIT,@,CIN,W 17-3,,,,,,,,,,,0.0%,,,,,,,
15,1999,1999-10-25,7,22.235,PIT,,ATL,W 13-9,,,,,,,,,,,0.0%,,,,,,,
16,1999,1999-11-07,8,22.248,PIT,@,SFO,W 27-6,,,,,,,,,,,0.0%,,,,,,,
17,1999,1999-11-14,9,22.255,PIT,,CLE,L 15-16,,,,,,0,,,,,0.0%,,,,,,,
18,1999,1999-11-21,10,22.262,PIT,@,TEN,L 10-16,,,,,,0,,,,,0.0%,,,,,,,
19,1999,1999-11-28,11,22.269,PIT,,CIN,L 20-27,,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
20,1999,1999-12-02,12,22.273,PIT,@,JAX,L 6-20,,,,,,,,,,,0.0%,,,,,,,
21,1999,1999-12-12,13,22.283,PIT,,BAL,L 24-31,,,,,,,,,,,0.0%,,,,,,,
22,1999,1999-12-18,14,22.289,PIT,@,KAN,L 19-35,,0,0,,0,0,0,0,,0,0.0%,,1,9,9.00,0,0,0
23,2000,2000-09-03,1,23.183,PIT,,BAL,L 0-16,,,,,,,,,,,0.0%,,,,,,,
24,2000,2000-09-17,2,23.197,PIT,@,CLE,L 20-23,,2,22,11.00,0,3,2,8,4.00,0,66.7%,2.67,0,0,,0,0,0
25,2000,2000-09-24,3,23.204,PIT,,TEN,L 20-23,,4,21,5.25,0,4,3,36,12.00,0,75.0%,9.00,0,0,,0,0,0
26,2000,2000-10-01,4,23.211,PIT,@,JAX,W 24-13,,7,51,7.29,1,2,2,39,19.50,0,100.0%,19.50,0,0,,0,1,6
27,2000,2000-10-08,5,23.218,PIT,@,NYJ,W 20-3,,7,35,5.00,0,2,2,23,11.50,0,100.0%,11.50,0,0,,0,0,0
28,2000,2000-10-15,6,23.225,PIT,,CIN,W 15-0,,0,0,,0,5,2,1,0.50,0,40.0%,0.20,0,0,,0,0,0
