ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
1,1950,1950-09-17,1,23.235,GNB,,DET,L 7-45,3,16,5.33,0,0,0,,0,0,0,,0,0,,,,,,
2,1950,1950-09-24,2,23.242,GNB,,WAS,W 35-21,6,28,4.67,0,0,0,,0,0,0,,0,0,,,,,,
3,1950,1950-10-19,6,23.267,GNB,@,NYY,L 17-35,2,-10,-5.00,0,0,0,,0,0,0,,0,0,,,,,,
4,1950,1950-11-05,7,23.284,GNB,@,BAL,L 21-41,2,4,2.00,0,0,0,,0,0,0,,0,0,,,,,,
5,1950,1950-11-12,8,23.291,GNB,,RAM,L 14-45,0,0,,0,1,20,20.00,0,0,0,,0,0,,,,,,
6,1950,1950-11-19,9,23.298,GNB,@,DET,L 21-24,0,0,,0,2,65,32.50,0,0,0,,0,0,,,,,,
7,1950,1950-11-26,10,23.305,GNB,,SFO,W 25-21,0,0,,0,1,4,4.00,0,0,0,,0,0,,,,,,
8,1950,1950-12-03,11,23.312,GNB,@,RAM,L 14-51,1,1,1.00,0,0,0,,0,0,0,,0,0,,,,,,
9,1951,1951-09-30,1,24.248,GNB,,CHI,L 20-31,0,0,,0,1,7,7.00,0,0,0,,0,0,,,,,,
10,1951,1951-10-21,4,24.269,GNB,,RAM,L 0-28,1,32,32.00,0,0,0,,0,0,0,,0,0,,,,,,
11,1951,1951-10-28,5,24.276,GNB,@,NYY,W 29-27,0,0,,0,4,130,32.50,1,0,0,,0,0,,,,,,
12,1951,1951-11-04,6,24.283,GNB,,DET,L 17-24,1,-6,-6.00,0,1,25,25.00,1,0,0,,0,0,,,,,,
13,1951,1951-11-11,7,24.290,GNB,@,PIT,L 7-28,2,-6,-3.00,0,1,2,2.00,0,0,0,,0,0,,,,,,
14,1951,1951-11-18,8,24.297,GNB,@,CHI,L 13-24,0,0,,0,1,23,23.00,0,0,0,,0,0,,,,,,
15,1951,1951-12-02,10,24.311,GNB,,NYY,L 28-31,0,0,,0,1,12,12.00,0,0,0,,0,0,,,,,,
16,1951,1951-12-16,12,24.325,GNB,@,RAM,L 14-42,0,0,,0,1,21,21.00,0,0,0,,0,0,,,,,,
17,1952,1952-10-03,2,25.252,DET,@,RAM,W 17-14,3,14,4.67,0,1,25,25.00,0,0,0,,0,0,,,,,,
18,1952,1952-10-12,3,25.261,DET,,SFO,L 0-28,5,8,1.60,0,2,55,27.50,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
19,1952,1952-10-19,4,25.268,DET,,RAM,W 24-16,6,-1,-0.17,0,0,0,,0,0,0,,0,0,,,,,,
20,1952,1952-10-26,5,25.275,DET,@,GNB,W 52-17,11,61,5.55,0,4,69,17.25,2,0,0,,0,0,,,,,,
21,1952,1952-11-02,6,25.282,DET,,CLE,W 17-6,9,20,2.22,0,5,62,12.40,0,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00
22,1952,1952-11-09,7,25.289,DET,@,PIT,W 31-6,6,71,11.83,2,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
23,1952,1952-11-16,8,25.296,DET,,DTX,W 43-13,5,12,2.40,0,1,31,31.00,0,0,0,,0,0,,,,,,
24,1952,1952-11-23,9,25.303,DET,@,CHI,L 23-24,9,28,3.11,0,2,49,24.50,0,0,0,,0,0,,,,,,
25,1952,1952-11-27,10,25.307,DET,,GNB,W 48-24,6,11,1.83,0,1,11,11.00,0,0,0,,0,0,,,,,,
26,1952,1952-12-07,11,25.317,DET,,CHI,W 45-21,1,-2,-2.00,0,1,14,14.00,0,0,0,,0,0,,,,,,
27,1953,1953-09-27,1,26.245,DET,,PIT,W 38-21,1,5,5.00,0,0,0,,0,0,0,,0,0,,,,,,
28,1953,1953-10-18,4,26.266,DET,,RAM,L 19-31,1,17,17.00,0,0,0,,0,0,0,,0,0,,,,,,
29,1953,1953-11-01,6,26.280,DET,@,RAM,L 24-37,2,11,5.50,0,0,0,,0,0,0,,0,0,,,,,,
30,1953,1953-11-07,7,26.286,DET,,BAL,W 17-7,3,4,1.33,0,0,0,,0,0,0,,0,0,,,,,,
31,1953,1953-11-15,8,26.294,DET,@,GNB,W 14-7,6,17,2.83,0,0,0,,0,0,0,,0,0,,,,,,
32,1953,1953-11-22,9,26.301,DET,@,CHI,W 20-16,2,7,3.50,0,1,15,15.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
33,1953,1953-11-26,10,26.305,DET,,GNB,W 34-15,3,5,1.67,0,1,9,9.00,0,0,0,,0,0,,,,,,
34,1953,1953-12-06,11,26.315,DET,,CHI,W 13-7,1,7,7.00,0,0,0,,0,0,0,,0,0,,,,,,
35,1954,1954-09-26,1,27.244,DET,,CHI,W 48-23,0,0,,0,1,25,25.00,0,0,0,,0,0,,,,,,
36,1954,1954-10-10,2,27.258,DET,,RAM,W 21-3,5,14,2.80,0,0,0,,0,0,0,,0,0,,,,,,
37,1954,1954-10-16,3,27.264,DET,,BAL,W 35-0,1,1,1.00,0,6,98,16.33,2,0,0,,0,0,,,,,,
38,1954,1954-10-24,4,27.272,DET,@,SFO,L 31-37,0,0,,0,4,61,15.25,0,0,0,,0,0,,,,,,
39,1954,1954-10-31,5,27.279,DET,@,RAM,W 27-24,0,0,,0,1,14,14.00,0,0,0,,0,0,,,,,,
40,1954,1954-11-14,7,27.293,DET,,SFO,W 48-7,2,22,11.00,0,1,25,25.00,1,0,0,,0,0,,,,,,
41,1954,1954-11-21,8,27.300,DET,@,GNB,W 21-17,0,0,,0,2,34,17.00,1,0,0,,0,0,,,,,,
42,1954,1954-11-25,9,27.304,DET,,GNB,W 28-24,0,0,,0,2,21,10.50,0,0,0,,0,0,,,,,,
43,1954,1954-12-05,10,27.314,DET,,PHI,T 13-13,0,0,,0,2,47,23.50,0,0,0,,0,0,,,,,,
