ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
44,1954,1954-12-12,11,27.321,DET,@,CHI,L 24-28,0,0,,0,4,40,10.00,2,0,0,,0,0,,,,,,
45,1954,1954-12-19,12,27.328,DET,@,CLE,W 14-10,1,-1,-1.00,0,4,56,14.00,1,0,0,,0,0,,,,,,
46,1955,1955-09-25,1,28.243,DET,@,GNB,L 17-20,0,0,,0,3,42,14.00,0,0,0,,0,0,,,,,,
47,1955,1955-10-01,2,28.249,DET,@,BAL,L 13-28,0,0,,0,7,89,12.71,0,0,0,,0,0,,,,,,
48,1955,1955-10-09,3,28.257,DET,,RAM,L 10-17,0,0,,0,3,39,13.00,0,0,0,,0,0,,,,,,
49,1955,1955-10-23,5,28.271,DET,@,RAM,L 13-24,0,0,,0,3,54,18.00,0,0,0,,0,0,,,,,,
50,1955,1955-10-30,6,28.278,DET,@,SFO,L 21-38,0,0,,0,1,11,11.00,0,0,0,,0,0,,,,,,
51,1955,1955-11-13,8,28.292,DET,@,PIT,W 31-28,2,-10,-5.00,0,0,0,,0,0,0,,0,0,,,,,,
52,1955,1955-11-20,9,28.299,DET,,CHI,L 14-24,1,3,3.00,0,5,66,13.20,0,0,0,,0,0,,,,,,
53,1955,1955-12-04,11,28.313,DET,@,CHI,L 20-21,2,11,5.50,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
54,1955,1955-12-11,12,28.320,DET,,NYG,L 19-24,5,23,4.60,0,1,0,0.00,0,0,0,,0,0,,,,,,
55,1956,1956-09-30,1,29.249,DET,@,GNB,W 20-16,13,52,4.00,0,1,7,7.00,0,0,0,,0,0,,,,,,
56,1956,1956-10-06,2,29.255,DET,@,BAL,W 31-14,1,3,3.00,0,1,10,10.00,0,0,0,,0,0,,,,,,
57,1956,1956-10-14,3,29.263,DET,,RAM,W 24-21,1,2,2.00,0,0,0,,0,0,0,,0,0,,,,,,
58,1956,1956-10-21,4,29.270,DET,,SFO,W 20-17,0,0,,0,1,16,16.00,0,0,0,,0,0,,,,,,
59,1956,1956-11-18,8,29.298,DET,,BAL,W 27-3,1,7,7.00,0,0,0,,0,0,0,,0,0,,,,,,
60,1956,1956-12-02,10,29.312,DET,,CHI,W 42-10,1,3,3.00,0,0,0,,0,1,1,100.00,19,0,0,118.7,0,0,19.00,19.00
61,1957,1957-09-29,1,30.247,PIT,,WAS,W 28-7,0,0,,0,3,84,28.00,2,0,0,,0,0,,,,,,
62,1957,1957-10-05,2,30.253,PIT,,CLE,L 12-23,0,0,,0,2,53,26.50,2,0,0,,0,0,,,,,,
63,1957,1957-10-20,4,30.268,PIT,@,NYG,L 0-35,2,-5,-2.50,0,5,77,15.40,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
64,1957,1957-10-27,5,30.275,PIT,,PHI,W 6-0,0,0,,0,2,31,15.50,0,0,0,,0,0,,,,,,
65,1957,1957-11-03,6,30.282,PIT,@,BAL,W 19-13,0,0,,0,1,24,24.00,0,0,0,,0,0,,,,,,
66,1957,1957-11-10,7,30.289,PIT,@,CLE,L 0-24,0,0,,0,2,52,26.00,0,0,0,,0,0,,,,,,
67,1957,1957-11-24,8,30.303,PIT,,GNB,L 10-27,0,0,,0,3,37,12.33,0,0,0,,0,0,,,,,,
68,1957,1957-12-01,9,30.310,PIT,@,PHI,L 6-7,0,0,,0,1,8,8.00,0,0,0,,0,0,,,,,,
69,1957,1957-12-15,11,30.324,PIT,@,WAS,L 3-10,0,0,,0,2,53,26.50,0,0,0,,0,0,,,,,,
