ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1978,1978-09-24,4,22.120,NWE,@,OAK,W 21-14,3,3,100.0,,,,0,3,,,,
2,1978,1978-10-01,5,22.127,NWE,,SDG,W 28-23,4,4,100.0,,1,0.0,0,4,0,0,,0
3,1980,1980-09-07,1,24.103,KAN,,OAK,L 14-27,2,2,100.0,,,,0,2,,,,
4,1980,1980-09-14,2,24.110,KAN,,SEA,L 16-17,1,1,100.0,3,3,100.0,0,10,0,0,,0
5,1980,1980-09-21,3,24.117,KAN,@,CLE,L 13-20,1,1,100.0,2,2,100.0,0,7,0,0,,0
6,1980,1980-09-28,4,24.124,KAN,,SDG,L 7-24,1,1,100.0,,,,0,1,,,,
7,1980,1980-10-05,5,24.131,KAN,@,OAK,W 31-17,4,4,100.0,1,1,100.0,0,7,0,0,,0
8,1980,1980-10-12,6,24.138,KAN,,HOU,W 21-20,3,3,100.0,,1,0.0,0,3,0,0,,0
9,1980,1980-10-19,7,24.145,KAN,@,DEN,W 23-17,2,2,100.0,3,3,100.0,0,11,0,0,,0
10,1980,1980-10-26,8,24.152,KAN,,DET,W 20-17,2,2,100.0,2,2,100.0,0,8,0,0,,0
11,1980,1980-11-02,9,24.159,KAN,,BAL,L 24-31,3,3,100.0,1,2,50.0,0,6,0,0,,0
12,1980,1980-11-09,10,24.166,KAN,@,SEA,W 31-30,4,4,100.0,1,1,100.0,0,7,0,0,,0
13,1980,1980-11-16,11,24.173,KAN,@,SDG,L 7-20,1,1,100.0,,,,0,1,,,,
14,1980,1980-11-23,12,24.180,KAN,@,STL,W 21-13,3,3,100.0,,,,0,3,,,,
15,1980,1980-11-30,13,24.187,KAN,,CIN,L 6-20,,,,2,3,66.7,0,6,0,0,,0
16,1980,1980-12-07,14,24.194,KAN,,DEN,W 31-14,4,4,100.0,1,1,100.0,0,7,0,0,,0
17,1980,1980-12-14,15,24.201,KAN,@,PIT,L 16-21,1,1,100.0,3,5,60.0,0,10,0,0,,0
18,1980,1980-12-21,16,24.208,KAN,@,BAL,W 38-28,5,5,100.0,1,2,50.0,0,8,0,0,,0
19,1981,1981-09-06,1,25.102,KAN,@,PIT,W 37-33,4,4,100.0,3,4,75.0,0,13,0,0,,0
20,1981,1981-09-13,2,25.109,KAN,,TAM,W 19-10,1,1,100.0,4,4,100.0,0,13,0,0,,0
21,1981,1981-09-20,3,25.116,KAN,,SDG,L 31-42,4,4,100.0,1,2,50.0,0,7,0,0,,0
22,1981,1981-09-27,4,25.123,KAN,@,SEA,W 20-14,2,2,100.0,2,3,66.7,0,8,0,0,,0
23,1981,1981-10-04,5,25.130,KAN,@,NWE,L 17-33,2,2,100.0,1,2,50.0,0,5,0,0,,0
24,1981,1981-10-11,6,25.137,KAN,,OAK,W 27-0,3,3,100.0,2,2,100.0,0,9,0,0,,0
25,1981,1981-10-18,7,25.144,KAN,,DEN,W 28-14,4,4,100.0,,1,0.0,0,4,0,0,,0
26,1981,1981-10-25,8,25.151,KAN,@,OAK,W 28-17,4,4,100.0,,1,0.0,0,4,0,0,,0
27,1981,1981-11-01,9,25.158,KAN,@,SDG,L 20-22,2,2,100.0,2,2,100.0,0,8,0,0,,0
28,1981,1981-11-08,10,25.165,KAN,,CHI,L 13-16,1,1,100.0,2,3,66.7,0,7,0,0,,0
29,1981,1981-11-15,11,25.172,KAN,,HOU,W 23-10,2,2,100.0,3,3,100.0,0,11,0,0,,0
30,1981,1981-11-22,12,25.179,KAN,,SEA,W 40-13,4,5,80.0,2,2,100.0,0,10,0,0,,0
31,1981,1981-11-26,13,25.183,KAN,@,DET,L 10-27,1,1,100.0,1,1,100.0,0,4,0,0,,0
32,1981,1981-12-06,14,25.193,KAN,@,DEN,L 13-16,1,1,100.0,2,4,50.0,0,7,0,0,,0
33,1981,1981-12-13,15,25.200,KAN,,MIA,L 7-17,1,1,100.0,,,,0,1,,,,
34,1981,1981-12-20,16,25.207,KAN,@,MIN,W 10-6,1,1,100.0,1,2,50.0,0,4,0,0,,0
35,1982,1982-09-12,1,26.108,KAN,@,BUF,L 9-14,,,,3,4,75.0,0,9,0,0,,0
36,1982,1982-09-19,2,26.115,KAN,,SDG,W 19-12,1,1,100.0,4,4,100.0,0,13,0,0,,0
37,1982,1982-11-21,3,26.178,KAN,@,NOR,L 17-27,2,2,100.0,1,2,50.0,0,5,0,0,,0
38,1982,1982-11-28,4,26.185,KAN,@,RAM,L 14-20,2,2,100.0,,1,0.0,0,2,0,0,,0
39,1982,1982-12-05,5,26.192,KAN,@,PIT,L 14-35,2,2,100.0,,,,0,2,,,,
40,1982,1982-12-12,6,26.199,KAN,,RAI,L 16-21,1,1,100.0,3,4,75.0,0,10,0,0,,0
41,1982,1982-12-19,7,26.206,KAN,@,DEN,W 37-16,4,4,100.0,3,3,100.0,0,13,0,0,,0
42,1982,1982-12-26,8,26.213,KAN,,SFO,L 13-26,1,1,100.0,2,3,66.7,0,7,0,0,,0
43,1982,1983-01-02,9,26.220,KAN,,NYJ,W 37-13,4,4,100.0,3,3,100.0,0,13,0,0,,0
44,1983,1983-09-04,1,27.100,KAN,,SEA,W 17-13,2,2,100.0,1,1,100.0,0,5,0,0,,0
45,1983,1983-09-12,2,27.108,KAN,,SDG,L 14-17,2,2,100.0,,,,0,2,,,,
46,1983,1983-09-18,3,27.114,KAN,@,WAS,L 12-27,,,,4,5,80.0,0,12,0,0,,0
47,1983,1983-09-25,4,27.121,KAN,@,MIA,L 6-14,,,,2,2,100.0,0,6,0,0,,0
48,1983,1983-10-02,5,27.128,KAN,,STL,W 38-14,5,5,100.0,1,1,100.0,0,8,0,0,,0
49,1983,1983-10-09,6,27.135,KAN,@,RAI,L 20-21,2,2,100.0,2,3,66.7,0,8,0,0,,0
50,1983,1983-10-16,7,27.142,KAN,,NYG,W 38-17,5,5,100.0,1,1,100.0,0,8,0,0,,0
51,1983,1983-10-23,8,27.149,KAN,@,HOU,W 13-10,1,1,100.0,2,3,66.7,0,7,0,0,,0
52,1983,1983-10-30,9,27.156,KAN,@,DEN,L 24-27,3,3,100.0,1,1,100.0,0,6,0,0,,0
53,1983,1983-11-06,10,27.163,KAN,,RAI,L 20-28,2,2,100.0,2,3,66.7,0,8,0,0,,0
54,1983,1983-11-13,11,27.170,KAN,,CIN,W 20-15,2,2,100.0,2,2,100.0,0,8,0,0,,0
55,1983,1983-11-20,12,27.177,KAN,@,DAL,L 21-41,3,3,100.0,,1,0.0,0,3,0,0,,0
56,1983,1983-11-27,13,27.184,KAN,@,SEA,L 48-51,6,7,85.7,,,,0,6,,,,
57,1983,1983-12-04,14,27.191,KAN,,BUF,L 9-14,,,,3,4,75.0,0,9,0,0,,0
58,1983,1983-12-11,15,27.198,KAN,@,SDG,L 38-41,5,5,100.0,1,1,100.0,0,8,0,0,,0
59,1983,1983-12-18,16,27.205,KAN,,DEN,W 48-17,6,6,100.0,2,2,100.0,0,12,0,0,,0
60,1984,1984-09-02,1,28.098,KAN,@,PIT,W 37-27,4,4,100.0,3,3,100.0,0,13,0,0,,0
61,1984,1984-09-09,2,28.105,KAN,@,CIN,W 27-22,3,3,100.0,2,2,100.0,0,9,0,0,,0
62,1984,1984-09-16,3,28.112,KAN,,RAI,L 20-22,2,2,100.0,2,3,66.7,0,8,0,0,,0
63,1984,1984-09-23,4,28.119,KAN,@,DEN,L 0-21,,,,,2,0.0,0,0,0,0,,0
64,1984,1984-09-30,5,28.126,KAN,,CLE,W 10-6,1,1,100.0,1,1,100.0,0,4,0,0,,0
65,1984,1984-10-07,6,28.133,KAN,,NYJ,L 16-17,1,1,100.0,3,3,100.0,0,10,0,0,,0
66,1984,1984-10-14,7,28.140,KAN,,SDG,W 31-13,4,4,100.0,1,1,100.0,0,7,0,0,,0
67,1984,1984-10-21,8,28.147,KAN,@,NYJ,L 7-28,1,1,100.0,,1,0.0,0,1,0,0,,0
68,1984,1984-10-28,9,28.154,KAN,,TAM,W 24-20,3,3,100.0,1,3,33.3,0,6,0,0,,0
69,1984,1984-11-04,10,28.161,KAN,@,SEA,L 0-45,,,,,,,,,,,,
70,1984,1984-11-11,11,28.168,KAN,,HOU,L 16-17,1,1,100.0,3,3,100.0,0,10,0,0,,0
71,1984,1984-11-18,12,28.175,KAN,@,RAI,L 7-17,1,1,100.0,,1,0.0,0,1,0,0,,0
72,1984,1984-11-25,13,28.182,KAN,@,NYG,L 27-28,3,3,100.0,2,2,100.0,0,9,0,0,,0
73,1984,1984-12-02,14,28.189,KAN,,DEN,W 16-13,1,1,100.0,3,4,75.0,0,10,0,0,,0
74,1984,1984-12-09,15,28.196,KAN,,SEA,W 34-7,4,4,100.0,2,4,50.0,0,10,0,0,,0
75,1984,1984-12-16,16,28.203,KAN,@,SDG,W 42-21,6,6,100.0,,,,0,6,,,,
76,1985,1985-09-08,1,29.104,KAN,@,NOR,W 47-27,5,5,100.0,4,4,100.0,0,17,0,0,,0
77,1985,1985-09-12,2,29.108,KAN,,RAI,W 36-20,3,3,100.0,5,5,100.0,0,18,0,0,,0
78,1985,1985-09-22,3,29.118,KAN,@,MIA,L 0-31,,,,,1,0.0,0,0,0,0,,0
79,1985,1985-09-29,4,29.125,KAN,,SEA,W 28-7,4,4,100.0,,,,0,4,,,,
80,1985,1985-10-06,5,29.132,KAN,@,RAI,L 10-19,1,1,100.0,1,1,100.0,0,4,0,0,,0
81,1985,1985-10-13,6,29.139,KAN,@,SDG,L 20-31,2,2,100.0,2,2,100.0,0,8,0,0,,0
82,1985,1985-10-20,7,29.146,KAN,,RAM,L 0-16,,,,,1,0.0,0,0,0,0,,0
83,1985,1985-10-27,8,29.153,KAN,,DEN,L 10-30,1,1,100.0,1,1,100.0,0,4,0,0,,0
84,1985,1985-11-03,9,29.160,KAN,@,HOU,L 20-23,2,2,100.0,2,3,66.7,0,8,0,0,,0
85,1985,1985-11-10,10,29.167,KAN,,PIT,L 28-36,4,4,100.0,,,,0,4,,,,
86,1985,1985-11-17,11,29.174,KAN,@,SFO,L 3-31,,,,1,1,100.0,0,3,0,0,,0
87,1985,1985-11-24,12,29.181,KAN,,IND,W 20-7,2,2,100.0,2,2,100.0,0,8,0,0,,0
88,1985,1985-12-01,13,29.188,KAN,@,SEA,L 6-24,,,,2,2,100.0,0,6,0,0,,0
89,1985,1985-12-08,14,29.195,KAN,,ATL,W 38-10,5,5,100.0,1,1,100.0,0,8,0,0,,0
90,1985,1985-12-14,15,29.201,KAN,@,DEN,L 13-14,1,1,100.0,2,2,100.0,0,7,0,0,,0
91,1985,1985-12-22,16,29.209,KAN,,SDG,W 38-34,5,5,100.0,1,1,100.0,0,8,0,0,,0
92,1986,1986-09-07,1,30.103,KAN,,CIN,W 24-14,3,3,100.0,1,2,50.0,0,6,0,0,,0
93,1986,1986-09-14,2,30.110,KAN,@,SEA,L 17-23,2,2,100.0,1,1,100.0,0,5,0,0,,0
94,1986,1986-09-21,3,30.117,KAN,,HOU,W 27-13,3,3,100.0,2,2,100.0,0,9,0,0,,0
95,1986,1986-09-28,4,30.124,KAN,@,BUF,W 20-17,2,2,100.0,2,2,100.0,0,8,0,0,,0
96,1986,1986-10-05,5,30.131,KAN,,RAI,L 17-24,2,2,100.0,1,1,100.0,0,5,0,0,,0
97,1986,1986-10-12,6,30.138,KAN,@,CLE,L 7-20,1,1,100.0,,,,0,1,,,,
