ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
98,1986,1986-10-19,7,30.145,KAN,,SDG,W 42-41,6,6,100.0,,,,0,6,,,,
99,1986,1986-10-26,8,30.152,KAN,,TAM,W 27-20,3,3,100.0,2,3,66.7,0,9,0,0,,0
100,1986,1986-11-02,9,30.159,KAN,@,SDG,W 24-23,3,3,100.0,1,2,50.0,0,6,0,0,,0
101,1986,1986-11-09,10,30.166,KAN,,SEA,W 27-7,3,3,100.0,2,2,100.0,0,9,0,0,,0
102,1986,1986-11-16,11,30.173,KAN,@,DEN,L 17-38,2,2,100.0,1,1,100.0,0,5,0,0,,0
103,1986,1986-11-23,12,30.180,KAN,@,STL,L 14-23,2,2,100.0,,1,0.0,0,2,0,0,,0
104,1986,1986-11-30,13,30.187,KAN,,BUF,L 14-17,2,2,100.0,,2,0.0,0,2,0,0,,0
105,1986,1986-12-07,14,30.194,KAN,,DEN,W 37-10,4,4,100.0,3,3,100.0,0,13,0,0,,0
106,1986,1986-12-14,15,30.201,KAN,@,RAI,W 20-17,2,2,100.0,2,3,66.7,0,8,0,0,,0
107,1986,1986-12-21,16,30.208,KAN,@,PIT,W 24-19,3,3,100.0,1,1,100.0,0,6,0,0,,0
108,1987,1987-09-13,1,31.109,KAN,,SDG,W 20-13,2,2,100.0,2,2,100.0,0,8,0,0,,0
109,1987,1987-09-20,2,31.116,KAN,@,SEA,L 14-43,2,2,100.0,,,,0,2,,,,
110,1987,1987-10-25,6,31.151,KAN,@,SDG,L 21-42,3,3,100.0,,,,0,3,,,,
111,1987,1987-11-01,7,31.158,KAN,@,CHI,L 28-31,4,4,100.0,,1,0.0,0,4,0,0,,0
112,1987,1987-11-08,8,31.165,KAN,,PIT,L 16-17,1,1,100.0,3,3,100.0,0,10,0,0,,0
113,1987,1987-11-15,9,31.172,KAN,,NYJ,L 9-16,,,,3,3,100.0,0,9,0,0,,0
114,1987,1987-11-22,10,31.179,KAN,,GNB,L 3-23,,,,1,2,50.0,0,3,0,0,,0
115,1987,1987-11-26,11,31.183,KAN,@,DET,W 27-20,3,3,100.0,2,2,100.0,0,9,0,0,,0
116,1987,1987-12-06,12,31.193,KAN,@,CIN,L 27-30,3,3,100.0,2,2,100.0,0,9,0,0,,0
117,1987,1987-12-13,13,31.200,KAN,,RAI,W 16-10,1,1,100.0,3,3,100.0,0,10,0,0,,0
118,1987,1987-12-19,14,31.206,KAN,@,DEN,L 17-20,2,2,100.0,1,3,33.3,0,5,0,0,,0
119,1987,1987-12-27,15,31.214,KAN,,SEA,W 41-20,5,5,100.0,2,2,100.0,0,11,0,0,,0
120,1988,1988-09-04,1,32.100,KAN,,CLE,L 3-6,,,,1,1,100.0,0,3,0,0,,0
121,1988,1988-09-11,2,32.107,KAN,@,SEA,L 10-31,1,1,100.0,1,1,100.0,0,4,0,0,,0
122,1988,1988-09-18,3,32.114,KAN,,DEN,W 20-13,2,2,100.0,2,2,100.0,0,8,0,0,,0
123,1988,1988-09-25,4,32.121,KAN,,SDG,L 23-24,3,3,100.0,,,,0,3,,,,
124,1988,1988-10-02,5,32.128,KAN,@,NYJ,T 17-17,2,2,100.0,1,1,100.0,0,5,0,0,,0
125,1988,1988-10-09,6,32.135,KAN,@,HOU,L 6-7,,,,2,2,100.0,0,6,0,0,,0
126,1988,1988-10-16,7,32.142,KAN,,RAI,L 17-27,2,2,100.0,1,1,100.0,0,5,0,0,,0
127,1988,1988-10-23,8,32.149,KAN,,DET,L 6-7,,,,2,2,100.0,0,6,0,0,,0
128,1988,1988-10-30,9,32.156,KAN,@,RAI,L 10-17,1,1,100.0,1,2,50.0,0,4,0,0,,0
129,1988,1988-11-06,10,32.163,KAN,@,DEN,L 11-17,,,,3,3,100.0,0,9,0,0,,0
130,1988,1988-11-13,11,32.170,KAN,,CIN,W 31-28,2,2,100.0,5,5,100.0,0,17,0,0,,0
131,1988,1988-11-20,12,32.177,KAN,,SEA,W 27-24,3,3,100.0,2,2,100.0,0,9,0,0,,0
132,1988,1988-11-27,13,32.184,KAN,@,PIT,L 10-16,1,1,100.0,1,1,100.0,0,4,0,0,,0
133,1988,1988-12-04,14,32.191,KAN,,NYJ,W 38-34,5,5,100.0,1,2,50.0,0,8,0,0,,0
134,1988,1988-12-11,15,32.198,KAN,@,NYG,L 12-28,,,,4,5,80.0,0,12,0,0,,0
135,1988,1988-12-18,16,32.205,KAN,@,SDG,L 13-24,1,1,100.0,,2,0.0,0,1,0,0,,0
136,1989,1989-09-10,1,33.106,KAN,@,DEN,L 20-34,2,2,100.0,2,3,66.7,0,8,0,0,,0
137,1989,1989-09-17,2,33.113,KAN,,RAI,W 24-19,3,3,100.0,1,2,50.0,0,6,0,0,,0
138,1989,1989-09-24,3,33.120,KAN,@,SDG,L 6-21,,,,2,3,66.7,0,6,0,0,,0
139,1989,1989-10-01,4,33.127,KAN,,CIN,L 17-21,2,2,100.0,1,1,100.0,0,5,0,0,,0
140,1989,1989-10-08,5,33.134,KAN,@,SEA,W 20-16,2,2,100.0,2,2,100.0,0,8,0,0,,0
141,1989,1989-10-15,6,33.141,KAN,@,RAI,L 14-20,2,2,100.0,,1,0.0,0,2,0,0,,0
142,1989,1989-10-22,7,33.148,KAN,,DAL,W 36-28,4,4,100.0,2,2,100.0,0,10,0,0,,0
143,1989,1989-10-29,8,33.155,KAN,@,PIT,L 17-23,2,2,100.0,1,1,100.0,0,5,0,0,,0
144,1989,1989-11-05,9,33.162,KAN,,SEA,W 20-10,2,2,100.0,2,3,66.7,0,8,0,0,,0
145,1989,1989-11-12,10,33.169,KAN,,DEN,L 13-16,1,1,100.0,2,2,100.0,0,7,0,0,,0
146,1989,1989-11-19,11,33.176,KAN,@,CLE,T 10-10,1,1,100.0,1,3,33.3,0,4,0,0,,0
147,1989,1989-11-26,12,33.183,KAN,,HOU,W 34-0,4,4,100.0,2,3,66.7,0,10,0,0,,0
148,1989,1989-12-03,13,33.190,KAN,,MIA,W 26-21,2,3,66.7,2,2,100.0,0,8,0,0,,0
149,1989,1989-12-10,14,33.197,KAN,@,GNB,W 21-3,3,3,100.0,,1,0.0,0,3,0,0,,0
150,1989,1989-12-17,15,33.204,KAN,,SDG,L 13-20,1,1,100.0,2,2,100.0,0,7,0,0,,0
151,1989,1989-12-24,16,33.211,KAN,@,MIA,W 27-24,3,3,100.0,2,2,100.0,0,9,0,0,,0
152,1990,1990-09-09,1,34.105,KAN,,MIN,W 24-21,3,3,100.0,1,1,100.0,0,6,0,0,,0
153,1990,1990-09-17,2,34.113,KAN,@,DEN,L 23-24,2,2,100.0,3,4,75.0,0,11,0,0,,0
154,1990,1990-09-23,3,34.119,KAN,@,GNB,W 17-3,2,2,100.0,1,1,100.0,0,5,0,0,,0
155,1990,1990-09-30,4,34.126,KAN,,CLE,W 34-0,4,4,100.0,2,2,100.0,0,10,0,0,,0
156,1990,1990-10-07,5,34.133,KAN,@,IND,L 19-23,1,1,100.0,4,5,80.0,0,13,0,0,,0
157,1990,1990-10-14,6,34.140,KAN,,DET,W 43-24,5,5,100.0,2,2,100.0,0,11,0,0,,0
158,1990,1990-10-21,7,34.147,KAN,@,SEA,L 7-19,1,1,100.0,,1,0.0,0,1,0,0,,0
159,1990,1990-11-04,8,34.161,KAN,,RAI,W 9-7,,,,3,3,100.0,0,9,0,0,,0
160,1990,1990-11-11,9,34.168,KAN,,SEA,L 16-17,1,1,100.0,3,3,100.0,0,10,0,0,,0
161,1990,1990-11-18,10,34.175,KAN,,SDG,W 27-10,3,3,100.0,2,2,100.0,0,9,0,0,,0
162,1990,1990-11-25,11,34.182,KAN,@,RAI,W 27-24,3,3,100.0,2,2,100.0,0,9,0,0,,0
163,1990,1990-12-02,12,34.189,KAN,@,NWE,W 37-7,4,4,100.0,3,3,100.0,0,13,0,0,,0
164,1990,1990-12-09,13,34.196,KAN,,DEN,W 31-20,4,4,100.0,1,1,100.0,0,7,0,0,,0
165,1990,1990-12-16,14,34.203,KAN,,HOU,L 10-27,1,1,100.0,1,1,100.0,0,4,0,0,,0
166,1990,1990-12-23,15,34.210,KAN,@,SDG,W 24-21,3,3,100.0,1,1,100.0,0,6,0,0,,0
167,1990,1990-12-29,16,34.216,KAN,@,CHI,W 21-10,,1,0.0,5,5,100.0,0,15,0,0,,0
168,1991,1991-09-01,1,35.097,KAN,,ATL,W 14-3,2,2,100.0,,1,0.0,0,2,0,0,,0
169,1991,1991-09-08,2,35.104,KAN,,NOR,L 10-17,1,1,100.0,1,1,100.0,0,4,0,0,,0
170,1991,1991-09-16,3,35.112,KAN,@,HOU,L 7-17,1,1,100.0,,,,0,1,,,,
171,1991,1991-09-22,4,35.118,KAN,,SEA,W 20-13,2,2,100.0,2,3,66.7,0,8,0,0,,0
172,1991,1991-09-29,5,35.125,KAN,@,SDG,W 14-13,2,2,100.0,,1,0.0,0,2,0,0,,0
173,1991,1991-10-07,6,35.133,KAN,,BUF,W 33-6,3,3,100.0,4,4,100.0,0,15,0,0,,0
174,1991,1991-10-13,7,35.139,KAN,,MIA,W 42-7,6,6,100.0,,,,0,6,,,,
175,1991,1991-10-20,8,35.146,KAN,@,DEN,L 16-19,1,1,100.0,3,3,100.0,0,10,0,0,,0
176,1991,1991-10-28,9,35.154,KAN,,RAI,W 24-21,3,3,100.0,1,1,100.0,0,6,0,0,,0
177,1991,1991-11-10,10,35.167,KAN,@,RAM,W 27-20,3,3,100.0,2,2,100.0,0,9,0,0,,0
178,1991,1991-11-17,11,35.174,KAN,,DEN,L 20-24,2,2,100.0,2,2,100.0,0,8,0,0,,0
179,1991,1991-11-24,12,35.181,KAN,@,CLE,L 15-20,1,1,100.0,2,2,100.0,0,7,0,0,,0
180,1991,1991-12-01,13,35.188,KAN,@,SEA,W 19-6,1,1,100.0,4,4,100.0,0,13,0,0,,0
181,1991,1991-12-08,14,35.195,KAN,,SDG,W 20-17,2,2,100.0,2,2,100.0,0,8,0,0,,0
182,1991,1991-12-14,15,35.201,KAN,@,SFO,L 14-28,2,2,100.0,,,,0,2,,,,
183,1991,1991-12-22,16,35.209,KAN,@,RAI,W 27-21,3,3,100.0,2,4,50.0,0,9,0,0,,0
184,1992,1992-09-06,1,36.102,KAN,@,SDG,W 24-10,3,3,100.0,1,1,100.0,0,6,0,0,,0
185,1992,1992-09-13,2,36.109,KAN,,SEA,W 26-7,2,2,100.0,2,2,100.0,0,8,0,0,,0
186,1992,1992-09-20,3,36.116,KAN,@,HOU,L 20-23,2,2,100.0,2,3,66.7,0,8,0,0,,0
187,1992,1992-09-28,4,36.124,KAN,,RAI,W 27-7,3,3,100.0,2,2,100.0,0,9,0,0,,0
188,1992,1992-10-04,5,36.130,KAN,@,DEN,L 19-20,1,1,100.0,4,5,80.0,0,13,0,0,,0
189,1992,1992-10-11,6,36.137,KAN,,PHI,W 24-17,3,3,100.0,1,1,100.0,0,6,0,0,,0
190,1992,1992-10-18,7,36.144,KAN,@,DAL,L 10-17,1,1,100.0,1,1,100.0,0,4,0,0,,0
191,1992,1992-11-08,9,36.165,KAN,,SDG,W 16-14,1,1,100.0,3,3,100.0,0,10,0,0,,0
192,1992,1992-11-15,10,36.172,KAN,,WAS,W 35-16,5,5,100.0,,,,0,5,,,,
193,1992,1992-11-22,11,36.179,KAN,@,SEA,W 24-14,3,3,100.0,1,1,100.0,0,6,0,0,,0
194,1992,1992-11-29,12,36.186,KAN,@,NYJ,W 23-7,2,2,100.0,3,3,100.0,0,11,0,0,,0
195,1992,1992-12-06,13,36.193,KAN,@,RAI,L 7-28,1,1,100.0,,,,0,1,4,141,35.25,0
196,1992,1992-12-13,14,36.200,KAN,,NWE,W 27-20,3,3,100.0,2,2,100.0,0,9,0,0,,0
197,1992,1992-12-19,15,36.206,KAN,@,NYG,L 21-35,3,3,100.0,,,,0,3,,,,
198,1992,1992-12-27,16,36.214,KAN,,DEN,W 42-20,6,6,100.0,,,,0,6,,,,
199,1993,1993-09-05,1,37.101,KAN,@,TAM,W 27-3,3,3,100.0,2,2,100.0,0,9,0,0,,0
200,1993,1993-09-12,2,37.108,KAN,@,HOU,L 0-30,,,,,1,0.0,0,0,0,0,,0
201,1993,1993-09-20,3,37.116,KAN,,DEN,W 15-7,,,,5,5,100.0,0,15,0,0,,0
202,1993,1993-10-03,4,37.129,KAN,,RAI,W 24-9,3,3,100.0,1,2,50.0,0,6,0,0,,0
203,1993,1993-10-10,5,37.136,KAN,,CIN,W 17-15,2,2,100.0,1,1,100.0,0,5,0,0,,0
204,1993,1993-10-17,6,37.143,KAN,@,SDG,W 17-14,2,2,100.0,1,2,50.0,0,5,0,0,,0
205,1993,1993-10-31,7,37.157,KAN,@,MIA,L 10-30,1,1,100.0,1,1,100.0,0,4,0,0,,0
206,1993,1993-11-08,8,37.165,KAN,,GNB,W 23-16,2,2,100.0,3,4,75.0,0,11,0,0,,0
207,1993,1993-11-14,9,37.171,KAN,@,RAI,W 31-20,4,4,100.0,1,2,50.0,0,7,0,0,,0
208,1993,1993-11-21,10,37.178,KAN,,CHI,L 17-19,2,2,100.0,1,1,100.0,0,5,0,0,,0
209,1993,1993-11-28,11,37.185,KAN,,BUF,W 23-7,2,2,100.0,3,3,100.0,0,11,0,0,,0
210,1993,1993-12-05,12,37.192,KAN,@,SEA,W 31-16,4,4,100.0,1,1,100.0,0,7,0,0,,0
211,1993,1993-12-12,13,37.199,KAN,@,DEN,L 21-27,3,3,100.0,,1,0.0,0,3,0,0,,0
212,1993,1993-12-19,14,37.206,KAN,,SDG,W 28-24,4,4,100.0,,,,0,4,,,,
213,1993,1993-12-26,15,37.213,KAN,@,MIN,L 10-30,1,1,100.0,1,1,100.0,0,4,0,0,,0
214,1993,1994-01-02,16,37.220,KAN,,SEA,W 34-24,4,4,100.0,2,2,100.0,0,10,0,0,,0
215,1994,1994-09-04,1,38.100,NYJ,@,BUF,W 23-3,2,2,100.0,3,3,100.0,0,11,0,0,,0
216,1994,1994-09-11,2,38.107,NYJ,,DEN,W 25-22,2,2,100.0,1,1,100.0,0,5,0,0,,0
217,1994,1994-09-18,3,38.114,NYJ,@,MIA,L 14-28,2,2,100.0,,,,0,2,,,,
218,1994,1994-09-25,4,38.121,NYJ,,CHI,L 7-19,1,1,100.0,,2,0.0,0,1,0,0,,0
219,1994,1994-10-02,5,38.128,NYJ,@,CLE,L 7-27,1,1,100.0,,,,0,1,,,,
220,1994,1994-10-09,6,38.135,NYJ,,IND,W 16-6,1,1,100.0,3,3,100.0,0,10,0,0,,0
221,1994,1994-10-16,7,38.142,NYJ,,NWE,W 24-17,3,3,100.0,1,2,50.0,0,6,0,0,,0
222,1994,1994-10-30,8,38.156,NYJ,@,IND,L 25-28,2,2,100.0,1,1,100.0,0,5,0,0,,0
223,1994,1994-11-06,9,38.163,NYJ,,BUF,W 22-17,1,2,50.0,3,3,100.0,0,10,0,0,,0
224,1994,1994-11-13,10,38.170,NYJ,@,GNB,L 10-17,1,1,100.0,1,1,100.0,0,4,0,0,,0
225,1994,1994-11-20,11,38.177,NYJ,@,MIN,W 31-21,4,4,100.0,1,1,100.0,0,7,0,0,,0
226,1994,1994-11-27,12,38.184,NYJ,,MIA,L 24-28,3,3,100.0,1,1,100.0,0,6,0,0,,0
227,1994,1994-12-04,13,38.191,NYJ,@,NWE,L 13-24,1,1,100.0,2,2,100.0,0,7,0,0,,0
228,1994,1994-12-10,14,38.197,NYJ,,DET,L 7-18,1,1,100.0,,,,0,1,,,,
229,1994,1994-12-18,15,38.205,NYJ,,SDG,L 6-21,,,,2,2,100.0,0,6,0,0,,0
230,1994,1994-12-24,16,38.211,NYJ,@,HOU,L 10-24,1,1,100.0,1,1,100.0,0,4,0,0,,0
231,1995,1995-09-03,1,39.099,NYJ,@,MIA,L 14-52,2,2,100.0,,1,0.0,0,2,0,0,,0
232,1995,1995-09-10,2,39.106,NYJ,,IND,L 24-27,3,3,100.0,1,1,100.0,0,6,0,0,,0
233,1995,1995-09-17,3,39.113,NYJ,,JAX,W 27-10,3,3,100.0,2,2,100.0,0,9,0,0,,0
234,1995,1995-09-24,4,39.120,NYJ,@,ATL,L 3-13,,,,1,1,100.0,0,3,0,0,,0
