ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1973,1973-10-14,5,24.220,BAL,@,BUF,L 13-31,0,0,,0,1,-3,-3.00,0,0,0,,0,0,0
2,1973,1973-10-28,7,24.234,BAL,,OAK,L 21-34,,,,,,,,,,,,,,
3,1973,1973-11-04,8,24.241,BAL,,HOU,L 27-31,,,,,,,,,,,,,,
4,1973,1973-11-11,9,24.248,BAL,@,MIA,L 0-44,1,37,37.00,0,0,0,,0,0,0,,0,0,0
5,1973,1973-11-18,10,24.255,BAL,@,WAS,L 14-22,,,,,,,,,,,,,,
6,1973,1973-11-25,11,24.262,BAL,,BUF,L 17-24,,,,,,,,,,,,,,
7,1973,1973-12-02,12,24.269,BAL,@,NYJ,L 17-20,,,,,,,,,,,,,,
8,1974,1974-09-29,3,25.205,BAL,@,PHI,L 10-30,1,14,14.00,0,0,0,,0,0,0,,0,0,0
9,1976,1976-09-12,1,27.188,GNB,,SFO,L 14-26,2,42,21.00,0,0,0,,0,0,0,,0,0,0
10,1976,1976-09-19,2,27.195,GNB,@,STL,L 0-29,1,12,12.00,0,0,0,,0,0,0,,0,0,0
11,1976,1976-09-26,3,27.202,GNB,@,CIN,L 7-28,,,,,,,,,,,,,,
12,1976,1976-10-03,4,27.209,GNB,,DET,W 24-14,,,,,,,,,,,,,,
13,1976,1976-10-10,5,27.216,GNB,,SEA,W 27-20,0,0,,0,0,0,,0,1,12,12.00,0,0,0
14,1976,1976-10-17,6,27.223,GNB,,PHI,W 28-13,,,,,,,,,,,,,,
15,1976,1976-10-24,7,27.230,GNB,@,OAK,L 14-18,,,,,,,,,,,,,,
16,1976,1976-11-07,9,27.244,GNB,,NOR,W 32-27,,,,,,,,,,,,,,
17,1976,1976-11-14,10,27.251,GNB,@,CHI,L 13-24,2,24,12.00,0,0,0,,0,0,0,,0,0,0
18,1976,1976-11-21,11,27.258,GNB,,MIN,L 10-17,2,27,13.50,0,0,0,,0,0,0,,0,0,0
19,1976,1976-11-28,12,27.265,GNB,,CHI,L 10-16,4,121,30.25,0,0,0,,0,0,0,,0,0,0
20,1976,1976-12-05,13,27.272,GNB,@,MIN,L 9-20,4,47,11.75,1,0,0,,0,0,0,,0,1,6
21,1976,1976-12-12,14,27.279,GNB,@,ATL,W 24-20,5,91,18.20,0,0,0,,0,0,0,,0,0,0
22,1977,1977-09-18,1,28.194,GNB,@,NOR,W 24-20,3,40,13.33,0,0,0,,0,0,0,,0,0,0
23,1977,1977-09-25,2,28.201,GNB,,HOU,L 10-16,,,,,,,,,,,,,,
24,1977,1977-10-16,5,28.222,GNB,@,DET,L 6-10,2,33,16.50,0,0,0,,0,0,0,,0,0,0
25,1977,1977-10-23,6,28.229,GNB,@,TAM,W 13-0,,,,,,,,,,,,,,
26,1977,1977-10-30,7,28.236,GNB,,CHI,L 0-26,3,57,19.00,0,0,0,,0,0,0,,0,0,0
27,1977,1977-11-06,8,28.243,GNB,@,KAN,L 10-20,1,14,14.00,0,0,0,,0,0,0,,0,0,0
28,1977,1977-11-13,9,28.250,GNB,,RAM,L 6-24,3,82,27.33,0,0,0,,0,0,0,,0,0,0
29,1977,1977-11-21,10,28.258,GNB,@,WAS,L 9-10,3,36,12.00,0,0,0,,0,0,0,,0,0,0
30,1977,1977-11-27,11,28.264,GNB,,MIN,L 6-13,2,27,13.50,0,0,0,,0,0,0,,0,0,0
31,1977,1977-12-04,12,28.271,GNB,,DET,W 10-9,1,19,19.00,0,0,0,,0,0,0,,0,0,0
32,1977,1977-12-11,13,28.278,GNB,@,CHI,L 10-21,2,36,18.00,0,0,0,,0,0,0,,0,0,0
33,1977,1977-12-18,14,28.285,GNB,,SFO,W 16-14,2,13,6.50,0,0,0,,0,0,0,,0,0,0
