ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1974,1974-09-15,1,22.045,HOU,,SDG,W 21-14,,,,,,,,,,,
2,1974,1974-09-22,2,22.052,HOU,@,CLE,L 7-20,,,,,,,,,,,
3,1974,1974-09-29,3,22.059,HOU,,KAN,L 7-17,,,,,,,,,,,
4,1974,1974-10-06,4,22.066,HOU,,PIT,L 7-13,,,,,,,,,,,
5,1974,1974-10-13,5,22.073,HOU,@,MIN,L 10-51,3,37,12.33,0,0,0,,0,0,0,0
6,1974,1974-10-20,6,22.080,HOU,,STL,L 27-31,,,,,,,,,,,
7,1974,1974-10-27,7,22.087,HOU,@,CIN,W 34-21,,,,,,,,,,,
8,1974,1974-11-03,8,22.094,HOU,@,NYJ,W 27-22,,,,,,,,,,,
9,1974,1974-11-10,9,22.101,HOU,@,BUF,W 21-9,,,,,,,,,,,
10,1974,1974-11-17,10,22.108,HOU,,CIN,W 20-3,,,,,,,,,,,
11,1974,1974-11-24,11,22.115,HOU,,DAL,L 0-10,,,,,,,,,,,
12,1974,1974-12-01,12,22.122,HOU,@,PIT,W 13-10,,,,,,,,,,,
13,1974,1974-12-08,13,22.129,HOU,@,DEN,L 14-37,,,,,,,,,,,
14,1974,1974-12-15,14,22.136,HOU,,CLE,W 28-24,,,,,,,,,,,
15,1975,1975-09-21,1,23.051,HOU,@,NWE,W 7-0,,,,,,,,,,,
16,1975,1975-09-28,2,23.058,HOU,,SDG,W 33-17,,,,,,,,,,,
17,1975,1975-10-05,3,23.065,HOU,,CIN,L 19-21,,,,,,,,,,,
18,1975,1975-10-12,4,23.072,HOU,@,CLE,W 40-10,0,0,,0,0,0,,0,1,5,0
19,1975,1975-10-19,5,23.079,HOU,,WAS,W 13-10,,,,,,,,,,,
20,1975,1975-10-26,6,23.086,HOU,,DET,W 24-8,,,,,,,,,,,
21,1975,1975-11-02,7,23.093,HOU,@,KAN,W 17-13,,,,,,,,,,,
22,1975,1975-11-09,8,23.100,HOU,@,PIT,L 17-24,,,,,,,,,,,
23,1975,1975-11-16,9,23.107,HOU,,MIA,W 20-19,,,,,,,,,,,
24,1975,1975-11-24,10,23.115,HOU,,PIT,L 9-32,,,,,,,,,,,
25,1975,1975-11-30,11,23.121,HOU,@,CIN,L 19-23,,,,,,,,,,,
26,1975,1975-12-07,12,23.128,HOU,@,SFO,W 27-13,,,,,,,,,,,
27,1975,1975-12-14,13,23.135,HOU,@,OAK,W 27-26,1,0,0.00,0,0,0,,0,0,0,0
28,1975,1975-12-21,14,23.142,HOU,,CLE,W 21-10,,,,,,,,,,,
29,1976,1976-09-12,1,24.042,HOU,,TAM,W 20-0,0,0,,0,2,10,5.00,0,2,58,0
30,1976,1976-09-19,2,24.049,HOU,@,BUF,W 13-3,,,,,,,,,,,
31,1976,1976-09-26,3,24.056,HOU,,OAK,L 13-14,,,,,,,,,,,
32,1976,1976-10-03,4,24.063,HOU,@,NOR,W 31-26,0,0,,0,0,0,,0,1,10,0
33,1976,1976-10-10,5,24.070,HOU,,DEN,W 17-3,,,,,,,,,,,
34,1976,1976-10-17,6,24.077,HOU,@,SDG,L 27-30,,,,,,,,,,,
35,1976,1976-10-24,7,24.084,HOU,,CIN,L 7-27,0,0,,0,1,0,0.00,0,0,0,0
36,1976,1976-11-01,8,24.092,HOU,@,BAL,L 14-38,,,,,,,,,,,
37,1976,1976-11-07,9,24.098,HOU,,CLE,L 7-21,,,,,,,,,,,
38,1976,1976-11-14,10,24.105,HOU,@,CIN,L 27-31,,,,,,,,,,,
39,1976,1976-11-21,11,24.112,HOU,@,PIT,L 16-32,0,0,,0,0,0,,0,1,2,0
40,1976,1976-11-28,12,24.119,HOU,,ATL,W 20-14,0,0,,0,0,0,,0,1,33,0
41,1976,1976-12-05,13,24.126,HOU,@,CLE,L 10-13,,,,,,,,,,,
42,1976,1976-12-11,14,24.132,HOU,,PIT,L 0-21,,,,,,,,,,,
43,1978,1978-09-03,1,26.033,HOU,@,ATL,L 14-20,,,,,,,,,,,
44,1978,1978-09-24,4,26.054,HOU,,RAM,L 6-10,,,,,,,,,,,
45,1978,1978-10-01,5,26.061,HOU,@,CLE,W 16-13,,,,,,,,,,,
46,1978,1978-10-23,8,26.083,HOU,@,PIT,W 24-17,,,,,,,,,,,
47,1978,1978-10-29,9,26.089,HOU,@,CIN,L 13-28,,,,,,,,,,,
48,1978,1978-11-05,10,26.096,HOU,,CLE,W 14-10,,,,,,,,,,,
49,1978,1978-11-12,11,26.103,HOU,@,NWE,W 26-23,,,,,,,,,,,
50,1978,1978-11-20,12,26.111,HOU,,MIA,W 35-30,,,,,,,,,,,
51,1978,1978-11-26,13,26.117,HOU,,CIN,W 17-10,,,,,,,,,,,
52,1978,1978-12-03,14,26.124,HOU,,PIT,L 3-13,0,0,,0,0,0,,0,1,6,0
53,1978,1978-12-10,15,26.131,HOU,@,NOR,W 17-12,,,,,,,,,,,
54,1978,1978-12-17,16,26.138,HOU,,SDG,L 24-45,,,,,,,,,,,
