ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2009,2009-09-20,2,22.296,PIT,@,CHI,L 14-17,,0,0,,0,0.0,0,0
2,2009,2009-09-27,3,22.303,PIT,@,CIN,L 20-23,,0,0,,0,0.0,0,2
3,2009,2009-10-04,4,22.310,PIT,,SDG,W 38-28,,0,0,,0,0.0,0,1
4,2009,2009-10-11,5,22.317,PIT,@,DET,W 28-20,,,,,,,,
5,2009,2009-10-18,6,22.324,PIT,,CLE,W 27-14,,0,0,,0,0.0,0,1
6,2009,2009-10-25,7,22.331,PIT,,MIN,W 27-17,,0,0,,0,0.0,0,0
7,2009,2009-11-09,8,22.346,PIT,@,DEN,W 28-10,,,,,,,,
8,2009,2009-11-15,9,22.352,PIT,,CIN,L 12-18,,,,,,,,
9,2009,2009-11-22,10,22.359,PIT,@,KAN,L 24-27,,,,,,,,
10,2009,2009-11-29,11,23.001,PIT,@,BAL,L 17-20,,0,0,,0,0.0,0,0
11,2009,2009-12-06,12,23.008,PIT,,OAK,L 24-27,,1,0,0.00,0,0.0,0,0
12,2009,2009-12-10,13,23.012,PIT,@,CLE,L 6-13,,1,13,13.00,0,0.0,1,0
13,2009,2009-12-20,14,23.022,PIT,,GNB,W 37-36,,1,10,10.00,0,0.0,2,0
14,2009,2009-12-27,15,23.029,PIT,,BAL,W 23-20,,0,0,,0,0.0,0,1
15,2009,2010-01-03,16,23.036,PIT,@,MIA,W 30-24,,0,0,,0,0.0,0,0
