ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
18,1980,1980-10-05,5,24.153,WAS,@,PHI,L 14-24,,,,,,,,,,,,,
19,1980,1980-10-13,6,24.161,WAS,@,DEN,L 17-20,,3,19,6.33,0,,,0,0,,0,0,0
20,1980,1980-10-19,7,24.167,WAS,,STL,W 23-0,,2,43,21.50,0,,,0,0,,0,0,0
21,1980,1980-10-26,8,24.174,WAS,,NOR,W 22-14,,2,4,2.00,0,,,0,0,,0,0,0
22,1980,1980-11-02,9,24.181,WAS,,MIN,L 14-39,,5,51,10.20,0,,,0,0,,0,0,0
23,1980,1980-11-09,10,24.188,WAS,@,CHI,L 21-35,,3,42,14.00,0,,,0,0,,0,0,0
24,1980,1980-11-16,11,24.195,WAS,,PHI,L 0-24,,2,23,11.50,0,,,0,0,,0,0,0
25,1980,1980-11-23,12,24.202,WAS,@,DAL,L 10-14,,2,25,12.50,0,,,0,0,,0,0,0
26,1980,1980-11-30,13,24.209,WAS,@,ATL,L 6-10,,2,26,13.00,0,,,0,0,,0,0,0
27,1980,1980-12-07,14,24.216,WAS,,SDG,W 40-17,,2,12,6.00,0,,,0,0,,0,0,0
28,1980,1980-12-13,15,24.222,WAS,,NYG,W 16-13,,5,44,8.80,0,,,0,0,,0,0,0
29,1980,1980-12-21,16,24.230,WAS,@,STL,W 31-7,,2,18,9.00,0,,,0,0,,0,0,0
30,1981,1981-09-06,1,25.124,WAS,,DAL,L 10-26,,1,32,32.00,0,,,0,0,,0,0,0
31,1981,1981-09-13,2,25.131,WAS,,NYG,L 7-17,,1,23,23.00,0,,,0,0,,0,0,0
32,1981,1981-09-20,3,25.138,WAS,@,STL,L 30-40,,2,12,6.00,0,,,0,0,,0,0,0
33,1981,1981-09-27,4,25.145,WAS,@,PHI,L 13-36,,2,33,16.50,0,,,0,0,,0,0,0
34,1981,1981-10-04,5,25.152,WAS,,SFO,L 17-30,,1,12,12.00,0,,,0,0,,0,0,0
35,1981,1981-10-11,6,25.159,WAS,@,CHI,W 24-7,,2,8,4.00,0,,,0,0,,0,0,0
36,1981,1981-10-18,7,25.166,WAS,@,MIA,L 10-13,,2,35,17.50,0,,,0,0,,0,0,0
37,1981,1981-10-25,8,25.173,WAS,,NWE,W 24-22,,2,16,8.00,0,,,0,0,,0,0,0
38,1981,1981-11-01,9,25.180,WAS,,STL,W 42-21,,3,42,14.00,0,,,0,0,,0,0,0
39,1981,1981-11-08,10,25.187,WAS,,DET,W 33-31,,1,14,14.00,0,,,0,0,,0,0,0
40,1981,1981-11-15,11,25.194,WAS,@,NYG,W 30-27,,5,43,8.60,1,,,0,0,,0,1,6
41,1981,1981-11-22,12,25.201,WAS,@,DAL,L 10-24,,0,0,,0,,,,,,,,
42,1981,1981-11-29,13,25.208,WAS,@,BUF,L 14-21,,4,38,9.50,0,,,0,0,,0,0,0
43,1981,1981-12-06,14,25.215,WAS,,PHI,W 15-13,,1,5,5.00,0,,,0,0,,0,0,0
44,1981,1981-12-13,15,25.222,WAS,,BAL,W 38-14,,1,7,7.00,0,,,0,0,,0,0,0
45,1981,1981-12-20,16,25.229,WAS,@,RAM,W 30-7,,1,15,15.00,0,,,0,0,,0,0,0
46,1982,1982-09-12,1,26.130,WAS,@,PHI,W 37-34,,4,73,18.25,0,,,0,0,,0,0,0
47,1982,1982-09-19,2,26.137,WAS,@,TAM,W 21-13,,2,15,7.50,0,,,0,0,,0,0,0
48,1982,1982-11-21,3,26.200,WAS,@,NYG,W 27-17,,1,4,4.00,0,,,0,0,,0,0,0
49,1982,1982-11-28,4,26.207,WAS,,PHI,W 13-9,,4,34,8.50,0,,,0,0,,0,0,0
50,1982,1982-12-05,5,26.214,WAS,,DAL,L 10-24,,5,59,11.80,0,,,0,0,,0,0,0
51,1982,1982-12-12,6,26.221,WAS,@,STL,W 12-7,,3,33,11.00,0,,,0,0,,0,0,0
52,1982,1982-12-19,7,26.228,WAS,,NYG,W 15-14,,4,33,8.25,0,,,0,0,,0,0,0
53,1982,1982-12-26,8,26.235,WAS,@,NOR,W 27-10,,2,32,16.00,0,,,0,0,,0,0,0
54,1982,1983-01-02,9,26.242,WAS,,STL,W 28-0,,2,27,13.50,0,,,0,0,,0,0,0
55,1983,1983-09-05,1,27.123,WAS,,DAL,L 30-31,,2,9,4.50,1,,,0,0,,0,1,6
56,1983,1983-09-11,2,27.129,WAS,@,PHI,W 23-13,,2,-4,-2.00,0,,,0,0,,0,0,0
57,1983,1983-09-18,3,27.136,WAS,,KAN,W 27-12,,1,12,12.00,1,,,0,0,,0,1,6
58,1983,1983-09-25,4,27.143,WAS,@,SEA,W 27-17,,1,8,8.00,0,,,0,0,,0,0,0
59,1983,1983-10-02,5,27.150,WAS,,RAI,W 37-35,,3,62,20.67,0,,,0,0,,0,0,0
60,1983,1983-10-09,6,27.157,WAS,@,STL,W 38-14,,0,0,,0,,,,,,,,
61,1983,1983-10-17,7,27.165,WAS,@,GNB,L 47-48,,4,70,17.50,0,,,0,0,,0,0,0
62,1983,1983-10-23,8,27.171,WAS,,DET,W 38-17,,1,16,16.00,0,,,0,0,,0,0,0
63,1983,1983-10-31,9,27.179,WAS,@,SDG,W 27-24,,0,0,,0,,,,,,,,
64,1983,1983-11-06,10,27.185,WAS,,STL,W 45-7,,1,2,2.00,0,,,0,0,,0,0,0
65,1983,1983-11-13,11,27.192,WAS,@,NYG,W 33-17,,2,17,8.50,0,,,0,0,,0,0,0
66,1983,1983-11-20,12,27.199,WAS,@,RAM,W 42-20,,1,6,6.00,0,,,0,0,,0,0,0
67,1983,1983-12-17,16,27.226,WAS,,NYG,W 31-22,,2,27,13.50,0,,,0,0,,0,0,0
68,1984,1984-09-02,1,28.120,WAS,,MIA,L 17-35,,2,29,14.50,0,,,0,0,,0,0,0
69,1984,1984-09-10,2,28.128,WAS,@,SFO,L 31-37,,3,37,12.33,0,,,0,0,,0,0,0
70,1984,1984-09-16,3,28.134,WAS,,NYG,W 30-14,,3,23,7.67,0,,,0,0,,0,0,0
71,1984,1984-09-23,4,28.141,WAS,@,NWE,W 26-10,,1,18,18.00,0,,,0,0,,0,0,0
72,1984,1984-09-30,5,28.148,WAS,,PHI,W 20-0,,1,20,20.00,0,,,0,0,,0,0,0
73,1984,1984-10-07,6,28.155,WAS,@,IND,W 35-7,,1,7,7.00,0,,,0,0,,0,0,0
74,1984,1984-10-14,7,28.162,WAS,,DAL,W 34-14,,0,0,,0,,,,,,,,
75,1984,1984-10-21,8,28.169,WAS,@,STL,L 24-26,,0,0,,0,,,,,,,,
76,1984,1984-10-28,9,28.176,WAS,@,NYG,L 13-37,,0,0,,0,,,,,,,,
77,1984,1984-11-05,10,28.184,WAS,,ATL,W 27-14,,2,21,10.50,0,,,0,0,,0,0,0
78,1984,1984-11-11,11,28.190,WAS,,DET,W 28-14,,0,0,,0,,,,,,,,
79,1984,1984-11-18,12,28.197,WAS,@,PHI,L 10-16,,1,4,4.00,0,,,0,0,,0,0,0
80,1984,1984-11-25,13,28.204,WAS,,BUF,W 41-14,,0,0,,0,,,,,,,,
81,1984,1984-11-29,14,28.208,WAS,@,MIN,W 31-17,,0,0,,0,,,,,,,,
82,1984,1984-12-09,15,28.218,WAS,@,DAL,W 30-28,,2,27,13.50,0,,,0,0,,0,0,0
83,1984,1984-12-16,16,28.225,WAS,,STL,W 29-27,,2,6,3.00,0,,,0,0,,0,0,0
84,1985,1985-09-09,1,29.127,WAS,@,DAL,L 14-44,,2,36,18.00,0,,,0,0,,0,0,0
85,1985,1985-09-15,2,29.133,WAS,,HOU,W 16-13,,1,8,8.00,0,,,0,0,,0,0,0
86,1985,1985-09-22,3,29.140,WAS,,PHI,L 6-19,,1,17,17.00,0,,,0,0,,0,0,0
87,1985,1985-09-29,4,29.147,WAS,@,CHI,L 10-45,,1,12,12.00,0,,,0,0,,0,0,0
88,1985,1985-10-07,5,29.155,WAS,,STL,W 27-10,,0,0,,0,,,0,0,,0,0,
89,1985,1985-10-13,6,29.161,WAS,,DET,W 24-3,,1,5,5.00,0,,,0,0,,0,0,0
90,1985,1985-10-20,7,29.168,WAS,@,NYG,L 3-17,,2,22,11.00,0,,,0,0,,0,0,0
91,1985,1985-10-27,8,29.175,WAS,@,CLE,W 14-7,,2,23,11.50,0,,,1,5,5.00,0,0,0
92,1985,1985-11-03,9,29.182,WAS,@,ATL,W 44-10,,1,5,5.00,0,,,0,0,,0,0,0
93,1985,1985-11-10,10,29.189,WAS,,DAL,L 7-13,,0,0,,0,,,0,0,,0,0,
94,1985,1985-11-18,11,29.197,WAS,,NYG,W 23-21,,2,22,11.00,1,,,0,0,,0,1,6
95,1985,1985-11-24,12,29.203,WAS,@,PIT,W 30-23,,0,0,,0,,,0,0,,0,0,
96,1985,1985-12-01,13,29.210,WAS,,SFO,L 8-35,,2,13,6.50,0,,,0,0,,0,0,0
97,1985,1985-12-08,14,29.217,WAS,@,PHI,W 17-12,,0,0,,0,,,0,0,,0,0,
98,1985,1985-12-15,15,29.224,WAS,,CIN,W 27-24,,0,0,,0,,,0,0,,0,0,
99,1985,1985-12-21,16,29.230,WAS,@,STL,W 27-16,,0,0,,0,,,0,0,,0,0,
100,1986,1986-09-07,1,30.125,WAS,,PHI,W 41-14,,0,0,,0,,,,,,,,
101,1986,1986-09-14,2,30.132,WAS,,RAI,W 10-6,,1,17,17.00,0,,,0,0,,0,0,0
102,1986,1986-09-21,3,30.139,WAS,@,SDG,W 30-27,,1,6,6.00,0,,,0,0,,0,0,0
103,1986,1986-09-28,4,30.146,WAS,,SEA,W 19-14,,0,0,,0,,,,,,,,
104,1986,1986-10-05,5,30.153,WAS,@,NOR,W 14-6,,1,6,6.00,0,,,0,0,,0,0,0
105,1986,1986-10-12,6,30.160,WAS,@,DAL,L 6-30,,0,0,,0,,,,,,,,
106,1986,1986-10-19,7,30.167,WAS,,STL,W 28-21,,0,0,,0,,,,,,,,
107,1986,1986-10-27,8,30.175,WAS,@,NYG,L 20-27,,3,18,6.00,0,,,0,0,,0,0,0
108,1986,1986-11-02,9,30.181,WAS,,MIN,W 44-38,,3,36,12.00,0,,,0,0,,0,0,0
109,1986,1986-11-09,10,30.188,WAS,@,GNB,W 16-7,,1,10,10.00,0,,,0,0,,0,0,0
110,1986,1986-11-17,11,30.196,WAS,,SFO,W 14-6,,1,3,3.00,0,,,0,0,,0,0,0
111,1986,1986-11-23,12,30.202,WAS,,DAL,W 41-14,,0,0,,0,,,,,,,,
112,1986,1986-11-30,13,30.209,WAS,@,STL,W 20-17,,4,39,9.75,0,,,0,0,,0,0,0
113,1986,1986-12-07,14,30.216,WAS,,NYG,L 14-24,,4,27,6.75,0,,,0,0,,0,0,0
114,1986,1986-12-13,15,30.222,WAS,@,DEN,L 30-31,,0,0,,0,,,,,,,,
115,1986,1986-12-21,16,30.230,WAS,@,PHI,W 21-14,,1,2,2.00,1,,,0,0,,0,1,6
116,1987,1987-09-13,1,31.131,WAS,,PHI,W 34-24,,1,2,2.00,0,,,0,0,,0,0,0
117,1987,1987-09-20,2,31.138,WAS,@,ATL,L 20-21,,0,0,,0,,,,,,,,
118,1987,1987-10-25,6,31.173,WAS,,NYJ,W 17-16,,1,8,8.00,0,,,0,0,,0,0,0
119,1987,1987-11-01,7,31.180,WAS,@,BUF,W 27-7,,0,0,,0,,,,,,,,
120,1987,1987-11-08,8,31.187,WAS,@,PHI,L 27-31,,0,0,,0,,,,,,,,
121,1987,1987-11-15,9,31.194,WAS,,DET,W 20-13,,1,9,9.00,0,,,0,0,,0,0,0
122,1987,1987-11-23,10,31.202,WAS,,RAM,L 26-30,,2,11,5.50,0,,,0,0,,0,0,0
123,1987,1987-11-29,11,31.208,WAS,,NYG,W 23-19,,1,7,7.00,0,,,0,0,,0,0,0
124,1987,1987-12-06,12,31.215,WAS,@,STL,W 34-17,,0,0,,0,,,,,,,,
125,1987,1987-12-13,13,31.222,WAS,,DAL,W 24-20,,1,6,6.00,0,,,0,0,,0,0,0
126,1987,1987-12-20,14,31.229,WAS,@,MIA,L 21-23,,0,0,,0,,,,,,,,
127,1987,1987-12-26,15,31.235,WAS,@,MIN,W 27-24,,0,0,,0,,,,,,,,
128,1988,1988-09-05,1,32.123,WAS,@,NYG,L 20-27,,3,21,7.00,0,,,0,0,,0,0,0
129,1988,1988-09-11,2,32.129,WAS,,PIT,W 30-29,,0,0,,0,,,,,,,,
130,1988,1988-09-18,3,32.136,WAS,,PHI,W 17-10,,0,0,,0,,,,,,,,
131,1988,1988-09-25,4,32.143,WAS,@,PHO,L 21-30,,2,16,8.00,0,,,0,0,,0,0,0
132,1988,1988-10-16,7,32.164,WAS,,PHO,W 33-17,,0,0,,0,,,,,,,,
133,1988,1988-10-23,8,32.171,WAS,@,GNB,W 20-17,,2,16,8.00,0,,,0,0,,0,0,0
134,1988,1988-10-30,9,32.178,WAS,@,HOU,L 17-41,,1,6,6.00,0,,,0,0,,0,0,0
135,1988,1988-11-06,10,32.185,WAS,,NOR,W 27-24,,2,40,20.00,0,,,0,0,,0,0,0
136,1988,1988-11-13,11,32.192,WAS,,CHI,L 14-34,,0,0,,0,,,,,,,,
137,1988,1988-11-21,12,32.200,WAS,@,SFO,L 21-37,,1,4,4.00,0,,,0,0,,0,0,0
138,1988,1988-11-27,13,32.206,WAS,,CLE,L 13-17,,0,0,,0,,,,,,,,
139,1988,1988-12-04,14,32.213,WAS,@,PHI,W 20-19,,0,0,,0,,,,,,,,
140,1988,1988-12-11,15,32.220,WAS,,DAL,L 17-24,,1,9,9.00,0,,,0,0,,0,0,0
141,1988,1988-12-17,16,32.226,WAS,@,CIN,L 17-20,,0,0,,0,,,,,,,,
142,1989,1989-09-11,1,33.129,WAS,,NYG,L 24-27,,2,31,15.50,0,,,0,0,,0,0,0
143,1989,1989-09-17,2,33.135,WAS,,PHI,L 37-42,,1,10,10.00,0,,,0,0,,0,0,0
144,1989,1989-09-24,3,33.142,WAS,@,DAL,W 30-7,,0,0,,0,,,,,,,,
145,1989,1989-10-01,4,33.149,WAS,@,NOR,W 16-14,,0,0,,0,,,,,,,,
146,1989,1989-10-08,5,33.156,WAS,,PHO,W 30-28,,0,0,,0,,,,,,,,
147,1989,1989-10-15,6,33.163,WAS,@,NYG,L 17-20,,2,13,6.50,0,,,0,0,,0,0,0
148,1989,1989-10-22,7,33.170,WAS,,TAM,W 32-28,,0,0,,0,,,,,,,,
149,1989,1989-10-29,8,33.177,WAS,@,RAI,L 24-37,,3,32,10.67,0,,,0,0,,0,0,0
150,1989,1989-11-05,9,33.184,WAS,,DAL,L 3-13,,2,31,15.50,0,,,0,0,,0,0,0
151,1989,1989-11-20,11,33.199,WAS,,DEN,L 10-14,,0,0,,0,,,,,,,,
152,1989,1989-11-26,12,33.205,WAS,,CHI,W 38-14,,1,3,3.00,1,,,0,0,,0,1,6
153,1989,1989-12-03,13,33.212,WAS,@,PHO,W 29-10,,0,0,,0,,,,,,,,
154,1989,1989-12-10,14,33.219,WAS,,SDG,W 26-21,,1,19,19.00,0,,,0,0,,0,0,0
155,1989,1989-12-17,15,33.226,WAS,@,ATL,W 31-30,,2,18,9.00,0,,,0,0,,0,0,0
156,1989,1989-12-23,16,33.232,WAS,@,SEA,W 29-0,,1,10,10.00,0,,,0,0,,0,0,0
157,1990,1990-09-09,1,34.127,WAS,,PHO,W 31-0,,0,0,,0,,,,,,,,
158,1990,1990-09-16,2,34.134,WAS,@,SFO,L 13-26,,0,0,,0,,,,,,,,
159,1990,1990-09-23,3,34.141,WAS,,DAL,W 19-15,,0,0,,0,,,,,,,,
160,1990,1990-09-30,4,34.148,WAS,@,PHO,W 38-10,,1,13,13.00,0,,,0,0,,0,0,0
161,1990,1990-10-14,5,34.162,WAS,,NYG,L 20-24,,0,0,,0,,,,,,,,
162,1990,1990-10-21,6,34.169,WAS,,PHI,W 13-7,,0,0,,0,,,,,,,,
163,1990,1990-10-28,7,34.176,WAS,@,NYG,L 10-21,,10,66,6.60,0,,,0,0,,0,0,0
164,1990,1990-11-04,8,34.183,WAS,@,DET,W 41-38,,0,0,,0,,,,,,,,
165,1990,1990-11-12,9,34.191,WAS,@,PHI,L 14-28,,1,8,8.00,1,,,0,0,,0,1,6
166,1990,1990-11-18,10,34.197,WAS,,NOR,W 31-17,,0,0,,0,,,,,,,,
167,1990,1990-11-22,11,34.201,WAS,@,DAL,L 17-27,,2,23,11.50,0,,,0,0,,0,0,0
168,1990,1990-12-02,12,34.211,WAS,,MIA,W 42-20,,0,0,,0,,,,,,,,
169,1990,1990-12-09,13,34.218,WAS,,CHI,W 10-9,,0,0,,0,,,,,,,,
170,1990,1990-12-15,14,34.224,WAS,@,NWE,W 25-10,,0,0,,0,,,,,,,,
171,1990,1990-12-22,15,34.231,WAS,@,IND,L 28-35,,0,0,,0,,,,,,,,
172,1990,1990-12-30,16,34.239,WAS,,BUF,W 29-14,,1,13,13.00,0,,,0,0,,0,0,0
173,1991,1991-10-13,7,35.161,WAS,,CLE,W 42-17,,0,0,,0,,,,,,,,
174,1991,1991-10-27,8,35.175,WAS,@,NYG,W 17-13,,0,0,,0,,,,,,,,
175,1991,1991-11-03,9,35.182,WAS,,HOU,W 16-13,,0,0,,0,,,,,,,,
176,1991,1991-11-10,10,35.189,WAS,,ATL,W 56-17,,0,0,,0,,,,,,,,
177,1991,1991-11-17,11,35.196,WAS,@,PIT,W 41-14,,1,11,11.00,0,,,0,0,,0,0,0
178,1991,1991-11-24,12,35.203,WAS,,DAL,L 21-24,,2,24,12.00,0,,,0,0,,0,0,0
179,1991,1991-12-01,13,35.210,WAS,@,RAM,W 27-6,,0,0,,0,,,,,,,,
180,1991,1991-12-08,14,35.217,WAS,@,PHO,W 20-14,,2,16,8.00,0,,,0,0,,0,0,0
181,1991,1991-12-15,15,35.224,WAS,,NYG,W 34-17,,0,0,,0,,,,,,,,
182,1991,1991-12-22,16,35.231,WAS,@,PHI,L 22-24,,0,0,,0,,,,,,,,
183,1992,1992-09-07,1,36.125,WAS,@,DAL,L 10-23,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0
184,1992,1992-09-13,2,36.131,WAS,,ATL,W 24-17,,0,0,,0,0.0%,,,,,,,
185,1992,1992-09-20,3,36.138,WAS,,DET,W 13-10,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0
186,1992,1992-10-04,4,36.152,WAS,@,PHO,L 24-27,,0,0,,0,0.0%,,,,,,,
187,1992,1992-10-12,5,36.160,WAS,,DEN,W 34-3,,0,0,,0,0.0%,,,,,,,
188,1992,1992-10-18,6,36.166,WAS,,PHI,W 16-12,,0,0,,0,0.0%,,,,,,,
189,1992,1992-10-25,7,36.173,WAS,@,MIN,W 15-13,,0,0,,0,0.0%,,,,,,,
190,1992,1992-11-01,8,36.180,WAS,,NYG,L 7-24,,0,0,,0,0.0%,,,,,,,
191,1992,1992-11-08,9,36.187,WAS,@,SEA,W 16-3,,0,0,,0,0.0%,,,,,,,
192,1992,1992-11-15,10,36.194,WAS,@,KAN,L 16-35,,0,0,,0,0.0%,,,,,,,
193,1992,1992-11-23,11,36.202,WAS,@,NOR,L 3-20,2,2,19,9.50,0,100.0%,9.50,0,0,,0,0,0
