ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2012,2012-09-10,1,23.209,BAL,,CIN,W 44-13,,2,1,25,25.00,0,50.0%,12.50,0,0,,0,4,88,22.00,0,0,0
2,2012,2012-09-16,2,23.215,BAL,@,PHI,L 23-24,,0,0,0,,0,0.0%,,0,0,,0,3,100,33.33,0,0,0
3,2012,2012-09-23,3,23.222,BAL,,NWE,W 31-30,,0,0,0,,0,0.0%,,0,0,,0,3,81,27.00,0,0,0
4,2012,2012-09-27,4,23.226,BAL,,CLE,W 23-16,,0,0,0,,0,0.0%,,0,0,,0,3,68,22.67,0,0,0
5,2012,2012-10-07,5,23.236,BAL,@,KAN,W 9-6,,0,0,0,,0,0.0%,,0,0,,0,2,52,26.00,0,0,0
6,2012,2012-12-30,16,23.320,BAL,@,CIN,L 17-23,,4,4,26,6.50,0,100.0%,6.50,0,0,,0,0,0,,0,0,0
7,2013,2013-09-29,4,24.227,BAL,@,BUF,L 20-23,,5,4,50,12.50,0,80.0%,10.00,0,0,,0,3,73,24.33,0,0,0
8,2013,2013-10-06,5,24.234,BAL,@,MIA,W 26-23,,7,2,11,5.50,0,28.6%,1.57,0,0,,0,4,128,32.00,0,0,0
9,2013,2013-10-13,6,24.241,BAL,,GNB,L 17-19,,,,,,,0.0%,,,,,,,,,,,
10,2013,2013-10-20,7,24.248,BAL,@,PIT,L 16-19,,,,,,,0.0%,,,,,,,,,,,
11,2013,2013-11-03,8,24.262,BAL,@,CLE,L 18-24,,4,3,24,8.00,0,75.0%,6.00,0,0,,0,0,0,,0,0,0
12,2013,2013-11-10,9,24.269,BAL,,CIN,W 20-17,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
13,2013,2013-11-17,10,24.276,BAL,@,CHI,L 20-23,,3,1,11,11.00,0,33.3%,3.67,0,0,,0,0,0,,0,0,0
14,2014,2014-12-28,16,25.317,BUF,@,NWE,W 17-9,,,,,,,0.0%,,,,,,,,,,,
15,2015,2015-11-22,10,26.281,CHI,,DEN,L 15-17,,0,0,0,,0,0.0%,,0,0,,0,2,54,27.00,0,0,0
16,2015,2015-11-26,11,26.285,CHI,@,GNB,W 17-13,,0,0,0,,0,0.0%,,0,0,,0,1,37,37.00,0,0,0
17,2015,2015-12-06,12,26.295,CHI,,SFO,L 20-26,,0,0,0,,0,0.0%,,0,0,,0,2,92,46.00,0,0,0
