ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1992,1992-11-08,9,27.019,DAL,@,DET,W 37-3,,,,,,
2,1992,1992-11-15,10,27.026,DAL,,RAM,L 23-27,,,,,,
3,1992,1992-11-22,11,27.033,DAL,@,PHO,W 16-10,,,,,,
4,1992,1992-11-26,12,27.037,DAL,,NYG,W 30-3,,,,,,
5,1992,1992-12-06,13,27.047,DAL,@,DEN,W 31-27,,,,,,
6,1992,1992-12-13,14,27.054,DAL,@,WAS,L 17-20,,,,,,
7,1992,1992-12-21,15,27.062,DAL,@,ATL,W 41-17,,,,,,
8,1992,1992-12-27,16,27.068,DAL,,CHI,W 27-14,,,,,,
9,1993,1993-09-06,1,27.321,DAL,@,WAS,L 16-35,,0,0,,0,
10,1993,1993-10-03,4,27.348,DAL,,GNB,W 36-14,,0,0,,0,
11,1993,1993-10-10,5,27.355,DAL,@,IND,W 27-3,,0,0,,0,
12,1993,1993-10-17,6,27.362,DAL,,SFO,W 26-17,,0,0,,0,
13,1993,1993-10-31,7,28.011,DAL,@,PHI,W 23-10,,0,0,,0,
14,1993,1993-11-07,8,28.018,DAL,,NYG,W 31-9,,0,0,,0,
15,1993,1993-11-14,9,28.025,DAL,,PHO,W 20-15,,0,0,,0,
16,1993,1993-11-21,10,28.032,DAL,@,ATL,L 14-27,,0,0,,0,
17,1993,1993-11-25,11,28.036,DAL,,MIA,L 14-16,,0,0,,0,
18,1993,1993-12-06,12,28.047,DAL,,PHI,W 23-17,,0,0,,0,
19,1993,1993-12-12,13,28.053,DAL,@,MIN,W 37-20,,1,7,7.00,0,0.0
20,1993,1993-12-18,14,28.059,DAL,@,NYJ,W 28-7,,0,0,,0,
21,1993,1993-12-26,15,28.067,DAL,,WAS,W 38-3,,0,0,,0,
22,1994,1994-09-04,1,28.319,DAL,@,PIT,W 26-9,,0,0,,0,1.0
23,1994,1994-09-11,2,28.326,DAL,,HOU,W 20-17,,0,0,,0,1.0
24,1994,1994-09-19,3,28.334,DAL,,DET,L 17-20,,,,,,
25,1994,1994-10-02,4,28.347,DAL,@,WAS,W 34-7,,,,,,
26,1994,1994-10-09,5,28.354,DAL,,ARI,W 38-3,,,,,,
27,1994,1994-10-16,6,28.361,DAL,,PHI,W 24-13,,0,0,,0,2.0
28,1994,1994-10-23,7,29.003,DAL,@,ARI,W 28-21,,,,,,
29,1994,1994-10-30,8,29.010,DAL,@,CIN,W 23-20,,,,,,
30,1994,1994-11-07,9,29.018,DAL,,NYG,W 38-10,,0,0,,0,1.0
31,1994,1994-11-13,10,29.024,DAL,@,SFO,L 14-21,,0,0,,0,1.0
32,1994,1994-11-20,11,29.031,DAL,,WAS,W 31-7,,,,,,
33,1994,1994-11-24,12,29.035,DAL,,GNB,W 42-31,,0,0,,0,1.0
34,1994,1994-12-04,13,29.045,DAL,@,PHI,W 31-19,,,,,,
35,1994,1994-12-10,14,29.051,DAL,,CLE,L 14-19,,,,,,
36,1994,1994-12-19,15,29.060,DAL,@,NOR,W 24-16,,,,,,
37,1994,1994-12-24,16,29.065,DAL,@,NYG,L 10-15,,,,,,
38,1995,1995-09-04,1,29.319,DAL,@,NYG,W 35-0,,,,,,
39,1995,1995-09-10,2,29.325,DAL,,DEN,W 31-21,,,,,,
40,1995,1995-09-17,3,29.332,DAL,@,MIN,W 23-17,,,,,,
41,1995,1995-09-24,4,29.339,DAL,,ARI,W 34-20,,0,0,,0,1.0
42,1995,1995-10-01,5,29.346,DAL,@,WAS,L 23-27,,,,,,
43,1995,1995-10-08,6,29.353,DAL,,GNB,W 34-24,,,,,,
44,1995,1995-10-15,7,29.360,DAL,@,SDG,W 23-9,,0,0,,0,0.5
45,1995,1995-10-29,8,30.009,DAL,@,ATL,W 28-13,,0,0,,0,0.5
46,1995,1995-11-06,9,30.017,DAL,,PHI,W 34-12,,,,,,
47,1995,1995-11-12,10,30.023,DAL,,SFO,L 20-38,,0,0,,0,1.0
48,1995,1995-11-19,11,30.030,DAL,@,OAK,W 34-21,,,,,,
49,1995,1995-11-23,12,30.034,DAL,,KAN,W 24-12,,,,,,
50,1995,1995-12-03,13,30.044,DAL,,WAS,L 17-24,,,,,,
51,1995,1995-12-10,14,30.051,DAL,@,PHI,L 17-20,,0,0,,0,1.5
52,1995,1995-12-17,15,30.058,DAL,,NYG,W 21-20,,0,0,,0,1.0
53,1995,1995-12-25,16,30.066,DAL,@,ARI,W 37-13,,,,,,
54,1996,1996-09-02,1,30.318,DAL,@,CHI,L 6-22,,,,,,
55,1996,1996-09-08,2,30.324,DAL,,NYG,W 27-0,,,,,,
56,1996,1996-09-15,3,30.331,DAL,,IND,L 24-25,,,,,,
57,1996,1996-09-22,4,30.338,DAL,@,BUF,L 7-10,,,,,,
58,1996,1996-09-30,5,30.346,DAL,@,PHI,W 23-19,,0,0,,0,1.5
59,1996,1996-10-13,6,30.359,DAL,,ARI,W 17-3,,,,,,
60,1996,1996-10-20,7,31.000,DAL,,ATL,W 32-28,,,,,,
61,1996,1996-10-27,8,31.007,DAL,@,MIA,W 29-10,,,,,,
62,1996,1996-11-03,9,31.014,DAL,,PHI,L 21-31,,,,,,
63,1996,1996-11-10,10,31.021,DAL,@,SFO,W 20-17,,0,0,,0,1.0
64,1996,1996-11-18,11,31.029,DAL,,GNB,W 21-6,,0,0,,0,1.0
65,1996,1996-11-24,12,31.035,DAL,@,NYG,L 6-20,,,,,,
66,1996,1996-11-28,13,31.039,DAL,,WAS,W 21-10,,,,,,
67,1996,1996-12-08,14,31.049,DAL,@,ARI,W 10-6,,0,0,,0,1.0
68,1996,1996-12-15,15,31.056,DAL,,NWE,W 12-6,,,,,,
69,1997,1997-08-31,1,31.315,DAL,@,PIT,W 37-7,,0,0,,0,1.5
70,1997,1997-09-07,2,31.322,DAL,@,ARI,L 22-25,,,,,,
71,1997,1997-09-15,3,31.330,DAL,,PHI,W 21-20,,,,,,
72,1997,1997-10-05,5,31.350,DAL,@,NYG,L 17-20,,,,,,
73,1997,1997-11-09,10,32.020,DAL,,ARI,W 24-6,,,,,,
74,1997,1997-11-16,11,32.027,DAL,,WAS,W 17-14,,0,0,,0,0.5
75,1997,1997-11-23,12,32.034,DAL,@,GNB,L 17-45,,0,0,,0,1.0
76,1997,1997-11-27,13,32.038,DAL,,TEN,L 14-27,,,,,,
77,1997,1997-12-08,14,32.049,DAL,,CAR,L 13-23,,,,,,
78,1997,1997-12-14,15,32.055,DAL,@,CIN,L 24-31,,,,,,
79,1997,1997-12-21,16,32.062,DAL,,NYG,L 7-20,,0,0,,0,1.5
80,1998,1998-09-06,1,32.321,DAL,,ARI,W 38-10,,,,,,
81,1998,1998-09-13,2,32.328,DAL,@,DEN,L 23-42,,,,,,
82,1998,1998-09-21,3,32.336,DAL,@,NYG,W 31-7,,0,0,,0,1.0
83,1998,1998-09-27,4,32.342,DAL,,OAK,L 12-13,,,,,,
84,1998,1998-10-04,5,32.349,DAL,@,WAS,W 31-10,,,,,,
85,1998,1998-10-11,6,32.356,DAL,,CAR,W 27-20,,,,,,
86,1998,1998-10-18,7,32.363,DAL,@,CHI,L 12-13,,,,,,
