ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1998,1998-09-06,1,22.264,IND,,MIA,L 15-24,,6,4,44,11.00,0,66.7%,7.33,1,3,3.00,0,0,0,,0,0,0
2,1998,1998-09-13,2,22.271,IND,@,NWE,L 6-29,,4,1,8,8.00,0,25.0%,2.00,0,0,,0,0,0,,0,0,0
3,1998,1998-09-20,3,22.278,IND,@,NYJ,L 6-44,,10,3,24,8.00,0,30.0%,2.40,0,0,,0,0,0,,0,0,0
4,1998,1998-09-27,4,22.285,IND,,NOR,L 13-19,,7,3,66,22.00,0,42.9%,9.43,1,-9,-9.00,0,0,0,,0,0,0
5,1998,1998-10-04,5,22.292,IND,,SDG,W 17-12,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0
6,1998,1998-10-11,6,22.299,IND,,BUF,L 24-31,,5,2,19,9.50,0,40.0%,3.80,0,0,,0,0,0,,0,0,0
7,1998,1998-10-18,7,22.306,IND,@,SFO,L 31-34,,6,3,44,14.67,0,50.0%,7.33,0,0,,0,0,0,,0,0,0
8,1998,1998-11-01,8,22.320,IND,,NWE,L 16-21,,14,7,56,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0
9,1998,1998-11-08,9,22.327,IND,@,MIA,L 14-27,,11,3,23,7.67,0,27.3%,2.09,1,4,4.00,0,0,0,,0,0,0
10,1998,1998-11-15,10,22.334,IND,,NYJ,W 24-23,,4,2,28,14.00,0,50.0%,7.00,0,0,,0,0,0,,0,0,0
11,1998,1998-11-22,11,22.341,IND,@,BUF,L 11-34,,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0
12,1998,1998-11-29,12,22.348,IND,@,BAL,L 31-38,,6,2,21,10.50,1,33.3%,3.50,0,0,,0,0,0,,0,1,6
13,1998,1998-12-06,13,22.355,IND,@,ATL,L 21-28,,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0,,0,0,0
14,1998,1998-12-13,14,22.362,IND,,CIN,W 39-26,,7,5,48,9.60,0,71.4%,6.86,0,0,,0,0,0,,0,0,0
15,1998,1998-12-20,15,23.004,IND,@,SEA,L 23-27,,9,6,66,11.00,0,66.7%,7.33,0,0,,0,0,0,,0,0,0
16,1998,1998-12-27,16,23.011,IND,,CAR,L 19-27,,11,5,35,7.00,0,45.5%,3.18,0,0,,0,0,0,,0,0,0
17,1999,1999-09-12,1,23.270,IND,,BUF,W 31-14,,5,2,6,3.00,0,40.0%,1.20,0,0,,0,0,0,,0,0,0
18,1999,1999-09-19,2,23.277,IND,@,NWE,L 28-31,,0,0,0,,0,0.0%,,0,0,,0,1,23,23.00,0,0,0
19,1999,1999-09-26,3,23.284,IND,@,SDG,W 27-19,,9,4,55,13.75,0,44.4%,6.11,0,0,,0,3,68,22.67,0,0,0
20,1999,1999-10-10,4,23.298,IND,,MIA,L 31-34,*,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,0
21,1999,1999-10-17,5,23.305,IND,@,NYJ,W 16-13,*,0,4,42,10.50,0,,,0,0,,0,2,32,16.00,0,0,0
22,1999,1999-10-31,7,23.319,IND,,DAL,W 34-24,,1,1,38,38.00,0,100.0%,38.00,0,0,,0,0,0,,0,0,0
23,1999,1999-11-07,8,23.326,IND,,KAN,W 25-17,,3,,,,,0.0%,,,,,,,,,,,
24,1999,1999-11-14,9,23.333,IND,@,NYG,W 27-19,,3,2,10,5.00,0,66.7%,3.33,0,0,,0,0,0,,0,0,0
25,1999,1999-12-12,13,23.361,IND,,NWE,W 20-15,,,,,,,0.0%,,,,,,,,,,,
26,1999,2000-01-02,16,24.017,IND,@,BUF,L 6-31,,,,,,,0.0%,,,,,,,,,,,
27,2000,2000-09-03,1,24.262,IND,@,KAN,W 27-14,,4,3,55,18.33,0,75.0%,13.75,0,0,,0,0,0,,0,0,0
28,2000,2000-09-10,2,24.269,IND,,OAK,L 31-38,*,8,5,61,12.20,0,62.5%,7.63,0,0,,0,0,0,,0,0,0
29,2000,2000-09-25,3,24.284,IND,,JAX,W 43-14,,4,3,67,22.33,1,75.0%,16.75,0,0,,0,1,48,48.00,0,1,6
30,2000,2000-10-01,4,24.290,IND,@,BUF,W 18-16,,5,3,28,9.33,0,60.0%,5.60,0,0,,0,4,54,13.50,0,0,0
31,2000,2000-10-08,5,24.297,IND,@,NWE,L 16-24,,10,6,42,7.00,0,60.0%,4.20,0,0,,0,1,17,17.00,0,0,0
32,2000,2000-10-15,6,24.304,IND,@,SEA,W 37-24,,1,1,13,13.00,0,100.0%,13.00,0,0,,0,1,27,27.00,0,0,0
33,2000,2000-10-22,7,24.311,IND,,NWE,W 30-23,,2,2,26,13.00,0,100.0%,13.00,0,0,,0,4,94,23.50,0,0,0
34,2000,2000-10-29,8,24.318,IND,,DET,W 30-18,,1,0,0,,0,0.0%,0.00,0,0,,0,1,20,20.00,0,0,0
35,2000,2000-11-05,9,24.325,IND,@,CHI,L 24-27,*,8,3,58,19.33,1,37.5%,7.25,0,0,,0,4,87,21.75,0,1,6
36,2000,2000-11-12,10,24.332,IND,,NYJ,W 23-15,*,5,3,42,14.00,0,60.0%,8.40,1,3,3.00,0,1,21,21.00,0,0,0
37,2000,2000-11-19,11,24.339,IND,@,GNB,L 24-26,,7,3,45,15.00,1,42.9%,6.43,0,0,,0,1,25,25.00,0,1,6
38,2000,2000-11-26,12,24.346,IND,,MIA,L 14-17,,6,2,19,9.50,0,33.3%,3.17,0,0,,0,0,0,,0,0,0
39,2000,2000-12-03,13,24.353,IND,@,NYJ,L 17-27,*,10,6,73,12.17,0,60.0%,7.30,0,0,,0,4,95,23.75,0,0,0
40,2000,2000-12-11,14,24.361,IND,,BUF,W 44-20,*,5,3,31,10.33,0,60.0%,6.20,0,0,,0,3,70,23.33,0,0,0
41,2000,2000-12-17,15,25.001,IND,@,MIA,W 20-13,*,6,3,39,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,0,0
42,2000,2000-12-24,16,25.008,IND,,MIN,W 31-10,*,7,4,47,11.75,0,57.1%,6.71,0,0,,0,1,25,25.00,0,0,0
43,2001,2001-09-09,1,25.267,IND,@,NYJ,W 45-24,*,10,8,93,11.63,1,80.0%,9.30,0,0,,0,0,0,,0,1,6
44,2001,2001-09-23,2,25.281,IND,,BUF,W 42-26,*,9,9,168,18.67,1,100.0%,18.67,0,0,,0,0,0,,0,1,6
45,2001,2001-09-30,3,25.288,IND,@,NWE,L 13-44,*,11,5,57,11.40,0,45.5%,5.18,1,-8,-8.00,0,1,13,13.00,0,0,0
46,2001,2001-11-11,8,25.330,IND,,MIA,L 24-27,,2,2,12,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0
47,2002,2002-09-08,1,26.266,NOR,@,TAM,W 26-20,*,5,2,15,7.50,0,40.0%,3.00,0,0,,0,0,0,,0,0,0
48,2002,2002-09-15,2,26.273,NOR,,GNB,W 35-20,*,7,2,12,6.00,1,28.6%,1.71,0,0,,0,0,0,,0,1,6
49,2002,2002-09-22,3,26.280,NOR,@,CHI,W 29-23,*,8,5,71,14.20,1,62.5%,8.88,0,0,,0,0,0,,0,1,6
50,2002,2002-09-29,4,26.287,NOR,@,DET,L 21-26,*,8,6,55,9.17,1,75.0%,6.88,0,0,,0,0,0,,0,1,6
51,2002,2002-10-06,5,26.294,NOR,,PIT,W 32-29,*,3,2,79,39.50,1,66.7%,26.33,0,0,,0,0,0,,0,1,6
52,2002,2002-10-13,6,26.301,NOR,@,WAS,W 43-27,*,5,1,24,24.00,0,20.0%,4.80,0,0,,0,0,0,,0,0,0
53,2002,2002-10-20,7,26.308,NOR,,SFO,W 35-27,*,8,4,59,14.75,0,50.0%,7.38,0,0,,0,0,0,,0,0,0
54,2002,2002-10-27,8,26.315,NOR,,ATL,L 35-37,*,4,2,21,10.50,0,50.0%,5.25,0,0,,0,0,0,,0,0,0
55,2002,2002-11-10,9,26.329,NOR,@,CAR,W 34-24,*,5,3,32,10.67,0,60.0%,6.40,0,0,,0,0,0,,0,0,0
56,2002,2002-11-17,10,26.336,NOR,@,ATL,L 17-24,*,9,7,48,6.86,0,77.8%,5.33,0,0,,0,0,0,,0,0,0
57,2002,2002-11-24,11,26.343,NOR,,CLE,L 15-24,*,8,4,39,9.75,0,50.0%,4.88,0,0,,0,0,0,,0,0,0
58,2002,2002-12-01,12,26.350,NOR,,TAM,W 23-20,,1,,,,,0.0%,,,,,,,,,,,
59,2002,2002-12-08,13,26.357,NOR,@,BAL,W 37-25,*,4,1,11,11.00,0,25.0%,2.75,0,0,,0,0,0,,0,0,0
60,2002,2002-12-15,14,26.364,NOR,,MIN,L 31-32,*,5,4,57,14.25,0,80.0%,11.40,0,0,,0,0,0,,0,0,0
61,2003,2003-09-07,1,27.265,NOR,@,SEA,L 10-27,*,4,2,17,8.50,0,50.0%,4.25,0,0,,0,0,0,,0,0,0
62,2003,2003-09-14,2,27.272,NOR,,HOU,W 31-10,*,2,1,14,14.00,0,50.0%,7.00,0,0,,0,0,0,,0,0,0
63,2003,2003-09-21,3,27.279,NOR,@,TEN,L 12-27,*,5,4,89,22.25,1,80.0%,17.80,0,0,,0,0,0,,0,1,6
64,2003,2003-09-28,4,27.286,NOR,,IND,L 21-55,,5,2,41,20.50,1,40.0%,8.20,0,0,,0,0,0,,0,1,6
65,2003,2003-10-05,5,27.293,NOR,@,CAR,L 13-19,*,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0
66,2003,2003-10-12,6,27.300,NOR,,CHI,W 20-13,*,6,4,55,13.75,0,66.7%,9.17,0,0,,0,0,0,,0,0,0
67,2003,2003-10-19,7,27.307,NOR,@,ATL,W 45-17,*,5,4,65,16.25,0,80.0%,13.00,0,0,,0,0,0,,0,0,0
68,2003,2003-10-26,8,27.314,NOR,,CAR,L 20-23,*,4,3,34,11.33,0,75.0%,8.50,0,0,,0,0,0,,0,0,0
69,2003,2003-11-02,9,27.321,NOR,@,TAM,W 17-14,,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0
70,2003,2003-11-16,10,27.335,NOR,,ATL,W 23-20,*,9,3,47,15.67,0,33.3%,5.22,0,0,,0,0,0,,0,0,0
71,2003,2003-11-23,11,27.342,NOR,@,PHI,L 20-33,,9,5,35,7.00,0,55.6%,3.89,0,0,,0,0,0,,0,0,0
72,2003,2003-11-30,12,27.349,NOR,@,WAS,W 24-20,*,3,2,14,7.00,0,66.7%,4.67,0,0,,0,0,0,,0,0,0
73,2003,2003-12-07,13,27.356,NOR,,TAM,L 7-14,,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0,,0,0,0
74,2003,2003-12-14,14,27.363,NOR,,NYG,W 45-7,*,3,3,45,15.00,1,100.0%,15.00,0,0,,0,0,0,,0,1,6
75,2003,2003-12-21,15,28.005,NOR,@,JAX,L 19-20,*,8,4,65,16.25,1,50.0%,8.13,0,0,,0,0,0,,0,1,6
76,2003,2003-12-28,16,28.012,NOR,,DAL,W 13-7,*,10,4,37,9.25,0,40.0%,3.70,0,0,,0,0,0,,0,0,0
77,2004,2004-09-12,1,28.271,NOR,,SEA,L 7-21,,5,,,,,0.0%,,,,,,,,,,,
78,2004,2004-09-19,2,28.278,NOR,,SFO,W 30-27,,4,2,53,26.50,1,50.0%,13.25,0,0,,0,0,0,,0,1,6
79,2004,2004-09-26,3,28.285,NOR,@,STL,W 28-25,,6,2,49,24.50,0,33.3%,8.17,0,0,,0,0,0,,0,0,0
80,2004,2004-10-10,5,28.299,NOR,,TAM,L 17-20,,1,,,,,0.0%,,,,,,,,,,,
81,2004,2004-10-17,6,28.306,NOR,,MIN,L 31-38,,5,4,92,23.00,0,80.0%,18.40,0,0,,0,0,0,,0,0,0
82,2004,2004-10-24,7,28.313,NOR,@,OAK,W 31-26,,9,6,79,13.17,0,66.7%,8.78,0,0,,0,0,0,,0,0,0
