ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1993,1993-09-05,1,21.295,BUF,,NWE,W 38-14,,0,0,,0,0.0%,,0,0,,0,0,0,,0,4,82,20.50,1,1,6
2,1993,1993-09-12,2,21.302,BUF,@,DAL,W 13-10,,0,0,,0,0.0%,,0,0,,0,1,8,8.00,0,3,19,6.33,0,0,0
3,1993,1993-09-26,3,21.316,BUF,,MIA,L 13-22,2,2,41,20.50,0,100.0%,20.50,0,0,,0,2,49,24.50,0,0,0,,0,0,0
4,1993,1993-10-03,4,21.323,BUF,,NYG,W 17-14,,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,20,6.67,0,0,0
5,1993,1993-10-11,5,21.331,BUF,,HOU,W 35-7,3,3,28,9.33,0,100.0%,9.33,0,0,,0,0,0,,0,3,32,10.67,0,0,0
6,1993,1993-10-24,6,21.344,BUF,@,NYJ,W 19-10,,0,0,,0,0.0%,,0,0,,0,1,17,17.00,0,2,6,3.00,0,0,0
7,1993,1993-11-01,7,21.352,BUF,,WAS,W 24-10,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,,0,0,0
8,1993,1993-11-07,8,21.358,BUF,@,NWE,W 13-10,3,2,66,33.00,0,66.7%,22.00,0,0,,0,2,37,18.50,0,3,15,5.00,0,0,0
9,1993,1993-11-15,9,22.001,BUF,@,PIT,L 0-23,,0,0,,0,0.0%,,0,0,,0,3,68,22.67,0,0,0,,0,0,0
10,1993,1993-11-21,10,22.007,BUF,,IND,W 23-9,,0,0,,0,0.0%,,0,0,,0,2,26,13.00,0,2,13,6.50,0,0,0
11,1993,1993-11-28,11,22.014,BUF,@,KAN,L 7-23,,0,0,,0,0.0%,,0,0,,0,5,92,18.40,0,2,10,5.00,0,0,0
12,1993,1993-12-05,12,22.021,BUF,,RAI,L 24-25,5,3,29,9.67,0,60.0%,5.80,0,0,,0,3,45,15.00,0,1,0,0.00,0,0,0
13,1993,1993-12-12,13,22.028,BUF,@,PHI,W 10-7,2,1,60,60.00,0,50.0%,30.00,0,0,,0,0,0,,0,2,16,8.00,0,0,0
14,1993,1993-12-19,14,22.035,BUF,@,MIA,W 47-34,,0,0,,0,0.0%,,0,0,,0,3,55,18.33,0,1,20,20.00,0,0,0
15,1993,1993-12-26,15,22.042,BUF,,NYJ,W 16-14,,0,0,,0,0.0%,,0,0,,0,2,39,19.50,0,2,10,5.00,0,0,0
16,1993,1994-01-02,16,22.049,BUF,@,IND,W 30-10,,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,31,10.33,0,0,0
17,1994,1994-09-04,1,22.294,BUF,,NYJ,L 3-23,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,0,0,,0,0,0
18,1994,1994-09-11,2,22.301,BUF,@,NWE,W 38-35,2,0,0,,0,0.0%,0.00,0,0,,0,2,57,28.50,0,0,0,,0,0,0
19,1994,1994-09-18,3,22.308,BUF,@,HOU,W 15-7,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,
20,1994,1994-10-02,5,22.322,BUF,@,CHI,L 13-20,2,1,8,8.00,0,50.0%,4.00,0,0,,0,3,53,17.67,0,0,0,,0,0,0
21,1994,1994-10-09,6,22.329,BUF,,MIA,W 21-11,0,0,0,,0,0.0%,,0,0,,0,1,10,10.00,0,0,0,,0,0,0
22,1994,1994-10-16,7,22.336,BUF,,IND,L 17-27,3,2,18,9.00,0,66.7%,6.00,0,0,,0,1,17,17.00,0,1,11,11.00,0,0,0
23,1994,1994-10-30,8,22.350,BUF,,KAN,W 44-10,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,
24,1994,1994-11-06,9,22.357,BUF,@,NYJ,L 17-22,5,4,44,11.00,0,80.0%,8.80,1,-7,-7.00,0,0,0,,0,0,0,,0,0,0
25,1994,1994-11-14,10,23.000,BUF,@,PIT,L 10-23,10,4,47,11.75,0,40.0%,4.70,0,0,,0,0,0,,0,0,0,,0,0,0
26,1994,1994-11-20,11,23.006,BUF,,GNB,W 29-20,3,2,44,22.00,0,66.7%,14.67,0,0,,0,1,23,23.00,0,0,0,,0,0,0
