ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1988,1988-09-04,1,24.092,NWE,,NYJ,W 28-3,1,3,33.3,3,4,75.0,0,10
2,1988,1988-09-11,2,24.099,NWE,@,MIN,L 6-36,,,,2,2,100.0,0,6
3,1988,1988-09-18,3,24.106,NWE,,BUF,L 14-16,2,2,100.0,,,,0,2
4,1988,1988-09-25,4,24.113,NWE,@,HOU,L 6-31,,1,0.0,,,,0,0
5,1988,1988-10-02,5,24.120,NWE,,IND,W 21-17,3,3,100.0,,1,0.0,0,3
6,1988,1988-10-09,6,24.127,NWE,@,GNB,L 3-45,,,,1,2,50.0,0,3
7,1988,1988-10-16,7,24.134,NWE,,CIN,W 27-21,3,4,75.0,,1,0.0,0,3
8,1988,1988-10-23,8,24.141,NWE,@,BUF,L 20-23,2,3,66.7,,3,0.0,0,2
9,1988,1988-10-30,9,24.148,NWE,,CHI,W 30-7,,,,,,,,
10,1988,1988-11-06,10,24.155,NWE,,MIA,W 21-10,,,,,,,,
11,1988,1988-11-13,11,24.162,NWE,@,NYJ,W 14-13,,,,,,,,
12,1988,1988-11-20,12,24.169,NWE,@,MIA,W 6-3,,,,,,,,
13,1988,1988-11-27,13,24.176,NWE,@,IND,L 21-24,,,,,,,,
14,1988,1988-12-04,14,24.183,NWE,,SEA,W 13-7,,,,,,,,
15,1988,1988-12-11,15,24.190,NWE,,TAM,W 10-7,,,,,,,,
16,1988,1988-12-17,16,24.196,NWE,@,DEN,L 10-21,,,,,,,,
17,1989,1989-09-10,1,25.098,MIN,,HOU,W 38-7,5,5,100.0,1,2,50.0,0,8
18,1989,1989-09-17,2,25.105,MIN,@,CHI,L 7-38,1,1,100.0,,2,0.0,0,1
19,1989,1989-09-24,3,25.112,MIN,@,PIT,L 14-27,2,2,100.0,,1,0.0,0,2
20,1990,1990-10-28,8,26.146,HOU,,NYJ,L 12-17,,1,0.0,2,4,50.0,0,6
21,1990,1990-11-04,9,26.153,HOU,@,RAM,L 13-17,1,1,100.0,2,2,100.0,0,7
22,1990,1990-11-18,10,26.167,HOU,@,CLE,W 35-23,5,5,100.0,,1,0.0,0,5
23,1990,1990-11-26,11,26.175,HOU,,BUF,W 27-24,3,3,100.0,2,2,100.0,0,9
24,1990,1990-12-02,12,26.181,HOU,@,SEA,L 10-13,1,1,100.0,1,1,100.0,0,4
25,1990,1990-12-09,13,26.188,HOU,,CLE,W 58-14,7,8,87.5,1,1,100.0,0,10
26,1990,1990-12-16,14,26.195,HOU,@,KAN,W 27-10,3,3,100.0,2,3,66.7,0,9
27,1990,1990-12-23,15,26.202,HOU,@,CIN,L 20-40,2,2,100.0,2,3,66.7,0,8
28,1990,1990-12-30,16,26.209,HOU,,PIT,W 34-14,4,4,100.0,2,3,66.7,0,10
