ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1969,1969-12-14,14,24.203,BUF,@,SDG,L 6-45,1,19,19.00,1,1,6
2,1970,1970-09-20,1,25.118,BUF,,DEN,L 10-25,,,,,,
3,1970,1970-09-27,2,25.125,BUF,,RAM,L 0-19,,,,,,
4,1970,1970-10-04,3,25.132,BUF,,NYJ,W 34-31,,,,,,
5,1970,1970-10-11,4,25.139,BUF,@,PIT,L 10-23,,,,,,
6,1970,1970-10-18,5,25.146,BUF,,MIA,L 14-33,1,2,2.00,0,0,0
7,1970,1970-10-25,6,25.153,BUF,@,NYJ,W 10-6,,,,,,
8,1970,1970-11-01,7,25.160,BUF,@,BOS,W 45-10,1,17,17.00,0,0,0
9,1970,1970-11-08,8,25.167,BUF,,CIN,L 14-43,,,,,,
10,1970,1970-11-15,9,25.174,BUF,@,BAL,T 17-17,,,,,,
11,1970,1970-11-22,10,25.181,BUF,@,CHI,L 13-31,,,,,,
12,1970,1970-11-29,11,25.188,BUF,,BOS,L 10-14,2,60,30.00,1,1,6
13,1970,1970-12-06,12,25.195,BUF,@,NYG,L 6-20,,,,,,
14,1970,1970-12-13,13,25.202,BUF,,BAL,L 14-20,1,25,25.00,0,0,0
15,1970,1970-12-20,14,25.209,BUF,@,MIA,L 7-45,2,43,21.50,1,1,6
