ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1966,1966-12-11,13,24.233,CHI,@,SFO,L 14-41,,0,0,,0,0,0,,0,0,,,1,-5,-5.00,0,0,0
2,1967,1967-09-17,1,25.148,CHI,@,PIT,L 13-41,*,7,13,53.85,89,0,1,43.4,0,0,6.85,3.38,3,3,1.00,0,0,0
3,1967,1967-09-24,2,25.155,CHI,@,GNB,L 10-13,*,3,7,42.86,16,0,1,10.7,0,0,2.29,-4.14,1,20,20.00,0,0,0
4,1967,1967-11-12,9,25.204,CHI,,NYG,W 34-7,,7,16,43.75,75,3,0,97.7,0,0,4.69,8.44,5,8,1.60,2,2,12
5,1967,1967-12-17,14,25.239,CHI,@,ATL,W 23-14,,4,8,50.00,48,0,0,68.7,0,0,6.00,6.00,2,11,5.50,0,0,0
6,1968,1968-09-15,1,26.146,CHI,,WAS,L 28-38,,3,4,75.00,25,0,0,90.6,0,0,6.25,6.25,1,-2,-2.00,0,0,0
7,1968,1968-09-22,2,26.153,CHI,@,DET,L 0-42,,6,19,31.58,61,0,5,2.2,0,0,3.21,-8.63,3,-4,-1.33,0,0,0
8,1968,1968-09-29,3,26.160,CHI,@,MIN,W 27-17,,4,4,100.00,44,0,0,112.5,0,0,11.00,11.00,0,0,,0,0,0
9,1968,1968-10-06,4,26.167,CHI,@,BAL,L 7-28,*,4,7,57.14,29,0,1,27.4,0,0,4.14,-2.29,1,3,3.00,0,0,0
10,1968,1968-10-13,5,26.174,CHI,,DET,L 10-28,*,6,18,33.33,131,1,0,78.7,0,0,7.28,8.39,3,14,4.67,0,0,0
11,1968,1968-11-17,10,26.209,CHI,,ATL,L 13-16,,7,15,46.67,71,0,1,32.9,0,0,4.73,1.73,1,1,1.00,0,0,0
