ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2003,2003-09-07,1,23.291,OAK,@,TEN,L 20-25,*,,,,,,,,,,
2,2003,2003-09-14,2,23.298,OAK,,CIN,W 23-20,*,,,,,,,,,,
3,2003,2003-09-22,3,23.306,OAK,@,DEN,L 10-31,*,,,,,,,,,,
4,2003,2003-09-28,4,23.312,OAK,,SDG,W 34-31,*,,,,,,,,,,
5,2003,2003-10-05,5,23.319,OAK,@,CHI,L 21-24,*,0,0,,0,1.0,,,0,0,0
6,2003,2003-10-12,6,23.326,OAK,@,CLE,L 7-13,*,,,,,,,,,,
7,2003,2003-10-20,7,23.334,OAK,,KAN,L 10-17,*,,,,,,,,,,
8,2003,2003-11-02,8,23.347,OAK,@,DET,L 13-23,*,,,,,,,,,,
9,2003,2003-11-09,9,23.354,OAK,,NYJ,L 24-27,*,,,,,,,,,,
10,2003,2003-11-16,10,23.361,OAK,,MIN,W 28-18,*,,,,,,,,,,
11,2003,2003-11-23,11,24.003,OAK,@,KAN,L 24-27,*,,,,,,,,,,
12,2003,2003-11-30,12,24.010,OAK,,DEN,L 8-22,*,0,0,,0,0.5,,,0,0,0
13,2003,2003-12-07,13,24.017,OAK,@,PIT,L 7-27,*,,,,,,,,,,
14,2003,2003-12-14,14,24.024,OAK,,BAL,W 20-12,*,,,,,,,,,,
15,2003,2003-12-22,15,24.032,OAK,,GNB,L 7-41,*,0,0,,0,1.0,,,0,0,0
16,2003,2003-12-28,16,24.038,OAK,@,SDG,L 14-21,*,,,,,,,,,,
17,2004,2004-09-12,1,24.297,OAK,@,PIT,L 21-24,*,0,0,,0,1.0,,,0,0,0
18,2004,2004-09-19,2,24.304,OAK,,BUF,W 13-10,*,0,0,,0,1.5,,,0,0,0
19,2004,2004-09-26,3,24.311,OAK,,TAM,W 30-20,*,,,,,,,,,,
20,2004,2004-10-03,4,24.318,OAK,@,HOU,L 17-30,*,,,,,,,,,,
21,2004,2004-10-10,5,24.325,OAK,@,IND,L 14-35,*,,,,,,,,,,
22,2004,2004-10-17,6,24.332,OAK,,DEN,L 3-31,*,,,,,,,,,,
23,2004,2004-10-24,7,24.339,OAK,,NOR,L 26-31,*,,,,,,,,,,
24,2004,2004-10-31,8,24.346,OAK,@,SDG,L 14-42,*,,,,,,,,,,
25,2004,2004-11-07,9,24.353,OAK,@,CAR,W 27-24,*,,,,,,,,,,
26,2004,2004-11-21,10,25.001,OAK,,SDG,L 17-23,*,,,,,,,,,,
27,2004,2004-11-28,11,25.008,OAK,@,DEN,W 25-24,*,,,,,,,,,,
28,2004,2004-12-12,13,25.022,OAK,@,ATL,L 10-35,*,,,,,,,,,,
29,2004,2004-12-19,14,25.029,OAK,,TEN,W 40-35,*,,,,,,,,,,
30,2004,2004-12-25,15,25.035,OAK,@,KAN,L 30-31,*,0,0,,0,0.0,,,1,24,0
31,2004,2005-01-02,16,25.043,OAK,,JAX,L 6-13,*,,,,,,,,,,
32,2005,2005-09-08,1,25.292,OAK,@,NWE,L 20-30,*,,,,,,,,,,
33,2005,2005-09-18,2,25.302,OAK,,KAN,L 17-23,,,,,,,,,,,
34,2005,2005-09-25,3,25.309,OAK,@,PHI,L 20-23,,,,,,,,,,,
35,2005,2005-10-02,4,25.316,OAK,,DAL,W 19-13,*,,,,,,,,,,
36,2005,2005-10-16,5,25.330,OAK,,SDG,L 14-27,,,,,,,,,,,
37,2005,2005-10-23,6,25.337,OAK,,BUF,W 38-17,*,,,,,,,,,,
38,2005,2005-10-30,7,25.344,OAK,@,TEN,W 34-25,,0,0,,0,1.0,,,0,0,0
39,2005,2005-11-06,8,25.351,OAK,@,KAN,L 23-27,,,,,,,,,,,
40,2005,2005-11-13,9,25.358,OAK,,DEN,L 17-31,,,,,,,,,,,
41,2005,2005-11-20,10,26.000,OAK,@,WAS,W 16-13,,,,,,,,,,,
42,2005,2005-11-27,11,26.007,OAK,,MIA,L 21-33,,,,,,,,,,,
43,2005,2005-12-04,12,26.014,OAK,@,SDG,L 10-34,,,,,,,,,,,
44,2005,2005-12-11,13,26.021,OAK,@,NYJ,L 10-26,,,,,,,,,,,
45,2005,2005-12-18,14,26.028,OAK,,CLE,L 7-9,,,,,,,,,,,
46,2005,2005-12-24,15,26.034,OAK,@,DEN,L 3-22,,,,,,,,,,,
47,2005,2005-12-31,16,26.041,OAK,,NYG,L 21-30,,,,,,,,,,,
48,2006,2006-09-11,1,26.295,OAK,,SDG,L 0-27,*,,,,,,,,,,
49,2006,2006-09-17,2,26.301,OAK,@,BAL,L 6-28,*,,,,,,,,,,
50,2006,2006-10-01,3,26.315,OAK,,CLE,L 21-24,*,,,,,,,,,,
51,2006,2006-10-08,4,26.322,OAK,@,SFO,L 20-34,*,,,,,,,,,,
52,2006,2006-10-15,5,26.329,OAK,@,DEN,L 3-13,*,,,,,,,,,,
53,2006,2006-10-22,6,26.336,OAK,,ARI,W 22-9,,,,,,,,,,,
54,2006,2006-10-29,7,26.343,OAK,,PIT,W 20-13,*,,,,,,,,,,
55,2006,2006-11-06,8,26.351,OAK,@,SEA,L 0-16,*,,,,,,,,,,
56,2006,2006-11-12,9,26.357,OAK,,DEN,L 13-17,*,,,,,,,,,,
57,2006,2006-11-19,10,26.364,OAK,@,KAN,L 13-17,*,,,,,,,,,,
58,2006,2006-11-26,11,27.006,OAK,@,SDG,L 14-21,*,,,,,,,,,,
59,2006,2006-12-03,12,27.013,OAK,,HOU,L 14-23,*,,,,,,,,,,
60,2006,2006-12-10,13,27.020,OAK,@,CIN,L 10-27,*,,,,,,,,,,
61,2006,2006-12-17,14,27.027,OAK,,STL,L 0-20,*,,,,,,,,,,
62,2006,2006-12-23,15,27.033,OAK,,KAN,L 9-20,,,,,,,,,,,
63,2006,2006-12-31,16,27.041,OAK,@,NYJ,L 3-23,,,,,,,,,,,
64,2007,2007-09-09,1,27.293,OAK,,DET,L 21-36,,,,,,,,,,,
65,2007,2007-09-16,2,27.300,OAK,@,DEN,L 20-23,,,,,,,,,,,
66,2007,2007-09-23,3,27.307,OAK,,CLE,W 26-24,,,,,,,,,,,
67,2007,2007-09-30,4,27.314,OAK,@,MIA,W 35-17,,,,,,,,,,,
68,2007,2007-10-14,5,27.328,OAK,@,SDG,L 14-28,,,,,,,,,,,
69,2007,2007-10-21,6,27.335,OAK,,KAN,L 10-12,,,,,,,,,,,
70,2007,2007-10-28,7,27.342,OAK,@,TEN,L 9-13,,,,,,,,,,,
71,2007,2007-11-04,8,27.349,OAK,,HOU,L 17-24,,,,,,,,,,,
72,2007,2007-11-11,9,27.356,OAK,,CHI,L 6-17,,,,,,,,,,,
73,2007,2007-11-18,10,27.363,OAK,@,MIN,L 22-29,,,,,,,,,,,
74,2007,2007-11-25,11,28.005,OAK,@,KAN,W 20-17,,,,,,,,,,,
75,2007,2007-12-02,12,28.012,OAK,,DEN,W 34-20,,,,,,,,,,,
76,2007,2007-12-09,13,28.019,OAK,@,GNB,L 7-38,,,,,,,,,,,
77,2007,2007-12-16,14,28.026,OAK,,IND,L 14-21,,,,,,,,,,,
78,2007,2007-12-23,15,28.033,OAK,@,JAX,L 11-49,,1,6,6.00,0,0.0,,,0,0,0
79,2007,2007-12-30,16,28.040,OAK,,SDG,L 17-30,,,,,,,,,,,
80,2008,2008-09-07,1,28.292,CAR,@,SDG,W 26-24,*,0,0,,0,0.0,3,0,0,0,0
81,2008,2008-09-14,2,28.299,CAR,,CHI,W 20-17,*,0,0,,0,0.0,1,0,0,0,0
82,2008,2008-09-21,3,28.306,CAR,@,MIN,L 10-20,*,0,0,,0,0.5,4,1,0,0,0
83,2008,2008-09-28,4,28.313,CAR,,ATL,W 24-9,*,0,0,,0,0.0,1,0,0,0,0
84,2008,2008-10-05,5,28.320,CAR,,KAN,W 34-0,*,0,0,,0,1.0,1,0,0,0,0
85,2008,2008-10-12,6,28.327,CAR,@,TAM,L 3-27,*,0,0,,0,0.0,1,0,0,0,0
86,2008,2008-10-19,7,28.334,CAR,,NOR,W 30-7,*,0,0,,0,0.0,1,1,0,0,0
87,2008,2008-10-26,8,28.341,CAR,,ARI,W 27-23,*,0,0,,0,0.0,2,0,0,0,0
88,2008,2008-11-09,9,28.355,CAR,@,OAK,W 17-6,*,0,0,,0,0.0,3,0,0,0,0
89,2008,2008-11-16,10,28.362,CAR,,DET,W 31-22,*,0,0,,0,0.0,1,0,0,0,0
90,2008,2008-11-23,11,29.003,CAR,@,ATL,L 28-45,*,0,0,,0,0.0,1,0,0,0,0
91,2008,2008-11-30,12,29.010,CAR,@,GNB,W 35-31,*,0,0,,0,0.0,2,2,0,0,0
92,2008,2008-12-08,13,29.018,CAR,,TAM,W 38-23,*,0,0,,0,1.0,3,0,0,0,0
93,2008,2008-12-14,14,29.024,CAR,,DEN,W 30-10,*,0,0,,0,1.0,5,0,0,0,0
94,2008,2008-12-21,15,29.031,CAR,@,NYG,L 28-34,*,0,0,,0,1.0,3,1,0,0,0
95,2008,2008-12-28,16,29.038,CAR,@,NOR,W 33-31,*,0,0,,0,0.0,3,0,0,0,0
96,2009,2009-09-13,1,29.297,CAR,,PHI,L 10-38,*,0,0,,0,0.0,2,0,0,0,0
