ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1960,1960-10-16,3,23.037,DET,@,PHI,L 10-28,1,0,0.00,0,0,0,0,0,0
2,1960,1960-10-23,4,23.044,DET,,BAL,W 30-17,0,0,,0,0,0,1,0,0
3,1960,1960-10-30,5,23.051,DET,@,RAM,L 35-48,1,16,16.00,0,0,0,0,0,0
4,1960,1960-11-13,7,23.065,DET,,RAM,W 12-10,0,0,,0,0,0,1,43,0
5,1960,1960-12-04,10,23.086,DET,@,BAL,W 20-15,0,0,,0,0,0,1,0,0
6,1960,1960-12-11,11,23.093,DET,,DAL,W 23-14,0,0,,0,0,0,1,15,0
7,1961,1961-10-22,6,24.043,DET,,BAL,L 14-17,0,0,,0,0,0,1,33,0
8,1961,1961-11-12,9,24.064,DET,@,STL,W 45-14,0,0,,0,0,0,1,12,0
9,1961,1961-11-23,11,24.075,DET,,GNB,L 9-17,0,0,,0,0,0,1,0,0
10,1962,1962-09-30,3,25.021,DET,@,BAL,W 29-20,0,0,,0,0,0,1,14,0
11,1962,1962-11-22,11,25.074,DET,,GNB,W 26-14,0,0,,0,0,0,1,5,0
12,1962,1962-12-09,13,25.091,DET,,MIN,W 37-23,0,0,,0,1,6,2,48,1
13,1963,1963-09-14,1,26.005,DET,@,RAM,W 23-2,0,0,,0,1,6,1,70,1
14,1963,1963-09-22,2,26.013,DET,@,GNB,L 10-31,0,0,,0,0,0,1,24,0
15,1963,1963-11-03,8,26.055,DET,@,SFO,W 45-7,0,0,,0,0,0,2,55,0
16,1963,1963-12-08,13,26.090,DET,,CLE,W 38-10,0,0,,0,0,0,1,9,0
17,1964,1964-09-19,2,27.010,DET,@,RAM,T 17-17,0,0,,0,0,0,2,34,0
18,1964,1964-10-04,4,27.025,DET,,NYG,W 26-3,0,0,,0,0,0,1,11,0
19,1964,1964-10-18,6,27.039,DET,@,CHI,W 10-0,0,0,,0,0,0,2,0,0
