ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
38,1999,1999-09-26,3,25.336,TAM,,DEN,W 13-10,*,,,,,
39,1999,1999-10-24,6,25.364,TAM,,CHI,W 6-3,*,,,,,
40,1999,1999-10-31,7,26.006,TAM,@,DET,L 3-20,*,,,,,
41,1999,1999-11-07,8,26.013,TAM,@,NOR,W 31-16,*,,,,,
42,1999,1999-11-14,9,26.020,TAM,,KAN,W 17-10,*,,,,,
43,1999,1999-11-21,10,26.027,TAM,,ATL,W 19-10,*,,,,,
44,1999,1999-11-28,11,26.034,TAM,@,SEA,W 16-3,*,,,,,
45,1999,1999-12-06,12,26.042,TAM,,MIN,W 24-17,*,,,,,
46,1999,1999-12-12,13,26.048,TAM,,DET,W 23-16,*,,,,,
47,1999,1999-12-26,15,26.062,TAM,,GNB,W 29-10,*,,,,,
48,1999,2000-01-02,16,26.069,TAM,@,CHI,W 20-6,*,0,0,,0,1.0
49,2000,2000-09-03,1,26.314,TAM,@,NWE,W 21-16,,0,0,,0,1.0
50,2000,2000-09-10,2,26.321,TAM,,CHI,W 41-0,,,,,,
51,2000,2000-09-17,3,26.328,TAM,@,DET,W 31-10,,,,,,
52,2000,2000-09-24,4,26.335,TAM,,NYJ,L 17-21,,,,,,
53,2000,2000-10-01,5,26.342,TAM,@,WAS,L 17-20,,,,,,
54,2000,2000-10-09,6,26.350,TAM,@,MIN,L 23-30,,,,,,
55,2000,2000-10-19,7,26.360,TAM,,DET,L 14-28,,,,,,
56,2000,2000-10-29,8,27.004,TAM,,MIN,W 41-13,,,,,,
57,2000,2000-11-05,9,27.011,TAM,@,ATL,W 27-14,,0,0,,0,1.0
58,2000,2000-11-12,10,27.018,TAM,,GNB,W 20-15,,,,,,
59,2000,2000-11-19,11,27.025,TAM,@,CHI,L 10-13,,,,,,
60,2000,2000-12-03,13,27.039,TAM,,DAL,W 27-7,,,,,,
61,2000,2000-12-10,14,27.046,TAM,@,MIA,W 16-13,,,,,,
62,2000,2000-12-18,15,27.054,TAM,,STL,W 38-35,,,,,,
63,2000,2000-12-24,16,27.060,TAM,@,GNB,L 14-17,,,,,,
64,2001,2001-09-09,1,27.319,TAM,@,DAL,W 10-6,,0,0,,0,1.0
65,2001,2001-09-30,2,27.340,TAM,@,MIN,L 16-20,,,,,,
66,2001,2001-10-07,3,27.347,TAM,,GNB,W 14-10,,,,,,
67,2001,2001-10-14,4,27.354,TAM,@,TEN,L 28-31,,,,,,
68,2001,2001-10-21,5,27.361,TAM,,PIT,L 10-17,,,,,,
69,2001,2001-10-28,6,28.003,TAM,,MIN,W 41-14,,,,,,
70,2001,2001-11-04,7,28.010,TAM,@,GNB,L 20-21,,,,,,
71,2001,2001-11-11,8,28.017,TAM,@,DET,W 20-17,,,,,,
72,2001,2001-11-18,9,28.024,TAM,,CHI,L 24-27,,1,0,0.00,0,2.0
73,2001,2001-11-26,10,28.032,TAM,@,STL,W 24-17,,,,,,
74,2001,2001-12-02,11,28.038,TAM,@,CIN,W 16-13,,,,,,
75,2001,2001-12-09,12,28.045,TAM,,DET,W 15-12,,0,0,,0,0.5
76,2001,2001-12-16,13,28.052,TAM,@,CHI,L 3-27,,,,,,
77,2001,2001-12-23,14,28.059,TAM,,NOR,W 48-21,,,,,,
78,2001,2001-12-29,15,28.065,TAM,,BAL,W 22-10,,0,0,,0,1.5
79,2001,2002-01-06,16,28.073,TAM,,PHI,L 13-17,*,,,,,
80,2002,2002-09-08,1,28.318,NYJ,@,BUF,W 37-31,,,,,,
81,2002,2002-09-15,2,28.325,NYJ,,NWE,L 7-44,,,,,,
82,2002,2002-09-22,3,28.332,NYJ,@,MIA,L 3-30,,,,,,
83,2002,2002-09-29,4,28.339,NYJ,@,JAX,L 3-28,,,,,,
84,2002,2002-10-20,6,28.360,NYJ,,MIN,W 20-7,,,,,,
85,2002,2002-10-27,7,29.002,NYJ,,CLE,L 21-24,,,,,,
86,2002,2002-11-03,8,29.009,NYJ,@,SDG,W 44-13,,,,,,
87,2002,2002-11-10,9,29.016,NYJ,,MIA,W 13-10,,,,,,
88,2002,2002-11-17,10,29.023,NYJ,@,DET,W 31-14,,,,,,
89,2002,2002-11-24,11,29.030,NYJ,,BUF,W 31-13,,,,,,
90,2002,2002-12-02,12,29.038,NYJ,@,OAK,L 20-26,,,,,,
91,2002,2002-12-08,13,29.044,NYJ,,DEN,W 19-13,,,,,,
92,2002,2002-12-15,14,29.051,NYJ,@,CHI,L 13-20,,0,0,,0,0.5
93,2002,2002-12-22,15,29.058,NYJ,@,NWE,W 30-17,,,,,,
94,2002,2002-12-29,16,29.065,NYJ,,GNB,W 42-17,,,,,,
