ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2015,2015-09-13,1,25.049,TEN,@,TAM,W 42-14,,0,0,,0,0,0,0,,0,0.0%,,0,0
2,2015,2015-09-20,2,25.056,TEN,@,CLE,L 14-28,,1,3,3.00,0,1,1,19,19.00,0,100.0%,19.00,0,0
3,2015,2015-09-27,3,25.063,TEN,,IND,L 33-35,,4,9,2.25,1,0,0,0,,0,0.0%,,1,6
4,2015,2015-10-11,4,25.077,TEN,,BUF,L 13-14,,0,0,,0,0,0,0,,0,0.0%,,0,0
5,2015,2015-10-18,5,25.084,TEN,,MIA,L 10-38,,0,0,,0,0,0,0,,0,0.0%,,0,0
6,2015,2015-10-25,6,25.091,TEN,,ATL,L 7-10,,0,0,,0,0,0,0,,0,0.0%,,0,0
7,2015,2015-11-01,7,25.098,TEN,@,HOU,L 6-20,,0,0,,0,0,0,0,,0,0.0%,,0,0
8,2015,2015-11-08,8,25.105,TEN,@,NOR,W 34-28,,0,0,,0,0,0,0,,0,0.0%,,0,0
9,2015,2015-11-15,9,25.112,TEN,,CAR,L 10-27,,0,0,,0,1,1,14,14.00,0,100.0%,14.00,0,0
10,2015,2015-11-19,10,25.116,TEN,@,JAX,L 13-19,,0,0,,0,1,1,2,2.00,0,100.0%,2.00,0,0
11,2015,2015-11-29,11,25.126,TEN,,OAK,L 21-24,,1,1,1.00,0,1,1,1,1.00,1,100.0%,1.00,1,6
12,2015,2015-12-06,12,25.133,TEN,,JAX,W 42-39,,0,0,,0,0,0,0,,0,0.0%,,0,0
13,2015,2015-12-13,13,25.140,TEN,@,NYJ,L 8-30,,0,0,,0,0,0,0,,0,0.0%,,0,0
14,2015,2015-12-20,14,25.147,TEN,@,NWE,L 16-33,,1,0,0.00,0,1,1,8,8.00,0,100.0%,8.00,0,0
15,2015,2015-12-27,15,25.154,TEN,,HOU,L 6-34,,0,0,,0,0,0,0,,0,0.0%,,0,0
16,2015,2016-01-03,16,25.161,TEN,@,IND,L 24-30,,0,0,,0,1,0,0,,0,0.0%,0.00,0,0
17,2016,2016-09-11,1,26.047,TEN,,MIN,L 16-25,*,0,0,,0,0,0,0,,0,0.0%,,0,0
18,2016,2016-09-18,2,26.054,TEN,@,DET,W 16-15,*,0,0,,0,0,0,0,,0,0.0%,,0,0
19,2016,2016-09-25,3,26.061,TEN,,OAK,L 10-17,*,0,0,,0,1,1,14,14.00,0,100.0%,14.00,0,0
20,2016,2016-10-02,4,26.068,TEN,@,HOU,L 20-27,,0,0,,0,0,0,0,,0,0.0%,,0,0
21,2016,2016-10-09,5,26.075,TEN,@,MIA,W 30-17,*,0,0,,0,0,0,0,,0,0.0%,,0,0
22,2016,2016-10-16,6,26.082,TEN,,CLE,W 28-26,,0,0,,0,0,0,0,,0,0.0%,,0,0
23,2016,2016-10-23,7,26.089,TEN,,IND,L 26-34,,0,0,,0,0,0,0,,0,0.0%,,0,0
24,2016,2016-10-27,8,26.093,TEN,,JAX,W 36-22,,0,0,,0,0,0,0,,0,0.0%,,0,0
25,2016,2016-11-06,9,26.103,TEN,@,SDG,L 35-43,,0,0,,0,0,0,0,,0,0.0%,,0,0
26,2016,2016-11-13,10,26.110,TEN,,GNB,W 47-25,*,0,0,,0,0,0,0,,0,0.0%,,0,0
27,2016,2016-11-20,11,26.117,TEN,@,IND,L 17-24,,0,0,,0,0,0,0,,0,0.0%,,0,0
28,2016,2016-11-27,12,26.124,TEN,@,CHI,W 27-21,,0,0,,0,0,0,0,,0,0.0%,,0,0
29,2016,2016-12-11,13,26.138,TEN,,DEN,W 13-10,*,0,0,,0,1,0,0,,0,0.0%,0.00,0,0
30,2016,2016-12-18,14,26.145,TEN,@,KAN,W 19-17,*,1,3,3.00,0,0,0,0,,0,0.0%,,0,0
31,2016,2016-12-24,15,26.151,TEN,@,JAX,L 17-38,,0,0,,0,0,0,0,,0,0.0%,,0,0
32,2016,2017-01-01,16,26.159,TEN,,HOU,W 24-17,,0,0,,0,0,0,0,,0,0.0%,,0,0
33,2017,2017-09-10,1,27.046,TEN,,OAK,L 16-26,,0,0,,0,0,0,0,,0,0.0%,,0,0
34,2017,2017-09-17,2,27.053,TEN,@,JAX,W 37-16,,1,3,3.00,1,0,0,0,,0,0.0%,,1,6
35,2017,2017-09-24,3,27.060,TEN,,SEA,W 33-27,*,0,0,,0,0,0,0,,0,0.0%,,0,0
36,2017,2017-10-01,4,27.067,TEN,@,HOU,L 14-57,,0,0,,0,0,0,0,,0,0.0%,,0,0
37,2017,2017-10-08,5,27.074,TEN,@,MIA,L 10-16,,0,0,,0,1,0,0,,0,0.0%,0.00,0,0
38,2017,2017-10-16,6,27.082,TEN,,IND,W 36-22,,0,0,,0,0,0,0,,0,0.0%,,0,0
39,2017,2017-10-22,7,27.088,TEN,@,CLE,W 12-9,,0,0,,0,0,0,0,,0,0.0%,,0,0
40,2017,2017-11-05,8,27.102,TEN,,BAL,W 23-20,,0,0,,0,0,0,0,,0,0.0%,,0,0
41,2017,2017-11-12,9,27.109,TEN,,CIN,W 24-20,,1,1,1.00,0,0,0,0,,0,0.0%,,0,0
42,2017,2017-11-16,10,27.113,TEN,@,PIT,L 17-40,,0,0,,0,0,0,0,,0,0.0%,,0,0
