ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1977,1977-09-18,1,22.121,RAM,@,ATL,L 6-17,0,0,,0,0,0,,0,3,76,25.33,0,0,0
2,1977,1977-09-25,2,22.128,RAM,,PHI,W 20-0,5,23,4.60,0,0,0,,0,1,34,34.00,0,0,0
3,1977,1977-10-02,3,22.135,RAM,,SFO,W 34-14,2,3,1.50,0,0,0,,0,1,34,34.00,0,0,0
4,1977,1977-10-10,4,22.143,RAM,@,CHI,L 23-24,0,0,,0,0,0,,0,3,71,23.67,0,0,0
5,1977,1977-10-16,5,22.149,RAM,,NOR,W 14-7,9,44,4.89,1,0,0,,0,2,57,28.50,0,1,6
6,1977,1977-10-24,6,22.157,RAM,,MIN,W 35-3,8,102,12.75,1,0,0,,0,1,14,14.00,0,1,6
7,1977,1977-10-30,7,22.163,RAM,@,NOR,L 26-27,4,13,3.25,0,0,0,,0,3,57,19.00,0,0,0
8,1977,1977-11-06,8,22.170,RAM,,TAM,W 31-0,11,50,4.55,0,1,3,3.00,0,1,25,25.00,0,0,0
9,1977,1977-11-13,9,22.177,RAM,@,GNB,W 24-6,4,10,2.50,1,0,0,,0,1,0,0.00,0,1,6
10,1977,1977-11-20,10,22.184,RAM,@,SFO,W 23-10,0,0,,0,0,0,,0,3,62,20.67,0,0,0
11,1977,1977-11-27,11,22.191,RAM,@,CLE,W 9-0,5,6,1.20,0,0,0,,0,0,0,,0,0,0
12,1977,1977-12-04,12,22.198,RAM,,OAK,W 20-14,0,0,,0,0,0,,0,1,16,16.00,0,0,0
13,1977,1977-12-11,13,22.205,RAM,,ATL,W 23-7,6,30,5.00,0,0,0,,0,1,29,29.00,0,0,0
14,1977,1977-12-17,14,22.211,RAM,@,WAS,L 14-17,7,36,5.14,0,0,0,,0,3,48,16.00,0,0,0
15,1978,1978-09-03,1,23.106,RAM,@,PHI,W 16-14,10,36,3.60,0,2,17,8.50,0,2,31,15.50,0,0,0
16,1978,1978-09-10,2,23.113,RAM,,ATL,W 10-0,4,9,2.25,0,0,0,,0,0,0,,0,0,0
17,1979,1979-09-02,1,24.105,RAM,,OAK,L 17-24,5,12,2.40,1,4,30,7.50,0,0,0,,0,1,6
18,1979,1979-09-06,2,24.109,RAM,@,DEN,W 13-9,2,4,2.00,0,3,13,4.33,0,0,0,,0,0,0
19,1979,1979-09-16,3,24.119,RAM,,SFO,W 27-24,9,27,3.00,0,2,16,8.00,0,0,0,,0,0,0
20,1979,1979-09-23,4,24.126,RAM,@,TAM,L 6-21,7,43,6.14,0,1,7,7.00,0,0,0,,0,0,0
21,1979,1979-09-30,5,24.133,RAM,,STL,W 21-0,17,75,4.41,1,1,-2,-2.00,0,0,0,,0,1,6
22,1979,1979-10-07,6,24.140,RAM,@,NOR,W 35-17,16,63,3.94,2,2,30,15.00,0,0,0,,0,2,12
23,1979,1979-10-14,7,24.147,RAM,@,DAL,L 6-30,8,34,4.25,0,2,21,10.50,0,0,0,,0,0,0
24,1979,1979-10-21,8,24.154,RAM,,SDG,L 16-40,20,79,3.95,1,3,19,6.33,0,0,0,,0,1,6
25,1979,1979-10-28,9,24.161,RAM,,NYG,L 14-20,11,37,3.36,0,2,17,8.50,0,0,0,,0,0,0
26,1979,1979-11-04,10,24.168,RAM,@,SEA,W 24-0,9,86,9.56,1,0,0,,0,0,0,,0,1,6
27,1979,1979-11-11,11,24.175,RAM,@,CHI,L 23-27,17,129,7.59,1,1,8,8.00,0,1,16,16.00,0,1,6
28,1979,1979-11-19,12,24.183,RAM,,ATL,W 20-14,21,111,5.29,0,0,0,,0,0,0,,0,0,0
29,1979,1979-11-25,13,24.189,RAM,@,SFO,W 26-20,27,94,3.48,0,4,95,23.75,1,0,0,,0,1,6
30,1979,1979-12-02,14,24.196,RAM,,MIN,W 27-21,13,36,2.77,0,3,17,5.67,0,0,0,,0,0,0
31,1979,1979-12-09,15,24.203,RAM,@,ATL,W 34-13,18,138,7.67,1,1,12,12.00,0,0,0,,0,1,6
32,1979,1979-12-16,16,24.210,RAM,,NOR,L 14-29,18,141,7.83,1,3,25,8.33,0,0,0,,0,1,6
33,1980,1980-11-02,9,25.166,RAM,,NOR,W 45-31,2,5,2.50,0,0,0,,0,0,0,,0,0,0
34,1980,1980-11-09,10,25.173,RAM,,MIA,L 14-35,9,37,4.11,0,0,0,,0,0,0,,0,0,0
35,1980,1980-11-24,12,25.188,RAM,@,NOR,W 27-7,14,88,6.29,0,1,5,5.00,0,0,0,,0,0,0
36,1980,1980-11-30,13,25.194,RAM,,NYJ,W 38-13,5,27,5.40,0,1,3,3.00,0,0,0,,0,0,0
37,1981,1981-09-06,1,26.109,RAM,,HOU,L 20-27,20,90,4.50,0,4,90,22.50,1,0,0,,0,1,6
38,1981,1981-09-13,2,26.116,RAM,@,NOR,L 17-23,16,59,3.69,0,2,25,12.50,0,0,0,,0,0,0
39,1981,1981-09-20,3,26.123,RAM,,GNB,W 35-23,25,108,4.32,2,1,4,4.00,0,0,0,,0,2,12
40,1981,1981-09-28,4,26.131,RAM,@,CHI,W 24-7,17,68,4.00,2,4,43,10.75,0,0,0,,0,2,12
41,1981,1981-10-04,5,26.137,RAM,,CLE,W 27-16,12,29,2.42,1,6,45,7.50,1,0,0,,0,2,12
42,1981,1981-10-11,6,26.144,RAM,@,ATL,W 37-35,14,48,3.43,0,2,12,6.00,0,0,0,,0,0,0
43,1981,1981-10-18,7,26.151,RAM,@,DAL,L 17-29,16,90,5.63,1,0,0,,0,0,0,,0,1,6
44,1981,1981-10-25,8,26.158,RAM,@,SFO,L 17-20,22,90,4.09,0,4,55,13.75,1,0,0,,0,1,6
45,1981,1981-11-01,9,26.165,RAM,,DET,W 20-13,16,136,8.50,2,2,7,3.50,0,0,0,,0,2,12
46,1981,1981-11-15,11,26.179,RAM,@,CIN,L 10-24,15,51,3.40,0,4,35,8.75,1,0,0,,0,1,6
47,1981,1981-11-22,12,26.186,RAM,,SFO,L 31-33,23,97,4.22,1,4,39,9.75,1,0,0,,0,2,12
48,1981,1981-11-29,13,26.193,RAM,@,PIT,L 0-24,7,19,2.71,0,6,59,9.83,0,0,0,,0,0,0
