ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1975,1975-09-21,1,24.120,SDG,,PIT,L 0-37,,,,,,
2,1975,1975-09-28,2,24.127,SDG,@,HOU,L 17-33,4,57,14.25,1,1,6
3,1975,1975-10-05,3,24.134,SDG,,OAK,L 0-6,,,,,,
4,1975,1975-10-12,4,24.141,SDG,,RAM,L 10-13,,,,,,
5,1975,1975-10-19,5,24.148,SDG,,KAN,L 10-12,1,-4,-4.00,0,0,0
6,1975,1975-10-26,6,24.155,SDG,@,OAK,L 0-25,1,8,8.00,0,0,0
7,1975,1975-11-01,7,24.161,SDG,@,NYG,L 24-35,3,41,13.67,1,1,6
8,1975,1975-11-09,8,24.169,SDG,,NWE,L 19-33,1,26,26.00,0,0,0
9,1975,1975-11-16,9,24.176,SDG,,DEN,L 17-27,1,57,57.00,0,0,0
10,1975,1975-11-23,10,24.183,SDG,@,MIN,L 13-28,2,36,18.00,1,1,6
11,1975,1975-11-30,11,24.190,SDG,@,DEN,L 10-13,2,31,15.50,0,0,0
12,1975,1975-12-07,12,24.197,SDG,@,KAN,W 28-20,1,14,14.00,0,0,0
13,1975,1975-12-15,13,24.205,SDG,,NYJ,W 24-16,1,11,11.00,0,0,0
14,1975,1975-12-21,14,24.211,SDG,@,CIN,L 17-47,2,21,10.50,0,0,0
15,1976,1976-09-26,3,25.125,SDG,,STL,W 43-24,3,73,24.33,2,2,12
16,1976,1976-10-03,4,25.132,SDG,@,DEN,L 0-26,,,,,,
17,1976,1976-10-10,5,25.139,SDG,,OAK,L 17-27,1,17,17.00,0,0,0
18,1976,1976-10-17,6,25.146,SDG,,HOU,W 30-27,1,13,13.00,1,1,6
19,1976,1976-10-24,7,25.153,SDG,@,CLE,L 17-21,,,,,,
20,1976,1976-10-31,8,25.160,SDG,@,PIT,L 0-23,,,,,,
21,1976,1976-11-07,9,25.167,SDG,,BAL,L 21-37,3,36,12.00,1,1,6
22,1976,1976-11-14,10,25.174,SDG,,DEN,L 0-17,1,6,6.00,0,0,0
23,1976,1976-11-21,11,25.181,SDG,@,BUF,W 34-13,1,7,7.00,0,0,0
24,1976,1976-11-28,12,25.188,SDG,,KAN,L 20-23,1,9,9.00,0,0,0
25,1976,1976-12-05,13,25.195,SDG,,SFO,W 13-7,,,,,,
26,1976,1976-12-12,14,25.202,SDG,@,OAK,L 0-24,,,,,,
27,1977,1977-09-25,2,26.124,SDG,@,KAN,W 23-7,1,15,15.00,0,0,0
28,1977,1977-10-02,3,26.131,SDG,,CIN,W 24-3,3,44,14.67,0,0,0
29,1977,1977-10-16,5,26.145,SDG,,NWE,L 20-24,3,37,12.33,0,0,0
30,1977,1977-10-23,6,26.152,SDG,,KAN,L 16-21,3,47,15.67,0,0,0
31,1977,1977-10-30,7,26.159,SDG,@,MIA,W 14-13,2,24,12.00,0,0,0
32,1977,1977-11-06,8,26.166,SDG,@,DET,L 0-20,,,,,,
33,1977,1977-11-13,9,26.173,SDG,,DEN,L 14-17,,,,,,
34,1977,1977-11-20,10,26.180,SDG,,OAK,W 12-7,,,,,,
35,1977,1977-11-27,11,26.187,SDG,@,SEA,W 30-28,,,,,,
36,1977,1977-12-11,13,26.201,SDG,@,DEN,L 9-17,1,7,7.00,0,0,0
37,1977,1977-12-18,14,26.208,SDG,,PIT,L 9-10,,,,,,
38,1978,1978-10-01,5,27.130,SDG,@,NWE,L 23-28,,,,,,
39,1978,1978-10-08,6,27.137,SDG,,DEN,W 23-0,,,,,,
40,1978,1978-10-15,7,27.144,SDG,,MIA,L 21-28,,,,,,
41,1978,1978-10-22,8,27.151,SDG,@,DET,L 14-31,,,,,,
42,1978,1978-10-29,9,27.158,SDG,@,OAK,W 27-23,1,16,16.00,0,0,0
43,1978,1978-11-05,10,27.165,SDG,,CIN,W 22-13,,,,,,
44,1978,1978-11-12,11,27.172,SDG,,KAN,W 29-23,,,,,,
45,1978,1978-11-19,12,27.179,SDG,@,MIN,W 13-7,,,,,,
46,1978,1978-11-26,13,27.186,SDG,@,KAN,L 0-23,,,,,,
47,1978,1978-12-04,14,27.194,SDG,,CHI,W 40-7,,,,,,
48,1978,1978-12-10,15,27.200,SDG,,SEA,W 37-10,,,,,,
49,1978,1978-12-17,16,27.207,SDG,@,HOU,W 45-24,2,68,34.00,1,1,6
