ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2006,2006-09-07,1,22.188,PIT,,MIA,W 28-17,,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,0,,,,,,2,49,24.50,0,1,2,2.00,0,0,0,0.0,,
2,2006,2006-09-18,2,22.199,PIT,@,JAX,L 0-9,,4,1,15,15.00,0,25.0%,3.75,0,0,,0,0,0,,0,0,0,,,,,,2,36,18.00,0,0,0,,0,0,0,0.0,,
3,2006,2006-09-24,3,22.205,PIT,,CIN,L 20-28,,4,3,30,10.00,0,75.0%,7.50,0,0,,0,0,0,,0,0,0,,,,,,1,26,26.00,0,1,14,14.00,0,0,0,0.0,,
4,2006,2006-10-08,4,22.219,PIT,@,SDG,L 13-23,,3,2,22,11.00,0,66.7%,7.33,0,0,,0,0,0,,0,0,0,,,,,,3,71,23.67,0,1,1,1.00,0,0,0,0.0,,
5,2006,2006-10-15,5,22.226,PIT,,KAN,W 45-7,,3,2,58,29.00,0,66.7%,19.33,1,13,13.00,0,0,0,,0,0,0,,,,,,2,54,27.00,0,5,55,11.00,0,0,0,0.0,,
6,2006,2006-10-22,6,22.233,PIT,@,ATL,L 38-41,,6,5,91,18.20,0,83.3%,15.17,0,0,,0,0,0,,0,0,0,,,,,,3,88,29.33,0,1,0,0.00,0,0,0,0.0,,
7,2006,2006-10-29,7,22.240,PIT,@,OAK,L 13-20,,4,2,43,21.50,0,50.0%,10.75,0,0,,0,0,0,,0,0,0,,,,,,1,18,18.00,0,2,15,7.50,0,0,0,0.0,,
8,2006,2006-11-05,8,22.247,PIT,,DEN,L 20-31,,7,6,58,9.67,0,85.7%,8.29,0,0,,0,0,0,,0,0,0,,,,,,2,48,24.00,0,1,5,5.00,0,0,0,0.0,,
9,2006,2006-11-12,9,22.254,PIT,,NOR,W 38-31,,3,2,57,28.50,0,66.7%,19.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
10,2006,2006-11-19,10,22.261,PIT,@,CLE,W 24-20,,10,5,75,15.00,1,50.0%,7.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,13,6.50,0,1,6,0.0,,
11,2006,2006-11-26,11,22.268,PIT,@,BAL,L 0-27,,5,3,31,10.33,0,60.0%,6.20,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,32,10.67,0,0,0,0.0,,
12,2006,2006-12-03,12,22.275,PIT,,TAM,W 20-3,,6,1,18,18.00,0,16.7%,3.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,12,6.00,0,0,0,0.0,,
13,2006,2006-12-07,13,22.279,PIT,,CLE,W 27-7,*,6,4,81,20.25,0,66.7%,13.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,31,10.33,0,0,0,0.0,,
14,2006,2006-12-17,14,22.289,PIT,@,CAR,W 37-3,*,4,3,25,8.33,0,75.0%,6.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,78,26.00,1,1,6,0.0,,
15,2006,2006-12-24,15,22.296,PIT,,BAL,L 7-31,*,12,5,90,18.00,0,41.7%,7.50,0,0,,0,0,0,,0,0,0,,,,,,1,21,21.00,0,0,0,,0,0,0,0.0,,
16,2006,2006-12-31,16,22.303,PIT,@,CIN,W 23-17,*,7,4,124,31.00,1,57.1%,17.71,0,0,,0,0,0,,0,0,0,,,,,,1,25,25.00,0,1,6,6.00,0,1,6,0.0,,
17,2007,2007-09-09,1,23.190,PIT,@,CLE,W 34-7,*,3,2,55,27.50,1,66.7%,18.33,1,11,11.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6,0.0,,
18,2007,2007-09-16,2,23.197,PIT,,BUF,W 26-3,*,6,3,53,17.67,0,50.0%,8.83,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
19,2007,2007-09-23,3,23.204,PIT,,SFO,W 37-16,*,3,3,49,16.33,0,100.0%,16.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
20,2007,2007-09-30,4,23.211,PIT,@,ARI,L 14-21,*,9,6,128,21.33,2,66.7%,14.22,1,-1,-1.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12,0.0,,
21,2007,2007-10-21,6,23.232,PIT,@,DEN,L 28-31,*,10,6,54,9.00,1,60.0%,5.40,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6,0.0,,
22,2007,2007-10-28,7,23.239,PIT,@,CIN,W 24-13,*,6,6,87,14.50,0,100.0%,14.50,1,2,2.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
23,2007,2007-11-05,8,23.247,PIT,,BAL,W 38-7,*,5,4,110,27.50,2,80.0%,22.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12,0.0,,
24,2007,2007-11-11,9,23.253,PIT,,CLE,W 31-28,*,8,4,53,13.25,0,50.0%,6.63,1,-2,-2.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
25,2007,2007-11-18,10,23.260,PIT,@,NYJ,L 16-19,*,6,5,75,15.00,1,83.3%,12.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6,0.0,,
26,2007,2007-12-09,13,23.281,PIT,@,NWE,L 13-34,*,4,1,13,13.00,0,25.0%,3.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
27,2007,2007-12-16,14,23.288,PIT,,JAX,L 22-29,*,8,4,34,8.50,0,50.0%,4.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
28,2007,2007-12-20,15,23.292,PIT,@,STL,W 41-24,*,7,4,133,33.25,0,57.1%,19.00,1,7,7.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
