ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
66,1976,1976-11-21,11,28.025,NYJ,,NWE,L 24-38,,,,,,,,,
67,1976,1976-11-28,12,28.032,NYJ,@,BAL,L 16-33,,,,,,,,,
68,1976,1976-12-05,13,28.039,NYJ,,WAS,L 16-37,,,,,,,,,
69,1976,1976-12-12,14,28.046,NYJ,,CIN,L 3-42,,,,,,,,,
70,1977,1977-10-16,5,28.354,HOU,,CLE,L 23-24,,,,,,,,,
71,1977,1977-10-23,6,28.361,HOU,@,PIT,L 10-27,,,,,,,,,
72,1977,1977-10-30,7,29.003,HOU,@,CIN,L 10-13,,,,,,,,,
73,1977,1977-11-06,8,29.010,HOU,,CHI,W 47-0,,,,,,,,,
74,1977,1977-11-13,9,29.017,HOU,@,OAK,L 29-34,,,,,,,,,
75,1977,1977-11-20,10,29.024,HOU,@,SEA,W 22-10,,,,,,,,,
76,1977,1977-11-27,11,29.031,HOU,,KAN,W 34-20,,,,,,,,,
77,1977,1977-12-11,13,29.045,HOU,@,CLE,W 19-15,,,,,,,,,
78,1977,1977-12-18,14,29.052,HOU,,CIN,W 21-16,,,,,,,,,
