ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1997,1997-12-21,16,27.165,WAS,,PHI,W 35-32,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0,,0,0.0%,,0,0
2,1998,1998-09-06,1,28.059,WAS,@,NYG,L 24-31,,17,25,68.00,208,2,0,120.1,0,0,8.32,9.92,0,0,,0,,0,0,,0,0.0%,,0,0
3,1998,1998-09-14,2,28.067,WAS,,SFO,L 10-45,*,14,25,56.00,201,1,1,78.9,4,21,8.04,7.04,2,6,3.00,0,0,0,0,,0,0.0%,,0,0
4,1998,1998-09-20,3,28.073,WAS,@,SEA,L 14-24,*,27,54,50.00,383,2,2,70.2,3,14,7.09,6.17,0,0,,0,0,0,0,,0,0.0%,,0,0
5,1998,1998-09-27,4,28.080,WAS,,DEN,L 16-38,*,19,31,61.29,252,1,2,70.9,3,22,8.13,5.87,4,20,5.00,0,0,0,0,,0,0.0%,,0,0
6,1998,1998-10-04,5,28.087,WAS,,DAL,L 10-31,*,13,29,44.83,193,1,1,64.3,0,0,6.66,5.79,3,10,3.33,0,,0,0,,0,0.0%,,0,0
7,1998,1998-10-11,6,28.094,WAS,@,PHI,L 12-17,*,12,21,57.14,115,0,1,52.7,4,30,5.48,3.33,2,15,7.50,0,0,0,0,,0,0.0%,,0,0
8,1998,1998-11-01,8,28.115,WAS,,NYG,W 21-14,*,21,31,67.74,225,1,0,99.5,2,14,7.26,7.90,5,0,0.00,1,0,0,0,,0,0.0%,,1,6
9,1998,1998-11-08,9,28.122,WAS,@,ARI,L 27-29,*,17,33,51.52,183,1,0,78.2,3,16,5.55,6.15,3,6,2.00,0,1,1,-8,-8.00,0,100.0%,-8.00,0,0
10,1998,1998-11-15,10,28.129,WAS,,PHI,W 28-3,*,14,33,42.42,169,1,0,68.9,4,31,5.12,5.73,3,-1,-0.33,0,0,0,0,,0,0.0%,,0,0
11,1998,1998-11-22,11,28.136,WAS,,ARI,L 42-45,*,30,49,61.22,382,4,1,104.3,5,29,7.80,8.51,5,26,5.20,1,0,0,0,,0,0.0%,,1,6
12,1998,1998-11-29,12,28.143,WAS,@,OAK,W 29-19,*,16,31,51.61,224,3,0,107.5,3,15,7.23,9.16,3,-2,-0.67,0,0,0,0,,0,0.0%,,0,0
13,1998,1998-12-06,13,28.150,WAS,,SDG,W 24-20,*,18,37,48.65,235,2,1,75.8,2,10,6.35,6.22,2,9,4.50,0,1,1,0,0.00,0,100.0%,0.00,0,0
14,1998,1998-12-13,14,28.157,WAS,@,CAR,W 28-25,*,23,42,54.76,257,2,0,89.1,1,8,6.12,7.07,5,12,2.40,0,0,0,0,,0,0.0%,,0,0
15,1998,1998-12-19,15,28.163,WAS,,TAM,W 20-16,*,16,33,48.48,191,1,1,64.1,5,52,5.79,5.03,4,5,1.25,0,0,0,0,,0,0.0%,,0,0
16,1998,1998-12-27,16,28.171,WAS,@,DAL,L 7-23,*,21,35,60.00,223,1,1,76.2,1,11,6.37,5.66,1,11,11.00,0,0,0,0,,0,0.0%,,0,0
17,2000,2000-10-01,5,30.084,STL,,SDG,W 57-31,,3,4,75.00,75,1,0,156.2,0,0,18.75,23.75,3,-3,-1.00,0,0,0,0,,0,0.0%,,0,0
18,2000,2000-10-22,7,30.105,STL,@,KAN,L 34-54,,15,21,71.43,205,3,1,122.0,2,14,9.76,10.48,1,-2,-2.00,0,0,0,0,,0,0.0%,,0,0
19,2000,2000-10-29,8,30.112,STL,@,SFO,W 34-24,*,22,39,56.41,310,2,1,88.6,2,12,7.95,7.82,5,6,1.20,0,0,0,0,,0,0.0%,,0,0
20,2000,2000-11-05,9,30.119,STL,,CAR,L 24-27,*,29,42,69.05,431,2,0,118.3,5,36,10.26,11.21,2,12,6.00,0,0,0,0,,0,0.0%,,0,0
21,2000,2000-11-12,10,30.126,STL,@,NYG,W 38-24,*,27,45,60.00,272,4,1,97.6,2,16,6.04,6.82,6,54,9.00,1,0,0,0,,0,0.0%,,1,6
22,2000,2000-11-20,11,30.134,STL,,WAS,L 20-33,*,23,38,60.53,366,2,1,99.2,6,22,9.63,9.50,1,3,3.00,0,0,0,0,,0,0.0%,,0,0
23,2000,2000-11-26,12,30.140,STL,,NOR,L 24-31,*,20,41,48.78,289,2,1,78.2,6,38,7.05,6.93,1,0,0.00,0,0,0,0,,0,0.0%,,0,0
24,2000,2000-12-24,16,30.168,STL,@,NOR,W 26-21,,6,10,60.00,115,0,0,100.0,1,7,11.50,11.50,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0
25,2001,2001-09-09,1,31.062,KAN,,OAK,L 24-27,*,16,37,43.24,222,1,1,60.9,1,3,6.00,5.32,4,11,2.75,0,1,1,1,1.00,0,100.0%,1.00,0,0
26,2001,2001-09-23,2,31.076,KAN,,NYG,L 3-13,*,17,34,50.00,184,0,1,54.0,1,6,5.41,4.09,3,17,5.67,0,0,0,0,,0,0.0%,,0,0
27,2001,2001-09-30,3,31.083,KAN,@,WAS,W 45-13,*,21,26,80.77,307,3,0,154.3,1,1,11.81,14.12,1,2,2.00,0,0,0,0,,0,0.0%,,0,0
