ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2008,2008-12-28,16,23.192,IND,,TEN,W 23-0,,13,83,6.38,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,0.0,0,0
2,2010,2010-09-12,1,25.085,DEN,@,JAX,L 17-24,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
3,2010,2010-09-19,2,25.092,DEN,,SEA,W 31-14,,,,,,,,,,,0.0%,,,,,,,,,,
4,2010,2010-11-14,9,25.148,DEN,,KAN,W 49-29,,2,9,4.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
5,2010,2010-11-22,10,25.156,DEN,@,SDG,L 14-35,,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
6,2010,2010-11-28,11,25.162,DEN,,STL,L 33-36,,4,31,7.75,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
7,2010,2010-12-05,12,25.169,DEN,@,KAN,L 6-10,,,,,,,,,,,0.0%,,,,,,,,,,
8,2010,2010-12-12,13,25.176,DEN,@,ARI,L 13-43,,8,38,4.75,0,3,1,-3,-3.00,0,33.3%,-1.00,1,15,15.00,0,0,0,0.0,1,0
9,2010,2010-12-19,14,25.183,DEN,@,OAK,L 23-39,,15,20,1.33,0,1,0,0,,0,0.0%,0.00,1,18,18.00,0,0,0,0.0,0,0
10,2010,2010-12-26,15,25.190,DEN,,HOU,W 24-23,,5,38,7.60,0,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,0.0,0,0
11,2010,2011-01-02,16,25.197,DEN,,SDG,L 28-33,,6,21,3.50,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,0.0,0,0
12,2011,2011-09-12,1,26.085,DEN,,OAK,L 20-23,,0,0,,0,1,1,9,9.00,1,100.0%,9.00,0,0,,0,1,6,0.0,0,0
13,2011,2011-09-18,2,26.091,DEN,,CIN,W 24-22,,6,28,4.67,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
14,2011,2011-09-25,3,26.098,DEN,@,TEN,L 14-17,,1,7,7.00,0,5,3,11,3.67,0,60.0%,2.20,0,0,,0,0,0,0.0,0,0
15,2011,2011-10-02,4,26.105,DEN,@,GNB,L 23-49,,2,5,2.50,0,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,0.0,0,0
16,2011,2011-10-09,5,26.112,DEN,,SDG,L 24-29,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
17,2011,2011-10-23,6,26.126,DEN,@,MIA,W 18-15,,6,14,2.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
18,2011,2011-10-30,7,26.133,DEN,,DET,L 10-45,,6,63,10.50,0,3,1,4,4.00,0,33.3%,1.33,0,0,,0,0,0,0.0,0,0
19,2011,2011-11-06,8,26.140,DEN,@,OAK,W 38-24,,4,14,3.50,0,0,0,0,,0,0.0%,,1,9,9.00,0,0,0,0.0,0,0
20,2011,2011-11-13,9,26.147,DEN,@,KAN,W 17-10,,30,96,3.20,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
21,2011,2011-11-17,10,26.151,DEN,,NYJ,W 17-13,,5,18,3.60,0,3,2,26,13.00,0,66.7%,8.67,0,0,,0,0,0,0.0,0,0
