ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1950,1950-09-17,1,22.242,GNB,,DET,L 7-45,*,3,10,30.00,55,0,1,10.4,0,0,5.50,1.00,2,8,4.00,0,0,0,,0,0,
2,1950,1950-09-24,2,22.249,GNB,,WAS,W 35-21,*,5,22,22.73,102,0,0,46.4,0,0,4.64,4.64,0,0,,0,0,0,,0,0,
3,1950,1950-10-01,3,22.256,GNB,,CHI,W 31-21,*,4,11,36.36,39,0,2,7.6,0,0,3.55,-4.64,1,9,9.00,0,0,0,,0,0,
4,1950,1950-10-08,4,22.263,GNB,,NYY,L 31-44,*,5,17,29.41,62,0,2,2.7,0,0,3.65,-1.65,0,0,,0,0,0,,0,0,
5,1950,1950-10-15,5,22.270,GNB,@,CHI,L 14-28,*,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,3,19,6.33,0,0,0,,0,0,
6,1950,1950-10-19,6,22.274,GNB,@,NYY,L 17-35,*,5,14,35.71,129,1,1,64.3,0,0,9.21,7.43,3,1,0.33,0,0,0,,0,0,
7,1950,1950-11-05,7,22.291,GNB,@,BAL,L 21-41,*,1,8,12.50,8,0,3,0.0,0,0,1.00,-15.88,1,1,1.00,0,0,0,,0,0,
8,1950,1950-11-12,8,22.298,GNB,,RAM,L 14-45,*,11,40,27.50,200,2,4,25.0,0,0,5.00,1.50,3,26,8.67,0,0,0,,0,0,
9,1950,1950-11-19,9,22.305,GNB,@,DET,L 21-24,*,15,31,48.39,194,1,4,39.7,0,0,6.26,1.10,4,46,11.50,0,0,0,,0,0,
10,1950,1950-11-26,10,22.312,GNB,,SFO,W 25-21,*,7,19,36.84,103,0,2,15.8,0,0,5.42,0.68,3,12,4.00,0,0,0,,0,0,
11,1950,1950-12-03,11,22.319,GNB,@,RAM,L 14-51,*,12,28,42.86,83,1,3,22.6,0,0,2.96,-1.14,4,36,9.00,0,0,0,,0,0,
12,1950,1950-12-10,12,22.326,GNB,@,SFO,L 14-30,*,15,23,65.22,256,2,2,95.6,0,0,11.13,8.96,3,0,0.00,0,0,0,,0,0,
13,1951,1951-09-30,1,23.255,GNB,,CHI,L 20-31,*,6,10,60.00,54,0,0,74.6,0,0,5.40,5.40,4,10,2.50,0,0,0,,0,0,
14,1951,1951-10-07,2,23.262,GNB,,PIT,W 35-33,*,10,22,45.45,229,2,2,75.8,0,0,10.41,8.14,5,32,6.40,1,0,0,,0,1,
15,1951,1951-10-14,3,23.269,GNB,,PHI,W 37-24,*,8,22,36.36,136,1,1,54.4,0,0,6.18,5.05,4,12,3.00,0,0,11,,0,0,
16,1951,1951-10-21,4,23.276,GNB,,RAM,L 0-28,*,3,12,25.00,36,0,1,4.9,0,0,3.00,-0.75,1,13,13.00,0,0,0,,0,0,
17,1951,1951-10-28,5,23.283,GNB,@,NYY,W 29-27,*,6,23,26.09,62,1,2,17.8,0,0,2.70,-0.35,4,11,2.75,0,0,0,,0,0,
18,1951,1951-11-04,6,23.290,GNB,,DET,L 17-24,*,4,11,36.36,66,0,0,57.4,0,0,6.00,6.00,1,0,0.00,0,0,0,,0,0,
19,1951,1951-11-11,7,23.297,GNB,@,PIT,L 7-28,,8,13,61.54,92,1,2,68.9,0,0,7.08,1.69,0,0,,0,0,0,,0,0,
20,1951,1951-11-18,8,23.304,GNB,@,CHI,L 13-24,*,10,33,30.30,88,1,2,24.7,0,0,2.67,0.55,14,150,10.71,0,0,0,,0,0,
21,1951,1951-11-22,9,23.308,GNB,@,DET,L 35-52,*,8,23,34.78,201,3,2,70.8,0,0,8.74,7.43,15,131,8.73,1,0,0,,0,1,
22,1951,1951-12-02,10,23.318,GNB,,NYY,L 28-31,*,7,12,58.33,91,2,2,82.3,0,0,7.58,3.42,3,92,30.67,1,0,0,,0,1,
23,1951,1951-12-09,11,23.325,GNB,@,SFO,L 19-31,*,16,35,45.71,150,2,3,41.4,0,0,4.29,1.57,17,48,2.82,0,0,0,,0,0,
