ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,1995,1995-09-10,2,22.254,CAR,@,BUF,L 9-31,,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,
2,1995,1995-09-17,3,22.261,CAR,,STL,L 10-31,,7,11,63.64,45,0,1,34.3,0,0,4.09,0.00,2,9,4.50,1,0,0,0,,0,0.0%,,,1,6,0.0,,
3,1995,1995-10-01,4,22.275,CAR,,TAM,L 13-20,*,18,32,56.25,234,1,1,76.8,0,0,7.31,6.53,2,14,7.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
4,1995,1995-10-08,5,22.282,CAR,@,CHI,L 27-31,*,14,28,50.00,228,1,1,74.7,0,0,8.14,7.25,1,2,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
5,1995,1995-10-15,6,22.289,CAR,,NYJ,W 26-15,*,14,26,53.85,158,0,2,40.2,4,26,6.08,2.62,4,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
6,1995,1995-10-22,7,22.296,CAR,,NOR,W 20-3,*,8,21,38.10,48,1,0,62.2,4,19,2.29,3.24,2,2,1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
7,1995,1995-10-29,8,22.303,CAR,@,NWE,W 20-17,*,25,45,55.56,309,2,1,82.5,2,18,6.87,6.76,4,11,2.75,0,0,0,0,,0,0.0%,,,0,0,0.0,,
8,1995,1995-11-05,9,22.310,CAR,@,SFO,W 13-7,*,17,30,56.67,150,0,1,56.3,3,18,5.00,3.50,4,7,1.75,0,0,0,0,,0,0.0%,,,0,0,0.0,,
9,1995,1995-11-12,10,22.317,CAR,@,STL,L 17-28,*,16,35,45.71,228,2,4,46.8,3,28,6.51,2.51,3,16,5.33,0,0,0,0,,0,0.0%,,,0,0,0.0,,
10,1995,1995-11-19,11,22.324,CAR,,ARI,W 27-7,*,15,23,65.22,201,2,0,121.8,3,19,8.74,10.48,3,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
11,1995,1995-11-26,12,22.331,CAR,@,NOR,L 26-34,*,17,46,36.96,335,3,4,48.7,2,6,7.28,4.67,5,7,1.40,0,0,0,0,,0,0.0%,,,0,0,0.0,,
12,1995,1995-12-03,13,22.338,CAR,,IND,W 13-10,*,14,34,41.18,170,0,0,57.2,0,0,5.00,5.00,1,2,2.00,1,0,0,0,,0,0.0%,,,1,6,0.0,,
13,1995,1995-12-10,14,22.345,CAR,,SFO,L 10-31,*,12,29,41.38,127,0,1,40.4,1,8,4.38,2.83,2,2,1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
14,1995,1995-12-17,15,22.352,CAR,,ATL,W 21-17,*,18,28,64.29,283,1,1,94.8,0,0,10.11,9.21,8,-1,-0.13,1,0,0,0,,0,0.0%,,,1,6,0.0,,
15,1995,1995-12-24,16,22.359,CAR,@,WAS,L 17-20,*,19,43,44.19,201,1,2,46.8,2,8,4.67,3.05,1,3,3.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
16,1996,1996-09-01,1,23.246,CAR,,ATL,W 29-6,*,17,31,54.84,198,2,0,95.9,4,12,6.39,7.68,1,14,14.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
17,1996,1996-09-08,2,23.253,CAR,@,NOR,W 22-20,*,13,21,61.90,171,0,1,67.8,3,29,8.14,6.00,3,1,0.33,0,0,0,0,,0,0.0%,,,0,0,0.0,,
18,1996,1996-09-29,4,23.274,CAR,@,JAX,L 14-24,,2,7,28.57,42,1,0,91.7,0,0,6.00,8.86,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,
19,1996,1996-10-06,5,23.281,CAR,@,MIN,L 12-14,*,15,30,50.00,155,0,4,25.7,1,0,5.17,-0.83,1,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
20,1996,1996-10-13,6,23.288,CAR,,STL,W 45-13,*,11,18,61.11,196,3,1,114.8,2,19,10.89,11.72,1,2,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
21,1996,1996-10-20,7,23.295,CAR,,NOR,W 19-7,*,14,30,46.67,176,1,0,76.5,3,21,5.87,6.53,8,3,0.38,0,0,0,0,,0,0.0%,,,0,0,0.0,,
22,1996,1996-10-27,8,23.302,CAR,@,PHI,L 9-20,*,16,34,47.06,248,0,0,71.7,1,9,7.29,7.29,4,16,4.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
23,1996,1996-11-03,9,23.309,CAR,@,ATL,L 17-20,*,14,21,66.67,222,0,0,101.7,1,3,10.57,10.57,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,
24,1996,1996-11-10,10,23.316,CAR,,NYG,W 27-17,*,19,33,57.58,202,1,1,73.0,0,0,6.12,5.36,5,1,0.20,0,0,0,0,,0,0.0%,,,0,0,0.0,,
25,1996,1996-12-01,13,23.337,CAR,,TAM,W 24-0,*,14,24,58.33,83,0,0,65.1,0,0,3.46,3.46,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
26,1996,1996-12-08,14,23.344,CAR,@,SFO,W 30-24,*,22,37,59.46,327,3,0,115.5,1,3,8.84,10.46,5,3,0.60,0,0,0,0,,0,0.0%,,,0,0,0.0,,
27,1996,1996-12-15,15,23.351,CAR,,BAL,W 27-16,*,26,39,66.67,268,2,2,82.0,0,0,6.87,5.59,2,1,0.50,0,0,0,0,,0,0.0%,,,0,0,0.0,,
28,1996,1996-12-22,16,23.358,CAR,,PIT,W 18-14,*,21,39,53.85,166,1,0,73.2,2,18,4.26,4.77,1,-2,-2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
29,1997,1997-09-14,3,24.258,CAR,@,SDG,W 26-7,*,17,36,47.22,138,2,1,64.4,0,0,3.83,3.69,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,
30,1997,1997-09-21,4,24.265,CAR,,KAN,L 14-35,*,24,47,51.06,328,1,4,45.3,5,50,6.98,3.57,1,3,3.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
31,1997,1997-09-29,5,24.273,CAR,,SFO,L 21-34,*,11,24,45.83,126,1,3,36.5,2,10,5.25,0.46,4,10,2.50,0,0,0,0,,0,0.0%,,,0,0,0.0,,
32,1997,1997-10-19,7,24.293,CAR,@,NOR,W 13-0,*,23,31,74.19,204,1,1,88.6,1,8,6.58,5.77,2,-3,-1.50,0,0,0,0,,0,0.0%,,,0,0,0.0,,
33,1997,1997-10-26,8,24.300,CAR,,ATL,W 21-12,*,12,25,48.00,107,1,1,56.6,3,16,4.28,3.28,5,7,1.40,0,0,0,0,,0,0.0%,,,0,0,0.0,,
34,1997,1997-11-02,9,24.307,CAR,,OAK,W 38-14,*,18,32,56.25,198,0,0,74.7,1,6,6.19,6.19,3,29,9.67,1,0,0,0,,0,0.0%,,,1,6,0.0,,
35,1997,1997-11-09,10,24.314,CAR,@,DEN,L 0-34,*,13,29,44.83,141,0,3,20.1,4,28,4.86,0.21,1,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
36,1997,1997-11-16,11,24.321,CAR,@,SFO,L 19-27,*,18,33,54.55,190,1,3,43.8,3,21,5.76,2.27,1,6,6.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
37,1997,1997-11-23,12,24.328,CAR,@,STL,W 16-10,*,23,30,76.67,286,1,0,116.8,4,32,9.53,10.20,4,-1,-0.25,0,0,0,0,,0,0.0%,,,0,0,0.0,,
38,1997,1997-11-30,13,24.335,CAR,,NOR,L 13-16,*,7,15,46.67,82,0,2,24.2,0,0,5.47,-0.53,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,
39,1997,1997-12-08,14,24.343,CAR,@,DAL,W 23-13,*,16,28,57.14,136,2,0,93.7,1,5,4.86,6.29,1,-2,-2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
40,1997,1997-12-14,15,24.349,CAR,,GNB,L 10-31,*,7,26,26.92,56,0,0,39.6,3,24,2.15,2.15,2,10,5.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
41,1997,1997-12-20,16,24.355,CAR,,STL,L 18-30,*,11,25,44.00,132,1,3,34.5,0,0,5.28,0.68,2,6,3.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
42,1998,1998-09-06,1,25.250,CAR,,ATL,L 14-19,*,21,37,56.76,270,2,1,86.5,1,7,7.30,7.16,3,12,4.00,0,1,1,-11,-11.00,0,100.0%,-11.00,,0,0,0.0,,
43,1998,1998-09-13,2,25.257,CAR,@,NOR,L 14-19,*,15,34,44.12,251,1,1,67.2,3,16,7.38,6.65,1,16,16.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
44,1998,1998-09-27,3,25.271,CAR,,GNB,L 30-37,*,20,53,37.74,188,2,1,53.0,4,18,3.55,3.45,1,3,3.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
45,1998,1998-10-04,4,25.278,CAR,@,ATL,L 23-51,*,20,38,52.63,302,3,2,83.4,2,13,7.95,7.16,2,9,4.50,0,0,0,0,,0,0.0%,,,0,0,0.0,,
46,1998,1998-11-15,10,25.320,NOR,,STL,W 24-3,*,13,26,50.00,150,1,0,80.6,2,15,5.77,6.54,7,38,5.43,0,0,0,0,,0,0.0%,,,0,0,0.0,,
47,1998,1998-11-22,11,25.327,NOR,@,SFO,L 20-31,*,22,44,50.00,328,0,2,55.9,4,17,7.45,5.41,6,30,5.00,1,0,0,0,,0,0.0%,,,1,6,0.0,,
48,1998,1998-11-29,12,25.334,NOR,@,MIA,L 10-30,*,9,24,37.50,110,0,3,12.8,6,40,4.58,-1.04,5,35,7.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
49,1998,1998-12-06,13,25.341,NOR,,DAL,W 22-3,*,16,28,57.14,239,2,1,94.2,2,24,8.54,8.36,4,10,2.50,0,0,0,0,,0,0.0%,,,0,0,0.0,,
50,1998,1998-12-13,14,25.348,NOR,,ATL,L 17-27,*,6,14,42.86,87,0,3,24.1,1,5,6.21,-3.43,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,
51,1998,1998-12-20,15,25.355,NOR,@,ARI,L 17-19,*,25,43,58.14,265,1,0,84.0,4,27,6.16,6.63,1,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
52,1998,1998-12-27,16,25.362,NOR,,BUF,L 33-45,*,3,12,25.00,23,0,1,4.9,2,12,1.92,-1.83,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,
53,1999,1999-09-19,2,26.263,NYG,,WAS,L 21-50,,3,7,42.86,44,0,1,24.4,0,0,6.29,-0.14,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,
54,1999,1999-10-03,4,26.277,NYG,,PHI,W 16-15,,6,12,50.00,86,0,0,73.6,1,11,7.17,7.17,2,-2,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
55,1999,1999-10-10,5,26.284,NYG,@,ARI,L 3-14,*,24,38,63.16,202,0,1,65.9,3,24,5.32,4.13,4,23,5.75,0,0,0,0,,0,0.0%,,,0,0,0.0,,
56,1999,1999-11-21,10,26.326,NYG,@,WAS,L 13-23,,13,21,61.90,221,0,1,77.7,1,9,10.52,8.38,4,-3,-0.75,0,0,0,0,,0,0.0%,,,0,0,0.0,,
57,1999,1999-11-28,11,26.333,NYG,,ARI,L 24-34,*,22,45,48.89,298,1,3,50.0,2,16,6.62,4.07,1,1,1.00,1,0,0,0,,0,0.0%,,,1,6,0.0,,
58,1999,1999-12-05,12,26.340,NYG,,NYJ,W 41-28,*,17,29,58.62,341,3,0,134.4,1,3,11.76,13.83,1,1,1.00,1,0,0,0,,0,0.0%,,,1,6,0.0,,
59,1999,1999-12-12,13,26.347,NYG,@,BUF,W 19-17,*,23,44,52.27,240,1,1,66.5,0,0,5.45,4.89,2,7,3.50,0,0,0,0,,0,0.0%,,,0,0,0.0,,
60,1999,1999-12-19,14,26.354,NYG,@,STL,L 10-31,*,21,37,56.76,273,1,2,66.6,2,12,7.38,5.49,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
61,1999,1999-12-26,15,26.361,NYG,,MIN,L 17-34,*,31,51,60.78,297,1,1,75.4,5,29,5.82,5.33,3,10,3.33,0,0,0,0,,0,0.0%,,,0,0,0.0,,
62,1999,2000-01-02,16,27.003,NYG,@,DAL,L 18-26,*,30,47,63.83,316,1,1,81.5,1,8,6.72,6.19,1,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
63,2000,2000-09-03,1,27.248,NYG,,ARI,W 21-16,*,17,25,68.00,172,0,1,70.7,0,0,6.88,5.08,5,1,0.20,0,0,0,0,,0,0.0%,,,0,0,0.0,,
64,2000,2000-09-10,2,27.255,NYG,@,PHI,W 33-18,*,21,29,72.41,220,2,0,117.0,1,0,7.59,8.97,5,2,0.40,0,0,0,0,,0,0.0%,,,0,0,0.0,,
65,2000,2000-09-17,3,27.262,NYG,@,CHI,W 14-7,*,24,33,72.73,251,1,0,104.5,2,14,7.61,8.21,3,1,0.33,0,0,0,0,,0,0.0%,,,0,0,0.0,,
