ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1999,1999-09-12,1,22.335,ARI,@,PHI,W 25-24,,,,,,
2,1999,1999-09-19,2,22.342,ARI,@,MIA,L 16-19,,,,,,
3,1999,1999-09-27,3,22.350,ARI,,SFO,L 10-24,,,,,,
4,1999,1999-10-03,4,22.356,ARI,@,DAL,L 7-35,,,,,,
5,1999,1999-10-10,5,22.363,ARI,,NYG,W 14-3,,0,0,,0,1.0
6,1999,1999-10-17,6,23.005,ARI,,WAS,L 10-24,,,,,,
7,1999,1999-10-31,7,23.019,ARI,,NWE,L 3-27,,,,,,
8,1999,1999-11-07,8,23.026,ARI,@,NYJ,L 7-12,,,,,,
9,1999,1999-11-14,9,23.033,ARI,,DET,W 23-19,,0,0,,0,1.0
10,1999,1999-11-21,10,23.040,ARI,,DAL,W 13-9,,,,,,
11,1999,1999-11-28,11,23.047,ARI,@,NYG,W 34-24,,,,,,
12,1999,1999-12-05,12,23.054,ARI,,PHI,W 21-17,,,,,,
13,1999,1999-12-12,13,23.061,ARI,@,WAS,L 3-28,,0,0,,0,0.5
14,1999,1999-12-19,14,23.068,ARI,,BUF,L 21-31,*,,,,,
15,1999,1999-12-26,15,23.075,ARI,@,ATL,L 14-37,*,,,,,
16,1999,2000-01-02,16,23.082,ARI,@,GNB,L 24-49,*,,,,,
17,2000,2000-09-24,3,23.348,ARI,,GNB,L 3-29,,,,,,
18,2000,2000-12-03,13,24.052,ARI,@,CIN,L 13-24,,,,,,
19,2001,2001-09-23,1,24.346,ARI,,DEN,L 17-38,,,,,,
20,2001,2001-10-07,3,24.360,ARI,@,PHI,W 21-20,,0,0,,0,1.0
21,2001,2001-10-14,4,25.002,ARI,@,CHI,L 13-20,*,,,,,
22,2001,2001-10-21,5,25.009,ARI,,KAN,W 24-16,*,0,0,,0,1.0
23,2001,2001-10-28,6,25.016,ARI,@,DAL,L 3-17,*,,,,,
24,2001,2001-11-04,7,25.023,ARI,,PHI,L 7-21,,,,,,
25,2001,2001-11-11,8,25.030,ARI,,NYG,L 10-17,*,,,,,
26,2001,2001-11-18,9,25.037,ARI,,DET,W 45-38,*,,,,,
27,2001,2001-12-15,13,25.064,ARI,@,NYG,L 13-17,*,1,15,15.00,0,0.0
28,2001,2001-12-23,14,25.072,ARI,,DAL,W 17-10,*,,,,,
29,2001,2001-12-30,15,25.079,ARI,@,CAR,W 30-7,*,,,,,
30,2001,2002-01-06,16,25.086,ARI,@,WAS,L 17-20,*,,,,,
31,2002,2002-09-08,1,25.331,ARI,@,WAS,L 23-31,,1,15,15.00,0,0.0
32,2002,2002-09-15,2,25.338,ARI,@,SEA,W 24-13,,,,,,
33,2002,2002-10-06,5,25.359,ARI,@,CAR,W 16-13,,,,,,
34,2002,2002-10-20,6,26.008,ARI,,DAL,W 9-6,,,,,,
35,2002,2002-10-27,7,26.015,ARI,@,SFO,L 28-38,,,,,,
36,2002,2002-11-03,8,26.022,ARI,,STL,L 14-27,,,,,,
