ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1966,1966-11-20,11,23.317,BUF,@,HOU,W 42-20,0,0,,0,0,0,,0,0,0,1,0,0
2,1967,1967-09-10,1,24.246,BUF,,NYJ,W 20-17,1,22,22.00,0,0,0,,0,0,0,0,0,0
3,1967,1967-10-15,6,24.281,BUF,,OAK,L 20-24,1,22,22.00,0,0,0,,0,0,0,0,0,0
4,1967,1967-11-05,8,24.302,BUF,,MIA,W 35-13,1,36,36.00,0,0,0,,0,0,0,0,0,0
5,1967,1967-11-12,9,24.309,BUF,@,NYJ,L 10-20,1,38,38.00,0,0,0,,0,0,0,0,0,0
6,1967,1967-11-19,10,24.316,BUF,,DEN,L 20-21,1,23,23.00,0,0,0,,0,0,0,0,0,0
7,1967,1967-11-26,11,24.323,BUF,@,MIA,L 14-17,2,49,24.50,0,1,12,12.00,0,0,0,0,0,0
8,1967,1967-12-03,12,24.330,BUF,@,KAN,L 13-23,2,60,30.00,0,0,0,,0,0,0,0,0,0
9,1967,1967-12-24,14,24.351,BUF,@,OAK,L 21-28,3,66,22.00,0,0,0,,0,0,0,0,0,0
10,1968,1968-09-22,3,25.259,CIN,,BUF,W 34-23,0,0,,0,1,3,3.00,0,1,6,1,32,1
11,1969,1969-12-14,14,26.341,CIN,@,DEN,L 16-27,,,,,0,35,,0,,,,,
