ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1990,1990-09-09,1,23.343,IND,@,BUF,L 10-26,5,91,18.20,0,0,0,,0,0,0,0,0,0
2,1990,1990-09-16,2,23.350,IND,,NWE,L 14-16,2,43,21.50,0,0,0,,0,0,0,0,0,0
3,1990,1990-09-23,3,23.357,IND,@,HOU,L 10-24,2,27,13.50,0,0,0,,0,0,0,0,0,0
4,1990,1990-09-30,4,23.364,IND,@,PHI,W 24-23,0,0,,0,2,6,3.00,0,0,0,0,0,0
5,1990,1990-10-07,5,24.006,IND,,KAN,W 23-19,3,69,23.00,0,0,0,,0,0,0,0,0,0
6,1990,1990-10-21,6,24.020,IND,,DEN,L 17-27,3,50,16.67,0,0,0,,0,0,0,0,0,0
7,1990,1990-10-28,7,24.027,IND,,MIA,L 7-27,0,0,,0,0,0,,0,,,,,
8,1990,1990-11-05,8,24.035,IND,,NYG,L 7-24,0,0,,0,0,0,,0,,,,,
9,1990,1990-11-11,9,24.041,IND,@,NWE,W 13-10,0,0,,0,0,0,,0,,,,,
10,1990,1990-11-18,10,24.048,IND,,NYJ,W 17-14,0,0,,0,0,0,,0,,,,,
11,1990,1990-11-25,11,24.055,IND,@,CIN,W 34-20,0,0,,0,0,0,,0,,,,,
12,1990,1990-12-02,12,24.062,IND,@,PHO,L 17-20,0,0,,0,0,0,,0,,,,,
13,1990,1990-12-09,13,24.069,IND,,BUF,L 7-31,0,0,,0,0,0,,0,,,,,
14,1990,1990-12-16,14,24.076,IND,@,NYJ,W 29-21,0,0,,0,0,0,,0,,,,,
15,1990,1990-12-22,15,24.082,IND,,WAS,W 35-28,0,0,,0,0,0,,0,1,6,1,25,1
16,1990,1990-12-30,16,24.090,IND,@,MIA,L 17-23,0,0,,0,0,0,,0,,,,,
17,1991,1991-09-01,1,24.335,IND,,NWE,L 7-16,0,0,,0,0,0,,0,,,,,
18,1991,1991-09-08,2,24.342,IND,@,MIA,L 6-17,0,0,,0,0,0,,0,,,,,
19,1991,1991-09-15,3,24.349,IND,@,RAI,L 0-16,0,0,,0,0,0,,0,,,,,
20,1991,1991-09-22,4,24.356,IND,,DET,L 24-33,2,11,5.50,0,0,0,,0,0,0,0,0,0
21,1991,1991-09-29,5,24.363,IND,@,SEA,L 3-31,,,,,1,0,0.00,0,,,,,
22,1991,1991-10-06,6,25.005,IND,,PIT,L 3-21,0,0,,0,0,0,,0,,,,,
23,1991,1991-10-13,7,25.012,IND,@,BUF,L 6-42,1,9,9.00,0,0,0,,0,0,0,0,0,0
24,1991,1991-10-20,8,25.019,IND,,NYJ,L 6-17,0,0,,0,1,0,0.00,0,0,0,0,0,0
